时间,fenci,主题概率,主题类型
2023-08-27,核污染 含有 尚无 技术 做出 元素 误导,"[(0, 0.02086415), (1, 0.021052113), (2, 0.020865785), (3, 0.26591477), (4, 0.02094065), (5, 0.65036255)]",5
2023-08-27,分解 能量 媒体 放射性 纸张 厚度 屏蔽 医院 拿来 幽门 螺旋杆菌 呼气 放射性 解释 人体 接受 剂量 污水 还排 要命,"[(3, 0.28950396), (5, 0.6781256)]",5
2023-08-27,污水 元素 分解 元素 人体 环境 危害 人类 认知,"[(0, 0.016723327), (1, 0.016916614), (2, 0.016709864), (3, 0.016767573), (4, 0.016828325), (5, 0.9160543)]",5
2023-08-27,化学 比做 容器 投盐 溶解 溶解 占比 总量 投入 污水 比例 概念 稀释 有用吗 总量 改变 开盖 裹挟 原子能 机构,"[(1, 0.7921728), (5, 0.17574854)]",1
2023-08-27,利益 利益 关系 危害 危害 后果 不用 负责,"[(0, 0.018700337), (1, 0.018669238), (2, 0.018561337), (3, 0.018597772), (4, 0.018583197), (5, 0.9068881)]",5
2023-08-28,睁眼瞎 污水 废水 等同 排放 污水,"[(0, 0.023883782), (1, 0.024034262), (2, 0.023918573), (3, 0.8801495), (4, 0.02408908), (5, 0.023924785)]",3
2023-08-28,见证人 辩驳 华人 洗白,"[(0, 0.03367038), (1, 0.03368339), (2, 0.033690657), (3, 0.6182119), (4, 0.03367961), (5, 0.24706411)]",3
2023-08-28,受害者 先辈 干的事 无关 造谣,"[(0, 0.027801907), (1, 0.1975885), (2, 0.69094026), (3, 0.027852127), (4, 0.027912632), (5, 0.027904548)]",2
2023-08-27,水会 未知 人类 社会 伤害 还给 制造者 电力 因素 导致 局面 办法 办法,"[(0, 0.095275156), (1, 0.50736135), (2, 0.011984856), (3, 0.36135098), (4, 0.012005303), (5, 0.012022343)]",1
2023-08-29,夸张 放在 可怜 过滤,"[(0, 0.3793957), (1, 0.03335955), (2, 0.033348914), (3, 0.03338837), (4, 0.033621345), (5, 0.48688614)]",5
2023-08-27,现成 例子 参考 环礁 地方 核试验 地方 迹象 生物 辐射 动植物 动植物 只能 变异 物种 只长 背鳍 铰口,"[(1, 0.1572737), (3, 0.7103468), (5, 0.10565681)]",3
2023-08-27,用钱 解释 赔给 渔民 公关 可比 蒸馏,"[(0, 0.1679412), (1, 0.020937858), (2, 0.74821556), (3, 0.020966632), (4, 0.020955795), (5, 0.020982958)]",2
2023-08-27,办法 花钱 污水 办法 办法,"[(0, 0.027793452), (1, 0.25347275), (2, 0.027834155), (3, 0.63507473), (4, 0.027837377), (5, 0.027987516)]",3
2023-08-27,不信 政客,"[(0, 0.055559527), (1, 0.055567488), (2, 0.05573673), (3, 0.05559426), (4, 0.055639595), (5, 0.7219024)]",5
2023-08-28,只能 理解 心情 妨碍 鄙视 角度 出发 很高 文章 洗白 只能 报道 资料,"[(0, 0.012049148), (1, 0.116046846), (2, 0.012028349), (3, 0.6254988), (4, 0.22230433), (5, 0.012072578)]",3
2023-08-29,不好意思 露骨 吃饭,"[(0, 0.04241528), (1, 0.21864375), (2, 0.04241569), (3, 0.61170113), (4, 0.042411674), (5, 0.042412467)]",3
2023-08-29,关注 洗白,"[(0, 0.055617575), (1, 0.055665787), (2, 0.0555713), (3, 0.72181404), (4, 0.05566075), (5, 0.055670556)]",3
2023-08-27,人类 认知 能力 有限 轻言 无害 后悔药,"[(0, 0.020936882), (1, 0.021184592), (2, 0.020917894), (3, 0.020941041), (4, 0.021050377), (5, 0.89496917)]",5
2023-08-28,可逆 把握,"[(0, 0.05560986), (1, 0.38928556), (2, 0.055605967), (3, 0.055606633), (4, 0.055605683), (5, 0.38828626)]",1
2023-08-27,政客 机构 保证 生态 计量 不足以 人体 伤害 哺乳动物 海产品 做成 饲料 宠物食品 动物 承受 计量,"[(1, 0.29917943), (2, 0.564225), (5, 0.10695527)]",2
2023-08-27,回答 疑问 动物 鱼类 沉积 饲料 宠物食品 数据 逗死 滚筒 洗衣机,"[(0, 0.014007383), (1, 0.014281839), (2, 0.6946432), (3, 0.014296578), (4, 0.24868996), (5, 0.014080999)]",2
2023-08-27,回复,"[(0, 0.08333876), (1, 0.08333633), (2, 0.083336346), (3, 0.08333633), (4, 0.08333633), (5, 0.5833159)]",5
2023-08-27,数字 可信,"[(0, 0.055590935), (1, 0.055605024), (2, 0.055599663), (3, 0.72189397), (4, 0.055649955), (5, 0.05566047)]",3
2023-08-27,生物 生态,"[(0, 0.056155723), (1, 0.056385715), (2, 0.055562735), (3, 0.7200553), (4, 0.056168612), (5, 0.055671934)]",3
2023-08-27,排放 总量,"[(0, 0.055594), (1, 0.055932935), (2, 0.055656485), (3, 0.7212652), (4, 0.05583931), (5, 0.05571213)]",3
2023-08-27,不信 国际,"[(0, 0.055590652), (1, 0.26639825), (2, 0.05588525), (3, 0.055931076), (4, 0.0555884), (5, 0.51060635)]",5
2023-08-28,数据 符合标准,"[(0, 0.055577196), (1, 0.055713817), (2, 0.055981804), (3, 0.05565309), (4, 0.05562684), (5, 0.7214472)]",5
2023-08-27,出场 东电 负责人 眼神 飘忽 说话 心虚 底气 样子,"[(0, 0.016802192), (1, 0.016832393), (2, 0.016848559), (3, 0.48852813), (4, 0.19980495), (5, 0.26118377)]",3
2023-08-27,民众 不安 关注,"[(0, 0.041942388), (1, 0.042387113), (2, 0.5107365), (3, 0.321218), (4, 0.041855827), (5, 0.041860107)]",2
2023-08-28,关注 不多 元素 除掉 生物体 富集 提供 数据 提供 独立 采样,"[(0, 0.013947326), (1, 0.21601358), (2, 0.013997425), (3, 0.014106437), (4, 0.18442684), (5, 0.5575084)]",5
2023-08-28,原子能 机构 排放 采样 参见 官方 发布 内容,"[(0, 0.018570697), (1, 0.30419973), (2, 0.018663097), (3, 0.62120825), (4, 0.01860349), (5, 0.018754713)]",3
2023-08-27,希望 电费,"[(0, 0.056142174), (1, 0.056045752), (2, 0.7200174), (3, 0.055963587), (4, 0.055953648), (5, 0.055877414)]",2
2023-08-27,老师 留学生 字幕 上传 海贼 排放 废水,"[(0, 0.5302829), (1, 0.021009224), (2, 0.021056872), (3, 0.1742816), (4, 0.021119261), (5, 0.23225015)]",0
2023-08-27,超标 回答 性能 看完 担心,"[(0, 0.027811045), (1, 0.027961232), (2, 0.02795433), (3, 0.86032206), (4, 0.027827755), (5, 0.028123533)]",3
2023-08-27,依赖 渔业 群体 表态 说话 腰疼 收入,"[(0, 0.020928297), (1, 0.020994991), (2, 0.020924682), (3, 0.21045671), (4, 0.57289225), (5, 0.15380305)]",4
2023-08-29,摊牌 视频,"[(0, 0.056033485), (1, 0.056126226), (2, 0.05626859), (3, 0.7198123), (4, 0.055889733), (5, 0.05586965)]",3
2023-08-28,污水 排放 保证,"[(0, 0.041702036), (1, 0.04226952), (2, 0.04199509), (3, 0.79005635), (4, 0.042003438), (5, 0.041973595)]",3
2023-08-27,经济 大臣 合约 表达 精神,"[(0, 0.028036479), (1, 0.028014231), (2, 0.027991522), (3, 0.8599162), (4, 0.028020417), (5, 0.028021118)]",3
2023-08-27,去除 放射 物质 过滤,"[(0, 0.03334462), (1, 0.03336486), (2, 0.033349965), (3, 0.033430897), (4, 0.03335764), (5, 0.833152)]",5
2023-08-28,吓死 出镜 事情,"[(0, 0.04195239), (1, 0.041905448), (2, 0.042006407), (3, 0.7901441), (4, 0.041967954), (5, 0.042023662)]",3
2023-09-01,感谢 客观 科学 报道,"[(0, 0.03339269), (1, 0.03359584), (2, 0.033397116), (3, 0.6063742), (4, 0.2594929), (5, 0.033747222)]",3
2023-08-31,办法 海水 降低 浓度 排放 感觉,"[(0, 0.02400881), (1, 0.023917677), (2, 0.023850948), (3, 0.8802249), (4, 0.023939088), (5, 0.024058562)]",3
2023-08-28,恶心,"[(0, 0.08334409), (1, 0.08345314), (2, 0.083507), (3, 0.08339693), (4, 0.5829266), (5, 0.08337226)]",4
2023-08-28,信心 家伙,"[(0, 0.38895932), (1, 0.055761535), (2, 0.055842575), (3, 0.055571724), (4, 0.055595554), (5, 0.3882693)]",0
2023-08-28,幸福,"[(0, 0.08334301), (1, 0.08334297), (2, 0.08334301), (3, 0.58328515), (4, 0.08334295), (5, 0.083342955)]",3
2023-08-28,符合标准 不让,"[(0, 0.055577457), (1, 0.05576512), (2, 0.055924315), (3, 0.055595435), (4, 0.055564918), (5, 0.7215727)]",5
2023-08-28,透明 相关 国家 人员 小时 全天候 接受,"[(0, 0.27983838), (1, 0.02097796), (2, 0.020921348), (3, 0.63622195), (4, 0.021049526), (5, 0.02099081)]",3
2023-08-27,排完 标准 放射性物质 背书 流程 认可 不靠 过滤 系统 出过 故障 私密,"[(0, 0.012904483), (1, 0.103978164), (2, 0.012929595), (3, 0.46422356), (4, 0.012892944), (5, 0.39307123)]",3
2023-08-27,媒体 客观 客观 架子 夹带 私货,"[(0, 0.024003748), (1, 0.8794257), (2, 0.023993649), (3, 0.024158882), (4, 0.02402163), (5, 0.024396399)]",1
2023-08-27,有没有 节目 介绍 放弃 方式 蒸发 排放,"[(0, 0.020860752), (1, 0.02096258), (2, 0.14808144), (3, 0.5889245), (4, 0.02093613), (5, 0.2002346)]",3
2023-08-29,省钱,"[(0, 0.08343451), (1, 0.083434075), (2, 0.08349332), (3, 0.58269006), (4, 0.08343401), (5, 0.08351402)]",3
2023-08-27,放射性物质 排出 结束 窒息,"[(0, 0.03340707), (1, 0.0335598), (2, 0.24992992), (3, 0.61569816), (4, 0.033653032), (5, 0.033751994)]",3
2023-08-27,政府 企业 文化,"[(0, 0.04184429), (1, 0.04182263), (2, 0.04185876), (3, 0.042475995), (4, 0.041775882), (5, 0.7902224)]",5
2023-08-27,围观,"[(0, 0.083377466), (1, 0.08337728), (2, 0.083377495), (3, 0.083377205), (4, 0.58311325), (5, 0.083377294)]",4
2023-09-27,辐射,"[(0, 0.08337057), (1, 0.083864585), (2, 0.08342632), (3, 0.08337548), (4, 0.08341192), (5, 0.5825512)]",5
2023-09-27,媒体 报道 压舱 偷排 污水 海域,"[(0, 0.023886735), (1, 0.024044342), (2, 0.023883972), (3, 0.38152277), (4, 0.5223919), (5, 0.024270276)]",4
2023-09-27,核污染 放射 放射 危害 放射,"[(0, 0.027818576), (1, 0.028138833), (2, 0.027813153), (3, 0.027906591), (4, 0.027883183), (5, 0.8604397)]",5
2023-09-27,排放 放射 海水 淡水 土壤 空气,"[(0, 0.023855735), (1, 0.023879003), (2, 0.023848517), (3, 0.43354368), (4, 0.02386952), (5, 0.47100356)]",5
2023-09-27,专家 海域,"[(0, 0.05559995), (1, 0.056173448), (2, 0.055808645), (3, 0.72074103), (4, 0.05583339), (5, 0.055843547)]",3
2023-08-30,客观,"[(0, 0.08349097), (1, 0.58113235), (2, 0.08334957), (3, 0.084963895), (4, 0.08363649), (5, 0.08342676)]",1
2023-08-28,描白,"[(0, 0.1684437), (1, 0.16598153), (2, 0.16842857), (3, 0.16536222), (4, 0.16575001), (5, 0.16603397)]",0
2023-08-28,洗白 亲日 汉奸,"[(0, 0.29005608), (1, 0.041730985), (2, 0.041745793), (3, 0.5429574), (4, 0.041753076), (5, 0.04175668)]",3
2023-08-27,期待 守信,"[(0, 0.056200154), (1, 0.05628292), (2, 0.056236133), (3, 0.7188768), (4, 0.05619686), (5, 0.0562072)]",3
2023-08-27,好奇 节目 污水处理 方式 有没有 吸附 饱和 期限 寿命 更换 无害化,"[(0, 0.10098835), (1, 0.013977061), (2, 0.013971786), (3, 0.529366), (4, 0.013973089), (5, 0.3277237)]",3
2023-08-28,批准 方案 独立 直属 实验室 样本 还给 实验室 独立 实验室 关键 放射性物质 报告 放射性物质,"[(0, 0.080706865), (1, 0.082798876), (2, 0.011163526), (3, 0.011227088), (4, 0.011158564), (5, 0.80294514)]",5
2023-08-28,委托 委托 委托合同 费用 报告 费用 到位 体系 审核 流程,"[(0, 0.015200273), (1, 0.015252945), (2, 0.015215424), (3, 0.015208831), (4, 0.10856338), (5, 0.83055913)]",5
2023-08-28,总体 补充 交叉 验证,"[(0, 0.0334214), (1, 0.033392157), (2, 0.033391144), (3, 0.23758219), (4, 0.033376146), (5, 0.628837)]",5
2023-08-28,博主 废水 过滤 净化 运行 放射性物质 达标 达标 净化 达标 过滤 不掉 半衰期 稀释 极低 地步 废水 罐子 囤积 半衰期,"[(2, 0.12900463), (5, 0.83905673)]",5
2023-08-29,海水 冷却 海水 不用 海水 浇花 拿来 跟着 动动脑,"[(0, 0.23841935), (1, 0.016779926), (2, 0.34132275), (3, 0.3697724), (4, 0.016846672), (5, 0.016858883)]",3
2023-08-28,水比 国家 核电站 干净 国家 排放 科学 立场 因素 方式 国际 社会 丢脸 受害 渔业 渔民 国家补贴 海产 国家,"[(2, 0.08077632), (3, 0.59982985), (4, 0.29413182)]",3
2023-08-28,逻辑 干净 市政 浇花 厕所 举措 实在 不利于 打造 形象 海产品 禁止 反制 手段 带来 成本 高于 成本 经济 成本 选择 理由 成立 另选 方案,"[(1, 0.3341674), (2, 0.20278019), (3, 0.44358912)]",3
2023-09-05,帮判 执行 执行 执行,"[(0, 0.03344129), (1, 0.033454154), (2, 0.033441003), (3, 0.03344029), (4, 0.033440318), (5, 0.8327829)]",5
2023-09-05,诉方 还魂 败诉,"[(0, 0.05478001), (1, 0.7265276), (2, 0.05476492), (3, 0.054623522), (4, 0.054644614), (5, 0.054659367)]",1
2023-09-05,组织 停摆 上诉 法官 上诉 执行,"[(0, 0.023863861), (1, 0.29880208), (2, 0.13503955), (3, 0.02404341), (4, 0.3314472), (5, 0.18680389)]",4
2023-09-05,渔产 做好 误伤 渔业 粗糙 渔产,"[(0, 0.8802836), (1, 0.023960616), (2, 0.023857351), (3, 0.023953384), (4, 0.024072697), (5, 0.023872364)]",0
2023-09-05,要命,"[(0, 0.08337469), (1, 0.083374724), (2, 0.08337476), (3, 0.08365216), (4, 0.5828483), (5, 0.08337534)]",4
2023-09-05,渔产 停止 听不懂,"[(0, 0.04360796), (1, 0.7882913), (2, 0.041972507), (3, 0.04191937), (4, 0.041912638), (5, 0.04229627)]",1
2023-09-05,餐厅,"[(0, 0.08334308), (1, 0.08335748), (2, 0.58309203), (3, 0.083375335), (4, 0.08348903), (5, 0.08334304)]",2
2023-09-05,伤害,"[(0, 0.08333842), (1, 0.58184654), (2, 0.083541706), (3, 0.0843526), (4, 0.083403245), (5, 0.08351746)]",1
2023-09-05,损害 渔产 健康,"[(0, 0.20473686), (1, 0.04210003), (2, 0.042219464), (3, 0.041890997), (4, 0.04196245), (5, 0.62709016)]",5
2023-09-05,决策 确实 突发性 后续 撤销 还好 撤销 民心 打击,"[(0, 0.016707208), (1, 0.016833441), (2, 0.01678337), (3, 0.017208062), (4, 0.017114727), (5, 0.9153532)]",5
2023-09-05,替代性 反复,"[(0, 0.05613618), (1, 0.05613369), (2, 0.056140836), (3, 0.05614956), (4, 0.05613323), (5, 0.71930647)]",5
2023-09-05,受害者 顶级 玩家 理解 生鱼片 可真 优雅,"[(0, 0.021149918), (1, 0.021100495), (2, 0.6934365), (3, 0.221959), (4, 0.021154175), (5, 0.021199927)]",2
2023-09-05,给禁,"[(0, 0.08352615), (1, 0.083524846), (2, 0.5823748), (3, 0.083524495), (4, 0.08352475), (5, 0.08352492)]",2
2023-09-05,国家,"[(0, 0.08366198), (1, 0.08372466), (2, 0.08359531), (3, 0.084150575), (4, 0.5810859), (5, 0.08378155)]",4
2023-09-05,病房,"[(0, 0.16837896), (1, 0.16591512), (2, 0.16841458), (3, 0.16536506), (4, 0.1657267), (5, 0.16619962)]",2
2023-09-05,机构 停摆 了来,"[(0, 0.04188293), (1, 0.79041094), (2, 0.04191097), (3, 0.042000793), (4, 0.041887783), (5, 0.04190663)]",1
2023-09-05,起诉 败诉 最多 国家 组织,"[(0, 0.027930416), (1, 0.86006147), (2, 0.027916666), (3, 0.028052691), (4, 0.028075624), (5, 0.027963094)]",1
2023-09-05,动物 可怜 画面 人性 认知,"[(0, 0.0278178), (1, 0.027857289), (2, 0.02787825), (3, 0.02807703), (4, 0.58712643), (5, 0.3012432)]",4
2023-09-05,打倒,"[(0, 0.083436824), (1, 0.083393976), (2, 0.08362081), (3, 0.58286065), (4, 0.08334388), (5, 0.08334389)]",3
2023-09-05,抵制 日货,"[(0, 0.72190046), (1, 0.05575391), (2, 0.055591058), (3, 0.055572156), (4, 0.05557249), (5, 0.055609956)]",0
2023-09-05,舆论压力,"[(0, 0.08345849), (1, 0.08345795), (2, 0.58270997), (3, 0.08345773), (4, 0.08345783), (5, 0.08345798)]",2
2023-09-05,军事实力 只能 打嘴 上手,"[(0, 0.033599928), (1, 0.03361152), (2, 0.033641007), (3, 0.033617485), (4, 0.03360046), (5, 0.8319296)]",5
2023-09-05,拿出 证据 报告 证明,"[(0, 0.03340028), (1, 0.33403575), (2, 0.033489767), (3, 0.033409078), (4, 0.03338829), (5, 0.5322768)]",5
2023-09-05,强制力 程序 繁琐,"[(0, 0.042226262), (1, 0.042230412), (2, 0.042226553), (3, 0.7888645), (4, 0.04222355), (5, 0.042228773)]",3
2023-09-05,鬼子,"[(0, 0.0833758), (1, 0.08336768), (2, 0.58314), (3, 0.08335702), (4, 0.08336801), (5, 0.08339144)]",2
2023-09-05,反抗,"[(0, 0.5832312), (1, 0.08340112), (2, 0.08334195), (3, 0.08334189), (4, 0.0833419), (5, 0.08334191)]",0
2023-09-05,海产品 国家 健康 禁止,"[(0, 0.033504162), (1, 0.033554647), (2, 0.033895668), (3, 0.38796702), (4, 0.033714265), (5, 0.47736424)]",5
2023-09-05,撤销 禁令 媒体 报道,"[(0, 0.033433348), (1, 0.49868447), (2, 0.033524238), (3, 0.0337166), (4, 0.03347369), (5, 0.36716762)]",1
2023-09-05,强迫 毒食,"[(0, 0.056035105), (1, 0.05603308), (2, 0.056035407), (3, 0.056032307), (4, 0.7198227), (5, 0.05604144)]",4
2023-09-05,讨论,"[(0, 0.5818182), (1, 0.083409905), (2, 0.08338901), (3, 0.08367974), (4, 0.08346709), (5, 0.08423603)]",0
2023-09-05,逼急 偷袭,"[(0, 0.056251373), (1, 0.056248296), (2, 0.056251734), (3, 0.7187524), (4, 0.056247737), (5, 0.0562485)]",3
2023-09-05,搞笑,"[(0, 0.58322954), (1, 0.08334494), (2, 0.08339073), (3, 0.08334492), (4, 0.08334493), (5, 0.083344944)]",0
2023-09-05,提交 提交 上诉 机构 停摆,"[(0, 0.027806953), (1, 0.6936423), (2, 0.028016545), (3, 0.027913801), (4, 0.19474299), (5, 0.027877338)]",1
2023-09-05,停止 排污 撤销 禁令,"[(0, 0.03336004), (1, 0.83291286), (2, 0.033487987), (3, 0.03341968), (4, 0.033415914), (5, 0.033403467)]",1
2023-09-05,好像 政策,"[(0, 0.055872608), (1, 0.055673428), (2, 0.055885937), (3, 0.34406918), (4, 0.05584207), (5, 0.43265674)]",5
2023-09-05,本子 停止 排放 污水,"[(0, 0.21945477), (1, 0.64610595), (2, 0.03348326), (3, 0.033721905), (4, 0.033762146), (5, 0.03347201)]",1
2023-09-05,毛用,"[(0, 0.08364076), (1, 0.32733178), (2, 0.08364074), (3, 0.083638035), (4, 0.08363845), (5, 0.33811027)]",5
2023-09-05,核污染,"[(0, 0.08348133), (1, 0.58179516), (2, 0.083472624), (3, 0.08383567), (4, 0.08378489), (5, 0.08363033)]",1
2023-09-05,笑话 文件 生效 杂碎 生效,"[(0, 0.4004664), (1, 0.027814306), (2, 0.027833585), (3, 0.027841374), (4, 0.027828531), (5, 0.48821583)]",5
2023-09-05,下跪 胆敢 状告,"[(0, 0.041869603), (1, 0.04187101), (2, 0.041884147), (3, 0.041868653), (4, 0.79063797), (5, 0.041868594)]",4
2023-09-05,坐看 鬼子,"[(0, 0.05585467), (1, 0.055851083), (2, 0.7207378), (3, 0.055847537), (4, 0.055850927), (5, 0.05585796)]",2
2023-09-05,官员 不吃,"[(0, 0.056352228), (1, 0.05609376), (2, 0.72036), (3, 0.05565478), (4, 0.0557946), (5, 0.055744603)]",2
2023-09-05,产业,"[(0, 0.083581224), (1, 0.08357991), (2, 0.08334597), (3, 0.58202887), (4, 0.08340439), (5, 0.08405963)]",3
2023-09-05,想着 产品 脑子 核水 喝多,"[(0, 0.028148407), (1, 0.027938584), (2, 0.027818048), (3, 0.027841657), (4, 0.8603174), (5, 0.027935887)]",4
2023-09-05,国家,"[(0, 0.083662234), (1, 0.083724186), (2, 0.08359547), (3, 0.084166236), (4, 0.5810697), (5, 0.083782196)]",4
2023-09-05,禁止 海产品 增加,"[(0, 0.041742258), (1, 0.041946683), (2, 0.26530552), (3, 0.567185), (4, 0.041781507), (5, 0.042039033)]",3
2023-09-05,国人,"[(0, 0.08361511), (1, 0.5822883), (2, 0.0833388), (3, 0.08343365), (4, 0.08375204), (5, 0.08357204)]",1
2023-09-05,操作,"[(0, 0.084582366), (1, 0.08334647), (2, 0.08360043), (3, 0.5815185), (4, 0.08359006), (5, 0.08336216)]",3
2023-09-05,兔子 水产 瓜果 蔬菜,"[(0, 0.033770878), (1, 0.033998895), (2, 0.033901893), (3, 0.35782656), (4, 0.033852123), (5, 0.5066496)]",5
2023-09-05,开放,"[(0, 0.08334027), (1, 0.08339275), (2, 0.083467), (3, 0.582862), (4, 0.08355141), (5, 0.083386615)]",3
2023-09-05,抵制 鬼子,"[(0, 0.3725914), (1, 0.055891234), (2, 0.40466624), (3, 0.05557769), (4, 0.05560287), (5, 0.055670593)]",2
2023-09-05,事情 摆到 所有人,"[(0, 0.04195781), (1, 0.041916896), (2, 0.04200336), (3, 0.7901342), (4, 0.041966002), (5, 0.04202175)]",3
2023-09-05,国家 敌人 霉国 狗日,"[(0, 0.034320988), (1, 0.033483602), (2, 0.03422343), (3, 0.03349655), (4, 0.831002), (5, 0.033473473)]",4
2023-09-05,估计 想卖 核污染 来害 跳脚,"[(0, 0.028186943), (1, 0.6343107), (2, 0.25239462), (3, 0.028283354), (4, 0.028552907), (5, 0.028271439)]",1
2023-09-05,搭理 干嘛,"[(0, 0.056016896), (1, 0.056021933), (2, 0.0560188), (3, 0.056014176), (4, 0.7199132), (5, 0.056015044)]",4
2023-09-05,倭寇 尿性,"[(0, 0.055672996), (1, 0.36405665), (2, 0.055673055), (3, 0.055672336), (4, 0.4132524), (5, 0.055672552)]",4
2023-09-05,停止 泄核 废水,"[(0, 0.041961618), (1, 0.042384584), (2, 0.78917664), (3, 0.041997153), (4, 0.04247441), (5, 0.042005625)]",2
2023-09-26,滴滴,"[(0, 0.57965505), (1, 0.084067844), (2, 0.08407462), (3, 0.08406637), (4, 0.0840679), (5, 0.08406822)]",0
2023-09-24,滴滴,"[(0, 0.579661), (1, 0.08406665), (2, 0.08407337), (3, 0.084065184), (4, 0.084066726), (5, 0.084067024)]",0
2023-09-23,滴滴,"[(0, 0.57966083), (1, 0.0840667), (2, 0.08407341), (3, 0.08406523), (4, 0.08406678), (5, 0.084067084)]",0
2023-09-25,打卡,"[(0, 0.5831409), (1, 0.083350495), (2, 0.08341071), (3, 0.08340619), (4, 0.08334985), (5, 0.08334183)]",0
2023-09-24,讽刺,"[(0, 0.08334545), (1, 0.58319914), (2, 0.08335295), (3, 0.0833846), (4, 0.08334538), (5, 0.08337249)]",1
2023-09-24,管理员 围脖 封号,"[(0, 0.79086065), (1, 0.041827768), (2, 0.041828517), (3, 0.041827526), (4, 0.04182766), (5, 0.041827884)]",0
2023-09-23,顶顶顶,"[(0, 0.083344445), (1, 0.583278), (2, 0.08334445), (3, 0.08334437), (4, 0.083344385), (5, 0.08334439)]",1
2023-09-23,滴滴 全家,"[(0, 0.72104704), (1, 0.055796858), (2, 0.055786785), (3, 0.05578449), (4, 0.05579977), (5, 0.055785008)]",0
2023-08-26,制裁 苦于 机会,"[(0, 0.79084677), (1, 0.041769084), (2, 0.04186289), (3, 0.041844163), (4, 0.041794606), (5, 0.0418825)]",0
