content,fenci,聚类结果,二级-聚类结果
我就想看他们为了足球积极敢打敢拼的样子，而不是像吃了海参的蛄蛹者,足球 样子 海参,1,0
我想如果要大力发展中国足球，还得先从小孩做起，为什么呢，因为，让那些抵制游戏的答辩家长从这个世界上消失，这样的话，就能大力发展中国足球。,大力发展 中国 足球 小孩 游戏 家长 世界 消失 大力发展 中国 足球,1,0
自从闫世泽说中国足球杀无赦斩立决后，我很多年没有看中国足球了，现在有兴趣看看和资本无关的足球了,世泽 中国 足球 中国 足球 兴趣 资本 足球,1,0
这个赛事好久以前就开始搞了，并不是一夜爆红的，最多是从侧面体现出足球运动员的选拔标准存在很大的问题，当然啦，他们也不会听也不会改,赛事 足球 运动员 标准,1,0
足协是要禁止民间足球吗禁止无证踢球吗,民间 足球 踢球,1,0
同样是村超，上次村姚明都去看了，到了足球怎么就这么别扭呢。,姚明 足球,1,0
足球场能做体操，能跳广场舞，能玩飞盘，怎么着唯独不能踢球是吧除非对中国足球有帮助才能踢是吧,足球场 体操 广场 飞盘 踢球 中国 足球,1,0
其实，看球的人都知道，村超模式就是最简单，最有效的足球管理模式，这种最纯粹的足球是中国足球没有的，所以，村超动了谁的蛋糕不言而喻了,看球 模式 足球 足球 中国 足球 蛋糕,1,0
没有盘口就是最纯粹的足球,足球,1,0
足球本来面目是使人快乐，消遣娱乐，不是勾心斗角的利益.,足球 利益,1,0
一年几百几千万的海参，你说呢,海参,1,1
"踢的水平好不好职业不职业倒是其次，最重要的是通过这种活动让更多的人民群众喜欢足球，只有激发热情，中国足球才有可能出现""梅西""""罗""",水平 职业 职业 群众 足球 热情 中国 足球 梅西,1,0
中国足球的希望贵州村超中足走一边去,中国 足球 贵州,1,0
虽然你不信，但是，能踢球的，就是在民间，现在那些职业的，都是靠关系进去的，首先，中国从来没有大规模的招收过足球运动员，其次，足球运动员，应该是常年招收，但是，你看到哪个正规球队，俱乐部招过球员特么的一句好话都没有，就把人赶出来了,踢球 民间 职业 关系 中国 足球 运动员 足球 运动员 球队 俱乐部 球员,1,0
逆反倒伐足协，从下而上重新建立中国足球,中国 足球,1,0
还能有能谁海参都没得吃了,海参,1,1
国家宣传村超本以为是为了在基层推广足球氛围,国家 基层 足球 氛围,1,0
村超在足球强国很常见，遍地开花,足球 强国,1,0
不管技术好不好，这才是足球。,技术 足球,1,0
欸，足球那是生意，不能不一样嗷,足球,1,0
村超影响了某些人吃海参,海参,1,1
这才是培养足球氛围的正路,足球 氛围 正路,1,0
足球本身就是社区运动，也是人民自发参与的运动。,足球 社区,1,0
也就是说，中国只有村超才是真正的足球。,中国 足球,1,0
每次说中国足球的时候，就有人说哎呀中国注册球员太少啊之类的。。。。得，人家这边来个全民参与。 足协这个注册球员说法完犊子了。,中国 足球 中国 球员 全民 球员 犊子,1,0
开头说村超对中国足球没影响，最后又说村超对人们，对小孩，对中国足球是好事，这就有点矛盾了啊,中国 足球 小孩 中国 足球 好事 矛盾,1,0
对足球还要有敬畏之心难道不应该是热爱吗,足球 敬畏,1,0
什么时候又开始，准备又去凑热闹 我不懂足球，但是我就喜欢人多,足球,1,0
希望这是最后一片干净的足球净土。,足球 净土,1,0
梅西接受采访都说了，无论踢得好坏，要享受足球带来的快乐，热爱足球的氛围。,梅西 足球 足球 氛围,1,0
村超搞的好，对于中国足球，和体育事业是正向影响。可有些利益群体却见不得村超越弄越好。在他们这些人，心里只要中国足球烂他们才能圈地赚钱。真是一群混蛋,中国 足球 体育事业 利益 群体 中国 足球 圈地 混蛋,1,0
有些搞青训的，还有那些所谓的真球迷，总是在说什么中国足球不争气是环境问题，你看看哪个哪个国家，人家的足球普及程度啥啥的。现在村超不真是朝着这个方向发展吗不是说有多专业，起码可以让更多的人认识足球，体会到足球带来的快乐与纯粹，怎么现在又开始出来唱反调了,青训 球迷 中国 足球 不争气 环境 国家 足球 普及 程度 方向 专业 起码 足球 体会 足球,1,0
你搞错了一个问题。他们的专业不是想把足球搞好。而是想吃独食。,专业 足球,1,0
这个村超撕破了足球的遮羞布，就是没群众基础。就光这么一个地方，就有这么多热爱足球人，放全国来说足球群众基础一点也不少，就是某些人把持着整个足协，想垄断。,足球 群众 基础 地方 足球 全国 足球 群众 基础,1,0
足球就是一项人人都能参与的运动，让足球运动更加纯粹就是对足球的敬畏。,足球 足球运动 足球 敬畏,1,0
这么说吧，我以前就没关注过足球，从村超开始，我开始关注了,足球,1,0
给真正喜欢足球的人留一方净土吧,足球 净土,1,0
错啦 因为他们从来就没想着为足球发展，他们一直看中的是自己的蛋糕,足球 蛋糕,1,0
欧洲为什么足球鼎盛，1是人家足球文化如此，2是人家遍地足球场，也就是遍地的村超。,欧洲 足球 足球 文化 足球场,1,0
中国足球其实怎么瞎搞都没事，水平低也没问题，但是涉及到操纵比赛就完了，性质就变了，后来还有赌球参与，直接从游戏变成骗局，这是中国足球为啥越来越烂的根本原因。,中国 足球 水平 性质 赌球 游戏 骗局 中国 足球 根本原因,1,0
对足球本身是好事，但是对某些人就不一定了有些人要靠足球赚钱的,足球 好事 足球,1,0
理论上 当神州遍地都是村超的时候 也就是中国足球翻身之时,理论 神州 中国 足球,1,0
足球和荣誉挂钩就出现了世界杯，足球和资本挂钩就出现了中国足球，足球和热爱挂钩就出现了村超，所有足球运动员开始踢足球都是因为热爱，都是从一个个村超开始的，有的人走上了追逐荣耀的道路，有的人走上了妥协资本的道路,足球 荣誉 世界杯 足球 资本 中国 足球 足球 足球 运动员 踢足球 荣耀 道路 资本 道路,1,0
呵呵，影响中国足球发展几十年了，看到的是足球变成贵族运动，国足薛定谔式的水平，成绩每况愈下，丑闻层出不穷，发展了什么村超出现，让阴霾密布的中国足球总算见到一缕阳光。,中国 足球 足球 贵族 薛定谔 水平 成绩 丑闻 阴霾 中国 足球 总算 阳光,1,0
足球就是一体育运动，你和跑步骑自行车一样。把这种运动提升到什么足球行业巴拉巴拉的，那只能是你脑子有点大病，谁告诉你踢球一定要专业的你天天路上开车，也没见你去考个国际汽联，驾照啊。公园下棋的大爷，你要给人去评段位啊如果体育运动或者赛事没有普通人喜欢和支持那也就别办了，国内有的联赛直播的时候那看台人都没有，这就是你想要的专业足球啊,足球 体育运动 跑步 自行车 足球 行业 巴拉巴 脑子 大病 踢球 专业 国际汽联 公园 大爷 段位 体育运动 赛事 普通人 专业 足球,1,0
2002年世界杯后没再看过足球,世界杯 足球,1,0
那足球就有救了,足球,1,0
对足球的敬畏就是不准踢,足球 敬畏,1,0
说的那些网友都是友军啊，在嘲讽中国足球的还认真了,网友 友军 中国 足球,1,0
中国足球需要敬畏么,中国 足球 敬畏,1,0
村超挺好的，但对中国足球的水平，基本上没有意义。,中国 足球 水平 意义,1,0
我不是针对，只是对这种形式有质疑。第一，这种规模的群众行为一定不是完全自发的，其背后必然有政府的支持，尤其是有几万现场观众。在组织层面，没有审批是搞不了这种形式的活动的，因此不存在纯民间。其次，这个事的热度还要再观察，当地老百姓之前对足球的兴趣有多大，是去看个热闹还是会形成传统，亦或者换了领导班子还会不会延续这种活动，目前都是未知数。第三，举办比赛也好，转播也好都是需要资金的，球员们可以为爱发电，但是幕后有些人并不会，推广和推动的初心可能是好的，但是会不会有人借此想谋求些什么，目前不好说，一旦出了坏胚子，这种活动自然就会从内部瓦解。第三这种形式的比赛在全国各个城市以不同的形式都在举办，媒体此次找到了这个突破口必以有所图。第四，出于热爱的踢球是纯粹的足球，但是也确实不能对中国足球的发展有多大促进作用。足球是个专业性的综合运动，青少年足球也不是靠热爱就能发展起来的。中国队球员就算再差，但是在中国范围内也是足球领域最专业的人士。那些上来就瞧不起中国队队员的你们和职业队员踢踢球就明白了。因此中国足球真正的普及和发展还是要靠这些人。最后我想说，这个活动本来挺好，但是要防止别有用心的人带偏节奏，煽风点火，就定性为当地群众自发的强身健体的体育活动就挺好，不要上升高度，也要限制广度。让它在良好的环境中慢慢成长，不要过早定性。过个三年五载再看结果。,形式 规模 群众行为 政府 现场 观众 层面 形式 民间 热度 老百姓 足球 兴趣 传统 领导班子 资金 球员 初心 胚子 形式 全国 城市 形式 媒体 突破口 踢球 足球 中国 足球 促进作用 足球 专业性 青少年 足球 中国队 球员 中国 足球 领域 专业 人士 中国队 队员 职业 队员 踢踢球 明白 中国 足球 普及 人带 节奏 定性 群众 高度 广度 环境 定性,1,0
说实在我不是正儿八经的球迷，但是转到体育台有播足球的、篮球的赛事我都会停留看一会，足球上唯有这一次 贵州村超 能让我燃起看中国足球的兴趣。贵州村超好样的。,正儿八经 球迷 体育台 足球 篮球 赛事 足球 贵州 中国 足球 兴趣 贵州,1,0
哪怕参与村超运动的人当中一万个人里只有一个会真正的喜欢上足球，那他们都将会是未来中国足球的希望，14亿人的体量也足矣撼动亚洲，星星之火，可以燎原。,足球 中国 足球 体量 亚洲 燎原,1,0
咋说呢，原来和足球八竿子打不着关系的人，我，现在，有点感兴趣了真的,足球 关系 感兴趣,1,0
所以，我觉得这，对祖国的足球事业，影响还是有的,祖国 足球 事业,1,0
足球还要敬畏 笑死了,足球 敬畏,1,0
那如果孩子看了村超对足球有兴趣，请问还是送去足球俱乐部的青训吗。但是不是被骂的很惨吗。这不是无解了嘛。,孩子 足球 兴趣 足球 俱乐部 青训,1,0
英格兰社区足球的中国版,英格兰 社区 足球 中国,1,0
元宝足球也不错,元宝 足球,1,0
中国足球成绩上来了对谁不利,中国 足球 成绩,1,0
我懂足球么我不懂我只要喜欢，愿意看就好啦,足球,1,0
希望中国足球慢慢的开始崛起，走向世界,中国 足球 走向世界,1,0
