评论ID,评论文本,翻译-评论文本,fenci,sentiment
@pajzibntabvwj6167,This is probably the cutest food setting I've seen,这可能是我见过的最可爱的食物环境,可爱 食物 环境,正面
@danncl,"Eres increíble  eres una maestra en todo lo que haces, se nota el amor y dedicación. Eres un ejemplo a seguir.",您很棒，您是您所做的一切，爱情和奉献节目的老师。您是榜样。,很棒 爱情 奉献 节目 老师 榜样,正面
@trangbabyc8071,Thật sự là một bữa tiệc tuyệt đẹp. Nhìn và không nỡ ăn nó mất. Cảm ơn vì đã tạo ra những thước phim đẹp như vậy.,确实是一个美丽的聚会。看，不能吃。感谢您创建如此美丽的镜头。,确实 聚会 创建 镜头,正面
@lilimoreno2792,"Realmente hermoso y creativo. Se ve delicioso.  Me encantan las combinaciones de los ingredientes. Y la recreación de la mesa es preciosa, con muchos detalles. Un gran y bello trabajo que hincha el corazón  . Un saludo desde España",真的很漂亮，有创造力。看起来很好吃。我喜欢成分的组合。桌子的娱乐很美，有很多细节。一件伟大而美丽的作品，肿胀的心脏。西班牙的问候,很漂亮 好吃 喜欢 成分 组合 桌子 细节 作品 肿胀 心脏 问候,正面
@DaoDailyFarm156,"Your videos are great, I really like it, I hope you can make more videos",您的视频很棒，我真的很喜欢，希望您可以制作更多视频,视频 很棒 喜欢 希望 视频,正面
@tranthihuong-vx,never get bored of your videos.  Thank you for sharing!,永远不要对您的视频感到无聊。感谢你的分享！,视频 感到 无聊 感谢 分享,正面
@gaylebobino511,"Good morning Apenji from the United States. The water is so clean and clear, the sea moss is such a pretty green color. Laifu is such a good swimmer now️️️️Dawang is enjoying the water.️️️Wow! I ️how you set up the Feast Moss, you’re awesome Apenji️️Grandpa is enjoying the cake, it look so delicious, I ️how the family come together and enjoy a great meal.️️",来自美国的早上好。水是如此干净，清澈，海苔是如此绿色。现在是一个很好的游泳者，佐该田多王正在享受水。州沃克哇！我如何建立盛宴的苔藓，你真棒的️正在享受蛋糕，看起来很美味，我是如何一起享用一顿美食。,干净 清澈 海苔 绿色 很好 享受 建立 盛宴 苔藓 真棒 享受 蛋糕 享用 美食,正面
@thitashine5097,Jernih banget airnya,非常清晰的水,清晰,正面
@tomnipper7231,แม่น้ำโขงสิบสองปันนาใสสะอาดจังค่ะ,湄公河，十二，潘纳是如此清晰。,清晰,正面
@blessedbeauty2293,"- Never knew you could eat moss. Thanks for sharing
 Love from The USA 🇺🇸",- 永远不知道你可以吃苔藓。感谢分享来自美国的爱,苔藓 感谢 分享,正面
@vidapdl6854,The food you prepared looks delicious!  Awesome presentation!  Watching from Canada!  🇨🇦,您准备的食物看起来很美味！很棒的演示！从加拿大看！🇨🇦,食物 很棒 演示,正面
@MeyTaste,Very impressive and i learned lots from your video the connection with nature and way of conservative our green village...greetings from Cambodia,非常令人印象深刻，我从您的视频中学到了很多与我们的绿色村庄的自然和保守方式的联系.柬埔寨的问候,印象 视频 中学 绿色 村庄 保守 方式 问候,正面
@user-dn5yk3cg8y,"이 컨텐츠를 보는
것을좋아해요!
가족과함께 정겹게
식사하는 . 모습이
너무좋아요!",看到这个内容我喜欢一些东西！和一个家人吃。看超好的！,内容 喜欢 家人 超好,正面
@user-if2lx8rh1e,"Я не перестаю удивляться вам, такая мастерица.",我不会不停地对你感到惊讶，这样的工匠。,感到 惊讶 工匠,正面
@shubhangidharadhar5908,"Looking Penji while she is cooking as well as the way she decorating the dishes is very soothing, I am a big fan of her, God bless her with good health and prosperity  ️",佩吉在做饭时以及她装饰菜肴的方式都非常舒缓，我是她的忠实粉丝,做饭 装饰 菜肴 方式 舒缓 忠实 粉丝,正面
@gunggunglu2424,结合春天的气息，做菜也创意无限！盆姐真是个宝贝！️,结合春天的气息，做菜也创意无限！盆姐真是个宝贝！️,气息 做菜 创意 无限 盆姐,正面
@fionaphuong2622,"amazing, this is one of your best vid, aldo one of the best among those cooking channel on youtube. well done girl",令人惊讶的是，这是您最好的视频之一，也是上烹饪频道中最好的视频之一。做得好的女孩,惊讶 视频 烹饪 频道 视频 做得好 女孩,正面
@skeletrix_,"""I stayed up til 4 in the morning!""
Spoken like a true foodie  I'm glad all of your efforts were so appreciated! Your artistry on these dishes was absolutely next level!",“我熬夜直到4早上！”像真正的美食家一样说话，我很高兴您的所有努力都非常感谢！您在这些菜肴上的艺术性绝对是下一个水平！,熬夜 美食家 说话 努力 菜肴 艺术性 水平,正面
@bieassialaw6832,That was just as soothing as her mushroom picking ️,那就像她的蘑菇挑选,蘑菇 挑选,正面
@yusidwilestari7005,Air nya jernih bersih,水很干净,干净,正面
@boneybaby4416,Any Kerala guys here,任何喀拉邦的家伙,家伙,正面
@hanifalthof4147,Sungainyanya bersih gak tercemar...enak2 aja makan lumut sungai,这条河很干净，没有污染.只吃美味的河苔藓,干净 苔藓,正面
@puspitaroy-od7rf,Beautiful video,美丽的视频,视频,正面
@siahayaalex4751,Penataan tiap masakan keren dng tambahan lumut pasti lezat,每种凉爽美食和补充苔藓的美食绝对美味,凉爽 美食 补充 苔藓 美食,正面
@merveaglc9948,You are talend  and doing your job passionately. I enjoy watching you . Hello from Türkiye 🇹🇷,您正在热情地完成工作。我喜欢看你。来自ü的您好🇹🇷,热情 喜欢,正面
@2Girls2024,菜肴具有受自然启发的艺术风格，给观众带来温暖与平静的感觉,菜肴具有受自然启发的艺术风格，给观众带来温暖与平静的感觉,菜肴 启发 艺术风格 观众 带来 温暖 平静 感觉,正面
@donnalka8334,"Еда - произведение искусства. Вы - волшебница. Так красиво, эстетично и, видимо, очень вкусно. Здоровья вам и вашей семье. С интересом смотрю ваши видео из России. Спасибо.",食物是一件艺术品。你是巫术。如此美丽，美学，显然非常美味。对您和您的家人健康。我感兴趣地看俄罗斯的视频。谢。,食物 艺术品 巫术 美学 家人 健康 感兴趣 视频,正面
@kuraumaki2813,The dog has gone older now so awesome to see they still together and the food absolutely beautiful,那只狗已经长大了，现在很棒，以至于看到它们仍然在一起，食物绝对美丽,很棒 食物,正面
@morgansdoor,"This lady is multi talented
She creates so many things 
so beautifully",这位女士是多才多艺的她创造了很多东西如此美丽,女士 创造,正面
@empress8411,"Dwang is really out there, just living his best life.",确实在那里，只是过着他最好的生活。,确实,正面
@liyahuang6399,也太厲害，很有創意,也太厉害，很有创意,厉害 创意,正面
@MieSieng,I love your content,我爱你的内容,内容,正面
@raraevans9689,Glad to see grand father eating. Also see the dogs. Thank you for sharing.,很高兴看到大父亲吃。还看到狗。感谢你的分享。,父亲 感谢 分享,正面
@LoveJunZhe,水好清，人好美，饭菜是艺术品，小哥太棒了,水好清，人好美，饭菜是艺术品，小哥太棒了,饭菜 艺术品 小哥,正面
@Larareceitas,Isso é incrível trabalho lindo maravilhoso parabéns,这真是令人惊叹的美丽作品，很棒的祝贺,作品 很棒,正面
@arni.fy.14,"aku dari Indonesia 🇮🇩
selalu nonton video kamu,kapan kapan main ke Indonesia 🇮🇩🇮🇩🇮🇩",我来自印度尼西亚🇮🇩在玩印度尼西亚时，请始终观看您的视频,观看 视频,正面
@HaiCamping,The scenery is truly peaceful,风景真的很宁静,风景,正面
@user-ul6zx8np2w,太美了，好吃又漂亮，太太太厲害了啦！,太美了，好吃又漂亮，太厉害了啦！,太美 好吃 漂亮 厉害,正面
@andreahathaway3730,The family is  very lucky to have 1 chef cook at home living like in a paradise place ..they are so blessed,一家人很幸运能像天堂一样在家中有1个厨师。他们是如此幸运,一家人 幸运 天堂 厨师 幸运,正面
@rolindabrown5629,Surrounded by beauty. Love the remodeling done on the house.,被美丽所包围。喜欢在房子上进行的改建。,包围 喜欢 房子 改建,正面
@user-yw9cs3pr2z,На все руки мастерица.  Хорошая девушка.,在所有手中，一个手工艺人。好女孩。,手工艺 女孩,正面
@mariesobrejuanite4587,I've been waiting for this. Greetings from the Philippines!,我一直在等待这个。来自菲律宾的问候！,等待 问候,正面
@Confamilymoment,your videos are amazing. worth learning from you,您的视频很棒。值得向您学习,视频 很棒 值得 学习,正面
@NethmiKaushalya-em1oj,I'm from Sri Lanka 🇱🇰 I watch  your videos every day from a  Sri Lankan Tv media Channel,我来自斯里兰卡🇱🇰我每天都从斯里兰卡电视媒体频道观看您的视频,电视 媒体 频道 观看 视频,正面
@milanaumarova65,"Через экран даже передаётся, этот семейный уют, все по семейному, дружные, как и должна быть в общем семья.",在屏幕上，这个家庭的舒适感甚至在家庭中友好，因为家庭应该是一般的。,屏幕 家庭 家庭 友好 家庭,正面
@seokpinggan6642,好溫馨的畫面。祝福你們平安喜樂家族團圓圍爐活動！,好温馨的画面。祝福你们平安喜乐家族团圆围炉活动！,画面 平安 团圆 围炉,正面
@madhurya333,This is incredible. Just like a fancy gourmet restaurant with a whole concept.,这难以置信。就像一家带有整个概念的精美食餐厅一样。,带有 概念 精美 餐厅,正面
@user-wi7mi7ud5z,สวยงามน่าทานมากค่ะ,很漂亮,很漂亮,正面
@kusumanjalim2821,The best episode of yours . The creativity is at its best,你最好的情节。创造力是最好的,情节 创造力,正面
@LolaMarigold,Your forest feast is extraordinary! Dianxi you need to write a cookbook!! How beautiful it would be.,您的森林盛宴非常非凡！，您需要写一本食谱！它会多么美丽。,森林 盛宴 食谱,正面
@Tienmg1999,This girl should be awarded with her excellent creativity and cooking skils,这个女孩应该以她出色的创造力和烹饪技巧授予,女孩 出色 创造力 烹饪 技巧 授予,正面
@dewi9235,"You are so creative,  all peases are arts. It's wonderfull",您是如此有创造力，所有作品都是艺术。太好了,作品 艺术,正面
