评论用户id,评论id,分词,分词-英文
5622774468,5077840322364870,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
1867129521,5077817844828630,网数 赋能,Network number empowerment
1867118251,5077112556096370,算网 数智 赋能,Calculate
1867129521,5077093004346070,算网 数智 赋能,Calculate
6508611949,5076988568536190,行业 模型,Industry model
1867122181,5076973334302060,人工智能 时代,Era of artificial intelligence
1867116643,5076778385411600,赋能 百业,Empower
1900939155,5076749501860830,人工智能,AI
1867114293,5076748442013390,科技 创新 赋能 百业 拥抱 智能 时代,Scientific and technological innovation empowers Baiye to embrace the intelligent era
7757514531,5080079398865460,智能 引擎,Smart engine
1867106087,5077438919609620,算网 数智 赋能,Calculate
6159951814,5077156478322940,人工智能,AI
6323677963,5077010232117730,厉害,sharp
7453764933,5076806841932110,数智,Wisdom
6197295545,5076800514300860,诞生,Be born
7907245993,5076787098554630,科技 创新,Scientific and technological innovation
2320154377,5076747823090910,产业 引擎,Industrial engine
7760800570,5076747397891140,数智 赋能,Digital wisdom empowerment
7901237656,5076732455422250,智网 时代,Zhiwang era
7833207687,5076729468817470,宽带,broadband
7823903226,5077370382061520,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
2501220975,5077081929023540,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎 微博 视频,Artificial Intelligence Model Age Accelerating Jingyingshi Technology Innovation Empower Emis Embrace the Intelligent Age Journey to Industry Model Industry Intelligent Engine Weibo Video
5828439324,5076777810791820,模型 时代,Model
1488442053,5076749937020570,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
6395224322,5077552186003050,时间 姐姐,Time sister
1946624840,5076668790608240,骗子 开心 业绩 提升,The scammers are happy with performance improvement
7448267960,5077779332990100,骗子 鉴定 完毕,The scammers are complete
7621074257,5076711112968620,迈向 通用 人工智能 坚实,Towards GM artificial intelligence and solid
6238401720,5076711068666330,科学家 团队 提出 架构 迈向 通用 人工智能,The team of scientists proposed to architect
7880701558,5077157875025570,技术 技术 人类 深远 借助 技术 人类 纪元,Technical and technical human beings profoundly rely on technology human era
7543274206,5076710976129940,肯定,affim
2214129333,5076710799704460,期待 创新 成果,Looking forward to the results of innovation
7448267960,5077778770169630,抄袭 概念 走路 想着 孩子 骗钱 分点 概念 完善 概念 理论,"The concept of plagiarism is to walk, thinking that the child cheats the money, the concept of perfect concept theory"
7368300610,5076710897221870,通用 厉害,GM
7021036577,5076955327629700,盗窃 私隐 亡国,Theft of privacy
7359228354,5081041706682570,虚拟 试穿 域名,Virtual trial domain name
7948081950,5076811142925970,试过 文字 衣服 不行 文字 变形 单色 简单 纹理 不错,"I have tried text clothes, but the text is not good, the simple texture is good, the texture is good"
1136793703,5077846610150610,黄色 生产力,Yellow productive force
1704336931,5076809080641120,总收入 支付 创作者 比例 创作者 热情 疯狂 粉丝 引流 平台,Total income payment creator proportion creator enthusiastic crazy fan drainage platform
5712654599,5076793389748790,色色 生产力,Color productive forces
6199166545,5076968148307650,能力 惊人,Amazing
2773899685,5077093620648160,利润,profit
2623656717,5076847173305420,利润,profit
7886106869,5077849642375560,公司,company
7489248714,5077848380150900,人性 力量,Humanity
7670620447,5076796854243070,没人 评论,No one commented
5766891209,5076804637560970,侠哥 回来 小号 回来,Brother Xia is back to the trumpet back
7852885945,5077041215704330,高校 学者 认可 科技成就 屁股 脑袋 屁股 位置 学术前沿 表现形式 文章 拿到 课题 财富 方式 实业界 算是 土人 成果 看不起 土鳖 文章 真理,College scholars recognize science and technology to achieve the buttocks and butt position academic frontier expression. Articles get the subject wealth method.
7804853499,5076691419137400,角度 人工智能 翻译 软件,An artificial intelligence translation software
7913532980,5076814189299040,翻译 通义 水平 创新,Translation Tongyi level innovation
7705452475,5076742723080910,全文,full text
7418064414,5076353512377250,取代 技术 取代 哲学,Replace technology replace philosophy
7804535899,5076354116879270,技术人员 回答 哲学 图书馆 翻到 好像 机构 讨论 相关 哲学 热度 严肃 讨论,The technicians answered the philosophy library to seem to discuss the relevant philosophy of the institution and discuss serious discussions
7596582584,5076357770379820,人工智能 取代 灵气 机器 带电,Artificial intelligence replaces the aura machine with charging
1429913832,5076353678578550,专家学者 不屑于 网红 学部委员 专业 著作 论述 人工智能 神话 悲歌,Experts and scholars are disdainful of members of the Internet Red Academic Ministry of Professional Works Discussing Artificial Intelligence Myth Sad Songs
1897995605,5076353841889480,工具 思想 估计 角度 思考 造物主,Tool thought estimation angle thinks the creator
7933620856,5076454389581050,时代 精英 资源分配 导致 社会 落差 时代 建立 生产者 价值 取代 比例 价值 秩序 重塑 价值 利用 失价 人群 制造 混乱 神仙 在意,Time Elite Resources Distribution has led to the establishment of producer value replacement proportional value order to reshape the value of the era of social gap.
7309292342,5076353488257550,取代 家政 机器人 温柔体贴 陪伴 人类 结婚 繁衍 人类 消亡 过程 取代,"Replace the gentle and considerate of housekeeping robots, accompanies humans to get married and reproduce human demise process replacement"
1423943622,5076356528606830,哲学思想 跟不上 科技 速度,Philosophy and thought cannot keep up with the speed of science and technology
1769103037,5076806887018190,专业 哲学 假们 空谈 空想 走进 取代 技术 取代 哲学,Professional philosophy fakes talk empty and want to walk into the replacement technology to replace philosophy
5331494686,5076616841531500,简单 人工智能 全球 大脑 机器 社会 方向 前行 形态 生成 人类 人工智能 供养 机器 智能 统治 鄙视 辗压 引爆 机器 社会 战争 人类 精英 机器 社会 自毁 密码 人类 付出 伤亡 代价 重返 人工智能 时代 乐观 悲观,"Simple artificial intelligence Global Brain Machine Social direction Formation Formation Formation of human artificial intelligence support machine Intelligent rule Site contempt and explode the machine Social War Human elite machine Self -destruction password Humans pay the cost of casualties to return to the era of artificial intelligence, optimistic and pessimistic"
5616956605,5076382570253430,足够 阅读 足够 搜索引擎 距离 思考 遥远 工程技术 场景 实际意义 翻天 人工智能 维护 科技 霸权 制造 科技 幻想 科技 金融 制造 财富 效应,"Enough reading is enough search engine to think about the practical significance of distant engineering technology scenes, practical significance of artificial intelligence, technology hegemony, manufacturing technology, technology finance, wealth effect"
2801995002,5076363973758990,大脑 世界 物质 意识 中心 人类 制造 大脑 意味着 物质 躯壳 死亡 意识 延续 得以 造物主 上帝 世界 展现 场景 关键 能力,The Brain World Material consciousness center Human manufacturing brain means that the consciousness of the body's shell is continuing to be able to show the critical ability of the Creator God World
3729151540,5076621704563110,人工智能 类似 鞭炮 作坊,Artificial intelligence similar to firecrackers workshop
6664589970,5076490427303620,人工智能 程序 智能 人类 只能 框架 不规则 推演 记忆 容量 计算速度 推演 规则 细节 超越 理解 下棋 人类 灵感 提炼 想法 规则 推演 发明 规则 推演 程序 智能 按钮,"Artificial intelligence program Intelligent Humans can only irregularly deduct memory capacity Calculation, deducting rules Details, detailed details, beyond understanding, chess mankind inspiration refinement ideas, invention rules, the smart buttons"
6152812835,5076470215740090,古人 探讨 机关 哲学,The ancients explore the philosophy of the organs
7722317267,5076465659417500,幸运 人类 妈妈 糟糕 消灭 人类,Lucky human mother is bad to destroy humans
2658608132,5076455501859400,人工智能 超过 人类 人类 跨进,Artificial intelligence exceeds humans and human beings
7758445944,5076447058987150,哲学 回答 简单 讨论 空间,Philosophy answering simple discussion space
7504539100,5076428280042770,单位 哲学 科学家 科学 哲学 指引 指望 哲学家 解释 世界,Unit philosopher scientist scientific philosophy guidance expects philosophers to explain the world
7309727523,5076426678866200,人工智能 取代 人工 共产主义 物质 应对 人口老龄化 少子 少子 有望 得以 解决 历史,"Artificial intelligence replaces artificial communist substances to respond to the aging of the population aging young son, and it is expected to resolve history"
1763600052,5076415688738560,人工智能 人类 关系 导演 挺好 电影,Artificial Intelligence Human Relations Director is a good movie
