评论,fenci,情感分类,主题概率,主题类型
系统初始将160的硬盘分成了2个区，盘竟然要80多，不方便使用，后来重新分区，使用一个外置光驱，安装了 专业版，还好附赠的光盘中有驱动程序，安装还算顺利。,系统 初始 硬盘 分成 个区 方便使用 分区 外置 光驱 安装 专业版 还好 附赠 光盘 驱动程序 安装 顺利,neg,"[(2, 0.39431366), (5, 0.56583464)]",5
美国卖的都是带的，国内版本增加了200元。内胆包要是有个放电源适配器的就好了。,美国 国内 版本 增加 内胆 有个 电源适配器,neg,"[(0, 0.6552601), (1, 0.018006887), (2, 0.017979499), (3, 0.017874392), (4, 0.25497004), (5, 0.017877143), (6, 0.018031942)]",0
屏幕小点 14的平看起来  不是很舒服不过要是太大 拿着不方便 特别是出差  背着回家 3小时的火车 然后倒车回到家 感觉有点重 可能长时间不锻炼的原因，去惠普官网没找到怎么注册升级为两年质保,屏幕 小点 舒服 特别 出差 背着 回家 小时 火车 倒车 回到 感觉 长时间 锻炼 原因 惠普 官网 找到 注册 升级 两年 质保,neg,"[(5, 0.9625437)]",5
本本比较厚。10重多了啊。触摸板下的键好硬。服务不好！客服电话超难打，问是否有内胆包，说没有。送来的实际有的。害我白买一个包，不能部分退货。还好红色包很漂亮，就算了。。,本本 重多 触摸板 服务 不好 客服 电话 超难 内胆 送来 一个包 退货 还好 红色 很漂亮,neg,"[(1, 0.94612586)]",1
重量偏重，屏幕边框太宽。键盘没有大小写指示灯，比较麻烦。原装的那个自启动的“蓝牙控制盘”如果保留的话，可在屏幕显示大小写状态。但如果将它从自动启动项删除，即不随机启动的话，就不知道怎么区分大小写了。,重量 偏重 屏幕 边框 键盘 大小写 指示灯 麻烦 原装 自启动 蓝牙 控制 保留 屏幕显示 大小写 状态 自动 启动项 删除 随机 启动 区分 大小写,neg,"[(2, 0.1565225), (6, 0.8136112)]",6
1024*600的屏许多程序用着都别扭。机器有点重，玩游戏速度还是差点。,程序 别扭 机器 玩游戏 速度 差点,neg,"[(0, 0.020710403), (1, 0.8767201), (2, 0.020642987), (3, 0.020446213), (4, 0.020513862), (5, 0.020510726), (6, 0.020455742)]",1
1.硬盘速度太慢,硬盘 速度 太慢,neg,"[(0, 0.03579292), (1, 0.0359965), (2, 0.035904475), (3, 0.035898488), (4, 0.035824783), (5, 0.035772126), (6, 0.7848107)]",6
1.小本本速度一般，特别是硬盘。,本本 速度 特别 硬盘,neg,"[(0, 0.028628316), (1, 0.5115675), (2, 0.345271), (3, 0.028648386), (4, 0.028618881), (5, 0.028615922), (6, 0.028650032)]",1
键盘有点软，好像使劲点就要按掉一样，时间不是9小时，很多人都说过了！速度一般,键盘 好像 使劲 时间 小时 速度,neg,"[(0, 0.8768368), (1, 0.020549595), (2, 0.020516086), (3, 0.020515073), (4, 0.020510584), (5, 0.020550335), (6, 0.020521536)]",0
电池似乎远没有8小时那么久，巧克力键盘也有一点不太习惯，感觉很单薄。,电池 小时 巧克力 键盘 一点 习惯 感觉 单薄,neg,"[(0, 0.015938528), (1, 0.015935669), (2, 0.015925324), (3, 0.015913334), (4, 0.01596987), (5, 0.015928673), (6, 0.90438855)]",6
屏幕的显示效果有待提高，10寸还是小了，不是那种很抢人眼球的感觉。,屏幕 显示 效果 有待 提高 那种 眼球 感觉,neg,"[(0, 0.015929485), (1, 0.015912078), (2, 0.015925415), (3, 0.14458244), (4, 0.015932549), (5, 0.7757925), (6, 0.015925568)]",5
反应还是有点慢，可能上网本就这样吧，下单时的要求，京东估计根本就没看，服务有待提高。,上网 下单 京东 估计 没看 服务 有待 提高,neg,"[(0, 0.31655657), (1, 0.015935013), (2, 0.015923748), (3, 0.27893782), (4, 0.015911918), (5, 0.34078038), (6, 0.015954603)]",5
本来网上已经显示到亚运村了，可以自提了，可是我去了，居然还没到。等了一个多小时货车才来。,本来 网上 显示 亚运村 没到 一个多 小时 货车,neg,"[(0, 0.2798115), (1, 0.64035475), (2, 0.015968373), (3, 0.01593077), (4, 0.015922839), (5, 0.016036972), (6, 0.015974782)]",1
电源适配器 时间长容易烫 反映速度较慢  电池充满并不是介绍中的9小时，而是7个多小时,电源适配器 时间 速度 较慢 电池 充满 介绍 小时 小时,neg,"[(0, 0.914006), (1, 0.014335008), (2, 0.014309583), (3, 0.014342027), (4, 0.014335699), (5, 0.014348636), (6, 0.014323106)]",0
底座比较热，不过独立显卡的能理解。打算加个散热底座。,底座 独立 显卡 理解 打算 散热 底座,neg,"[(0, 0.018036872), (1, 0.8923075), (2, 0.017955933), (3, 0.017879585), (4, 0.017957697), (5, 0.017922163), (6, 0.017940216)]",1
比上次买的 10重不少。有点厚，不过都是为了电池，欲与熊掌不可兼得,上次 电池 熊掌 兼得,neg,"[(0, 0.02871217), (1, 0.02862409), (2, 0.8281192), (3, 0.028632035), (4, 0.028644871), (5, 0.028634638), (6, 0.028633017)]",2
声音较轻，触摸板太灵敏，易误操作。,声音 触摸板 灵敏 误操作,neg,"[(0, 0.028665854), (1, 0.028641073), (2, 0.028669719), (3, 0.028609183), (4, 0.028693153), (5, 0.8280291), (6, 0.02869188)]",5
鼠标不好用，很紧，而且是金属材质；,鼠标 不好 金属 材质,neg,"[(0, 0.0287339), (1, 0.35150838), (2, 0.5051078), (3, 0.02859298), (4, 0.028704954), (5, 0.028661469), (6, 0.028690487)]",2
屏的显示效果好象不大好，不知道是才拿到不会调还是其它问题，内存是2 667的插在内存槽里的，要加内存的朋友要注意,显示 效果 不大好 拿到 内存 内存 要加 内存 朋友,neg,"[(0, 0.01432382), (1, 0.014331549), (2, 0.014369085), (3, 0.014310897), (4, 0.014305402), (5, 0.91403264), (6, 0.014326544)]",5
新机器刚开机时死了一回机，后来运行均正常。摄像效果一般，尤其是在没有灯光的晚上一片黑。可能还不是很习惯华硕的这种触摸板，感觉有点硬。,机器 开机 一回 运行 摄像 效果 灯光 晚上 习惯 华硕 触摸板 感觉,neg,"[(0, 0.011053361), (1, 0.9336529), (2, 0.011041285), (3, 0.011032333), (4, 0.011063496), (5, 0.011087228), (6, 0.011069424)]",1
"1.太厚了，不知道什么时候可以做到和101一样的轻薄,但价格别那么贵",轻薄 价格,neg,"[(0, 0.04805625), (1, 0.7126345), (2, 0.04784913), (3, 0.047863983), (4, 0.047895927), (5, 0.04796631), (6, 0.047733966)]",1
14寸宽屏确实感觉小了点，可视面积太小。漆面有1、2个突起的小疙瘩。风扇声音还算可以忍受。用起来不是很习惯，拿回来必须重装  盘分了200,确实 感觉 可视 面积 太小 漆面 突起 疙瘩 风扇 声音 忍受 习惯 回来 重装 盘分,neg,"[(4, 0.9461615)]",4
比起853，少了、摄像头、钢琴漆键盘；硬盘也偏小（160）。,摄像头 钢琴漆 键盘 硬盘,neg,"[(0, 0.028647471), (1, 0.028615506), (2, 0.8282165), (3, 0.028624425), (4, 0.028593544), (5, 0.028618664), (6, 0.028683847)]",2
事物比照片丑多了，家里有台灰色的，本来以为一样，结果收到是黑色的,事物 照片 家里 灰色 本来 收到 黑色,neg,"[(0, 0.017891701), (1, 0.017884267), (2, 0.89241695), (3, 0.017883448), (4, 0.017884934), (5, 0.018127212), (6, 0.017911445)]",2
电池很差，只能用一个半小时，内存还是要加，摄像头很不好，无线网卡驱动也找了很久,电池 只能 一个半 小时 内存 要加 摄像头 不好 无线 网卡 驱动 很久,neg,"[(0, 0.37907434), (1, 0.011058155), (2, 0.5657126), (3, 0.01104472), (4, 0.011010975), (5, 0.011041347), (6, 0.011057852)]",2
不带驱动，而且在网上很难找到，鼠标触摸屏驱动找不到，要正常使用只能用系统。挺麻烦的。,驱动 网上 找到 鼠标 触摸屏 驱动 不到 只能 系统 麻烦,neg,"[(0, 0.01302081), (1, 0.013031003), (2, 0.013051086), (3, 0.013005961), (4, 0.013014174), (5, 0.013013418), (6, 0.9218636)]",6
多出镜面处理，也就成了指纹收集器，预装花哨无用的软件太多，浪费资源，拖累速度，这个价位的本子不送包不送鼠标，就一个最简配说不过去,多出 镜面 指纹 收集器 预装 花哨 无用 软件 浪费资源 拖累 速度 价位 本子 不送 包不送 鼠标 简配 说不过去,neg,"[(1, 0.9547512)]",1
价钱稍贵，配置在同等价位机器中偏低，当然这个牌子放在那呢！富士通啊！,价钱 配置 同等 价位 机器 偏低 牌子 放在 富士通,neg,"[(0, 0.014317007), (1, 0.91402644), (2, 0.014317759), (3, 0.014321974), (4, 0.0143289855), (5, 0.014332134), (6, 0.014355703)]",1
确实较慢，开机需要较长时间，建议将启动项尽量减少，续航能力较差，电池只能维持2小时30分左右。,确实 较慢 开机 较长时间 建议 启动项 尽量减少 续航 能力 较差 电池 只能 小时,neg,"[(0, 0.93850285), (1, 0.010229126), (2, 0.010329727), (3, 0.01022632), (4, 0.010239105), (5, 0.010236668), (6, 0.010236237)]",0
电池续航能力标称4小时，实际大概2至3小时。机器有时反应迟钝，同时进行多个任务时更明显。机器身上的标志为灰色 ， 而不是白色标志，说明只能实现基本功能。,电池 续航 能力 标称 小时 小时 机器 反应迟钝 多个 机器 身上 标志 灰色 白色 标志 只能 基本功能,neg,"[(0, 0.952254)]",0
价格还是高了点，上网本的配置办公还可以，娱乐性能就差一些了，作为用了超低功耗的 平台，电池持久力有待加强,价格 上网 配置 办公 娱乐 性能 低功耗 平台 电池 持久力 有待,neg,"[(0, 0.011951638), (1, 0.01193905), (2, 0.011965146), (3, 0.011934738), (4, 0.01194914), (5, 0.9282969), (6, 0.0119633665)]",5
"散热口很烫,可以加热水杯,也许的就这个德性,重装系统很麻烦",散热 加热 水杯 也许 德性 重装系统 麻烦,neg,"[(0, 0.8924847), (1, 0.017922949), (2, 0.017965298), (3, 0.017916523), (4, 0.017896982), (5, 0.017892899), (6, 0.017920604)]",0
"但是没有分区。而且电脑上贴的是标志，装的是系统。从电脑上查，显卡是集成的 3400,但是问客服，客服只答复“该款电脑是独立显卡”，不知道是什么问题。电源开关处的板有点向上凸。",分区 电脑 上贴 标志 系统 电脑 上查 显卡 集成 客服 客服 答复 该款 电脑 独立 显卡 电源开关 向上,neg,"[(6, 0.9547193)]",6
1）屏幕看起来不太习惯，就是前排哥们说的字体模糊，拿到售后看了看，结果是这个是亮丽屏，本来就是这样的……建议有条件的哥们先去实体店体验体验；,屏幕 习惯 前排 哥们 字体 模糊 拿到 售后 亮丽 本来 建议 条件 哥们 实体店 体验 体验,neg,"[(4, 0.9493695)]",4
买来要自己装系统，麻烦！,买来 系统 麻烦,neg,"[(0, 0.03575529), (1, 0.035841238), (2, 0.4756189), (3, 0.3454006), (4, 0.035744235), (5, 0.035787646), (6, 0.03585207)]",2
"接口只有3个，而且有2个距离太近，不实用。鼠标，键盘，盘，移动硬盘，电子密匙。很需要多一些接口。音频接口在前面，有些不好，放在什么电脑架子就给挡住了。电池续航一般,有2个多小时。",接口 距离 实用 鼠标 键盘 移动硬盘 电子 密匙 多一些 接口 音频接口 不好 放在 电脑 架子 挡住 电池 续航 小时,neg,"[(3, 0.05202238), (5, 0.91207445)]",5
14寸宽屏确实感觉小了点，可视面积太小。漆面有1、2个突起的小疙瘩。风扇声音还算可以忍受。用起来不是很习惯，而且使用 无法登陆，还要手动运行命令更改一下配置才可以。,确实 感觉 可视 面积 太小 漆面 突起 疙瘩 风扇 声音 忍受 习惯 登陆 手动 运行 命令 更改 配置,neg,"[(4, 0.9546978)]",4
比较重，和我原来的6130差不多重吧，屏幕很厚，液晶屏外面加了一块玻璃，手写用的，左手手托这里发热明显,屏幕 液晶屏 外面 一块 玻璃 手写 左手 手托 发热,neg,"[(0, 0.014356518), (1, 0.014340726), (2, 0.20915514), (3, 0.7191148), (4, 0.01433369), (5, 0.014332836), (6, 0.01436635)]",3
容易粘指印，触摸板周围会发热，内存条是2的，显卡是3400的，与京东所标的不符,指印 触摸板 发热 内存条 显卡 京东 标的 不符,neg,"[(0, 0.015963439), (1, 0.015968734), (2, 0.016012372), (3, 0.68960595), (4, 0.01597864), (5, 0.23045719), (6, 0.016013695)]",3
"预装系统居然有另外两个盘符：和_,如果自己再增加两个，就会显得盘符好多",预装 系统 两个 盘符 增加 两个 显得 盘符 好多,neg,"[(0, 0.01434859), (1, 0.7106083), (2, 0.014339972), (3, 0.014314976), (4, 0.21767654), (5, 0.01435624), (6, 0.014355401)]",1
能再轻一点，能送些配件就好了，买了笔记本还得配好多小配件，选东西很麻烦呢,再轻 一点 配件 笔记本 好多 配件 东西 麻烦,neg,"[(0, 0.015917672), (1, 0.9045559), (2, 0.015922373), (3, 0.015892511), (4, 0.015894195), (5, 0.015890356), (6, 0.015926927)]",1
外壳材质略粗糙；外壳厚度较薄；单声道的喇叭很不人性化；但对这样的价格而言还算可以。,外壳 材质 粗糙 外壳 厚度 较薄 单声道 喇叭 人性化 价格,neg,"[(0, 0.13208899), (1, 0.013047641), (2, 0.80268604), (3, 0.013032088), (4, 0.013055027), (5, 0.01306445), (6, 0.013025778)]",2
1、电池不太强,电池,neg,"[(0, 0.57040495), (1, 0.07149078), (2, 0.07168908), (3, 0.0715619), (4, 0.071468264), (5, 0.07170089), (6, 0.07168411)]",0
送的包包太大了，装我的15寸的本本都放得下；应该改送配套的小包。还需要加送个内胆包就好啦。,包包 本本 放得 改送 配套 小包 加送 内胆,neg,"[(0, 0.015915144), (1, 0.015941953), (2, 0.01590576), (3, 0.015897602), (4, 0.015908925), (5, 0.01591189), (6, 0.9045187)]",6
1、价格昂贵，几乎可买同款水货两台，但商务本要的是保障和服务，认了,价格昂贵 可买 同款 水货 两台 商务 保障 服务,neg,"[(0, 0.016087228), (1, 0.016243981), (2, 0.01593005), (3, 0.01603907), (4, 0.9038003), (5, 0.015954304), (6, 0.015944988)]",4
系统需要适应好长时间，没有预装。所赠送的软件礼包其实不是免费的，诺顿才90天的使用期。机子重了点，厚了点。,系统 好长时间 预装 赠送 软件 礼包 免费 诺顿 使用期 机子,neg,"[(0, 0.6759767), (1, 0.013067996), (2, 0.013046579), (3, 0.0130239995), (4, 0.013024616), (5, 0.013037809), (6, 0.25882235)]",0
1、预装的是，换系统要折腾一番； ,预装 系统 折腾,neg,"[(0, 0.035756357), (1, 0.03582579), (2, 0.78519636), (3, 0.035755705), (4, 0.035749026), (5, 0.03583074), (6, 0.035885997)]",2
"用长了机器发热还是比较大的,另外电源适配器用1-2小时也很烫手,硬盘分区不够人性化",用长 机器 发热 电源适配器 小时 烫手 硬盘分区 人性化,neg,"[(0, 0.9045154), (1, 0.015899505), (2, 0.015928347), (3, 0.015902108), (4, 0.015909694), (5, 0.015942506), (6, 0.015902393)]",0
屏幕为16:9。偏向娱乐及看电影。用来工作浪费了，因为太扁，视线不能兼顾两边。,屏幕 偏向 娱乐 电影 工作 浪费 视线 兼顾 两边,neg,"[(0, 0.8232712), (1, 0.10498933), (2, 0.014358288), (3, 0.014326463), (4, 0.014363583), (5, 0.014316481), (6, 0.014374664)]",0
盘太大，不过可以从网上下载软件10.来调整分区,网上 下载 软件 调整 分区,neg,"[(0, 0.023843482), (1, 0.44823134), (2, 0.023927832), (3, 0.023836762), (4, 0.023860186), (5, 0.023848671), (6, 0.43245173)]",1
播放高清影片时候出现边缘严重锯齿现象，如果对这方面比较感冒或者想用此本本来看影视的话建议考虑一下,播放 高清 影片 边缘 锯齿 现象 这方面 感冒 想用 本本 影视 建议 考虑一下,neg,"[(0, 0.010228637), (1, 0.93849194), (2, 0.010342577), (3, 0.010228933), (4, 0.010237883), (5, 0.010228728), (6, 0.010241258)]",1
1，价钱比移动给我价钱高了100元，这点很不好。,价钱 价钱 不好,neg,"[(0, 0.035775326), (1, 0.035858635), (2, 0.03573461), (3, 0.035777256), (4, 0.035886228), (5, 0.03580621), (6, 0.78516173)]",6
