Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment
,2024-04-24 12:23:16,杨07_,5,高三牲,作为一个高三生来说  这个软件确实刚出来就下载了 每次换手机也会把这个下上保留着但是确实是很少看  现在是临近高考的最后40+天 在几周前开始删除了抖音快手 站留着现在经常会看站 不过在我的站里全都是学科的学习（语文素材 选择题提分 化学工业流程 物理电学等等等等）我现在的空闲时间都会在站上看老师们讲课（况且还是免费的） 他们的教学方式和效果对我们学校来说一点儿都不差于我们学校的老师  也希望高考的我能够顺利通关上岸  我认为站是一个文化氛围极其高的一个平台 也在此希望站越来越好 都是真心话,软件 确实 下载 手机 保留 确实 临近 高考 删除 了抖 学科 学习 语文 素材 选择题 提分 化学工业 流程 物理 电学 空闲 时间 老师 讲课 教学方式 效果 学校 学校 老师 希望 高考 顺利 文化氛围 平台 希望,正面
,2024-04-24 11:29:29,cjvhjvv,1,审核你麻麻石蜡,（该条评论已经被删除）正常的视频涉及低俗，低俗倪犸个瞅必,评论 删除 视频 涉及 低俗 低俗,负面
,2024-04-24 10:56:00,czj0628,2,无法取消订阅,苹果版本没有取消订阅选项 强制续期,苹果 版本 取消 订阅 选项 强制,正面
,2024-04-24 07:43:03,进口哦舞台上,1,给b站点赞,自从更新后，用苹果6刷此.无缘无故卡退,苹果,正面
,2024-04-24 06:33:30,……？不不不不不vv,1,垃圾,刚刚下载还行，现在都成垃圾了，已卸载,下载 垃圾 卸载,负面
,2024-04-24 05:59:39,S b爱奇艺,2,人工客服,人工客服电话只有游戏的，动漫漫画全都没有,人工 客服 电话 游戏 动漫 漫画,负面
,2024-04-23 23:39:39,9乙。ggg,1,坑,坑爹新作者发东西一点流量都没有,作者 流量,正面
,2024-04-23 21:43:12,鸡王o,1,动不动就要会员垃圾软件巴了,垃圾,垃圾,负面
,2024-04-23 19:17:54,剑寒九宸,4,适配性,建议针对单独设计，优化体验,建议 体验,正面
,2024-04-23 19:10:25,怒放的爷爷在打分,1,从稍后观看点进去 总是遇到“没有可以播放的内容”,从稍后观看点进去视频 总是遇到“没有可以播放的内容”经常要点三四次才能点开视频,观看 视频 播放 内容 要点 视频,正面
,2024-04-23 17:56:05,638363927393637494,1,个人账号举报机制,个人账号举报做好可以吗，作品举报完还会乱发，账号举报几次就封了，时间长了这样的烂账号就少了,账号 举报 做好 作品 举报 乱发 账号 举报 就封 时间 烂账,负面
,2024-04-23 16:24:22,普通骇客,1,看视频点着点着，视频有声音但黑的没画面,然后还卡一下好像重制一下回主页了，不会是为了更多流量曝光吧？首页自动刷新还没有记忆刷新前的视频，看到感兴趣的视频被自动刷新掉了火都飙起来了，以前都不会，越更新越死啊，要不是没梯子都看油管也不看你这个哔哩吧啦,好像 主页 流量 刷新 记忆 刷新 视频 感兴趣 视频 刷新 梯子 油管 哔哩,负面
,2024-04-23 16:10:16,垄断企业，美团,1,B站已经没有下载的必要了,（该条评论已经被删除）明明按照他们审核过后才发布的作品，被他们无缘无故的下架就算了，还毫无征兆的封禁了我的账号，站早就不是以前的站了建议不要下载了,评论 删除 审核 发布 作品 下架 征兆 封禁 账号 建议 下载,负面
,2024-04-23 14:23:24,黎翃,1,还在玩旋转屏广告？,苹果啥时候处罚这些垃圾？,苹果 处罚 垃圾,负面
,2024-04-23 13:23:02,亚卡马西焯,1,五星好评分期,发个作品就卡死直接闪退 更新了也没用 垃圾中的垃圾 评论区也是一如既往的恶臭🥰低能儿的,作品 闪退 没用 垃圾 垃圾 评论 恶臭 低能儿,负面
,2024-04-23 11:55:56,手机电脑中毒者,2,app太臃肿了，请减少会员购功能，增加硬解选项减少发热，下载体积控制在200mb以下,太臃肿了，请减少会员购功能，增加硬解选项减少发热，下载体积控制在200以下,臃肿 减少 会员 功能 增加 选项 减少 发热 下载 体积 控制,正面
,2024-04-23 10:19:49,天子山下人,5,啊,超级喜欢,喜欢,正面
,2024-04-23 10:13:28,，scsac,1,还不如不更新,更新了之后下载的视频都不能单集循环了我劝你赶快恢复,下载 视频 单集 恢复,负面
,2024-04-23 09:31:28,逆时针的涟漪,1,版权保护是不是太过火了？,我是一个体育区的小主。版权保护时代正赛视频不让发我可以理解，二创和集锦都不让做是什么意思呢？二创和集锦是最好的体育宣传推广的方式。本来国内就鲜少能够接触到一手的比赛直播途径，没有直播看，不让人发比赛回放，又不让官方入驻，也不能做二创和集锦，真就闭关锁国呗，真就中国人不配看体育呗，难道非要把体育视频做成鬼畜才能发吗？哦对了，色情视频是可以随便发的，宣传枪械视频是可以随便发的，假广告是可以随便打的😆,小主 版权保护 时代 正赛 视频 不让 理解 二创 集锦 不让 二创 集锦 推广 方式 鲜少 接触 途径 不让 回放 不让 官方 入驻 二创 集锦 不配 视频 做成 鬼畜 色情 视频 枪械 视频 广告,正面
,2024-04-23 09:13:28,窝窝头两块钱三个,2,嘿嘿,（该条评论已经被删除）建议把弹幕和评论区全部关了，反正也发不出去,评论 删除 建议 弹幕 评论 发不,负面
,2024-04-22 23:03:00,引首望星河,1,保存图片一直闪退,垃圾玩意点原图以后保存一直闪退，太恶心了，垃圾软件，还耗电贼快，发热严重,垃圾 玩意 原图 保存 闪退 恶心 垃圾 软件 耗电 发热,负面
,2024-04-22 21:05:14,ff\' f,1,为什么字体不能够放大,为什么字体不能放大，那么小的字，看时间长了眼睛都要瞎掉了，为什么不能设置成随系统的字体,字体 放大 时间 眼睛 瞎掉 成随 系统 字体,正面
,2024-04-22 16:11:13,今天开始当咸鱼了,1,差评,越来越烂，幽默的黑名单功能，掩耳盗铃的举报功能。社区乌烟瘴气是不管的，节奏带来的黑流量是要吃的。,幽默 功能 举报 功能 社区 节奏 带来 流量,正面
,2024-04-22 14:52:53,TigerKaesT,1,优化极差,优化差，界面不干净,界面 干净,正面
,2024-04-22 12:14:30,尼莫ZZY,5,好用,适合中国宝宝体质的,适合 体质,正面
,2024-04-22 11:36:55,金城有ch,1,更新之后推送视频没有之前的版本准了，哪怕是没登陆账号之前的推送推荐视频挺准的！,更新之后推送视频没有之前的版本准了，哪怕是没登陆账号之前的推送推荐视频挺准的！,推送 视频 版本 登陆 账号 推送 推荐 视频 挺准,正面
,2024-04-22 08:38:06,cielh,3,禁止使用流量后依然继续使用流量播放,（该条评论已经被删除）在设置中禁止使用流量后，依然能通过流量播放视频,评论 删除 禁止 流量 流量 播放 视频,负面
,2024-04-22 07:42:39,1885556658648599657,1,不登录不能看评论区,社区环境差的离谱，直接销号不登录，结果现在告诉我不登录评论区都不让看了。自己推荐算法有多差，自己没点数吗？还硬要登录给人推荐,社区 环境 离谱 销号 登录 告诉 登录 评论 不让 推荐 算法 点数 登录 推荐,正面
,2024-04-22 01:36:37,沧海GreyWarden,1,绝不会变质🤡,首页无规则自动刷新，会员权益越来越少，广告越来越多，整体环境愈发恶臭,刷新 会员 权益 广告 整体 环境 恶臭,负面
,2024-04-21 20:49:13,喵道医仙,5,只看鬼畜,只看鬼畜，不要对我搞“教育”,鬼畜,正面
,2024-04-21 19:17:35,SunYQ_,3,能不能出个被人拉黑自动拉黑对方的功能啊,每次被小学生喷了，又不能回复别人，还给我消息提醒干嘛，自动拉黑他隐藏他的消息不就行了,回复 还给 消息 提醒 干嘛 隐藏 消息,负面
,2024-04-21 16:54:58,神亓凌空,5,.,（该条评论已经被删除）下载不了，不知道为什么,评论 删除 下载,负面
,2024-04-21 16:00:49,wuliy123,5,为什么2233娘不见了,7版本后2233娘不见了，原因未知,版本 不见 原因 未知,负面
,2024-04-21 14:20:54,喂，蛋仔派对写的一封信,5,内容问题,尽量不要发一些去年前年或者以前的一些视频推荐发一些现在的，比如不久前的视频，可能更有人会关注些，但如果以前的内容非常火，现在目前还有人想看可以拿出来播放,视频 推荐 视频 关注 内容 播放,正面
,2024-04-21 14:02:26,dhchdjdjfjfjfdhdhd,1,开屏广告很多,无法关闭开屏广告，差评,关闭 开屏 广告,负面
,2024-04-21 12:58:40,好2多万,4,不知道能不能看到总之很困扰,视频播放时的投票能不能取消……挡住视频内容了还毫无用处……,视频 播放 投票 挡住 视频 内容,正面
,2024-04-21 10:52:49,B占🐶都不用,1,体验感极差,以前下载就是为了看到别的软件看不到的短剧，现在好了，还要充什么电要什么钱，你咋不去抢，谁用，拉及软件，袞啊,下载 软件 看不到 短剧 软件,负面
,2024-04-21 06:28:09,不孤单一个,1,为什么,都不能下载,下载,正面
,2024-04-21 05:57:18,asdfrfderfsa,1,内容还可以，体验极其腊鸡,有时会没声音，切其他软件播放又有声音苹果15，而且吞评论极其严重，莫名其妙的，什么都发不出，体验极其差,声音 播放 声音 苹果 评论 发不出 体验,负面
,2024-04-21 04:37:10,幽默的法拉利,1,傻閪B站,那么喜欢禁评 不能把评论功能删了吗？恶心🤢注销 差评 删除 我给你一键三连,喜欢 禁评 评论 功能 恶心 注销 删除 一键,负面
,2024-04-21 01:45:29,寒灯夜话,1,竖屏刷了十一个视频四个广告,从16年用到现在，才来没像现在这样恶心过，全是逆天广告，这么缺钱不如一个视频先放一分钟广告在看啊😅😅😅😅,用到 没像 恶心 广告 缺钱 视频 广告,负面
,2024-04-21 00:43:12,rrhar'il,2,安卓和苹果功能差异过大,孩子们，这不好笑,孩子,正面
,2024-04-21 00:39:41,wi x c y z,5,请给小潮院长一个掌声（骗你的，哔哩哔哩很好，给了小潮一个很好的发展空间）,祝哔哩哔哩越来越好，祝小潮越来越好,哔哩 哔哩,正面
,2024-04-21 00:38:14,你b真的是个b啊,1,一个基础功能都没处理好的垃圾软件,设置了播完暂停，但依旧会联播，总是出现画面自动暂停但声音不停止的问题，必须要退出软件才能解决问题，你有今天是应得的,了播 画面 声音 停止 退出 软件 解决问题 应得,负面
,2024-04-20 22:10:55,Ruin鸟,4,不能返回上一个视频,苹果手机为什么不能返回上一个视频，点返回键直接返回到主页上了,苹果 手机 返回 视频 返回 返回 主页,负面
,2024-04-20 19:26:34,欺骗消费心,1,欺骗消费者,直播时候抢红包，弹幕被吞了，结果客服告诉我不是百分百中奖率，是我自己有问题，有截图还不承认自己的毛病一群只会敷衍的玩意,弹幕 客服 告诉 中奖率 截图 承认 毛病 敷衍 玩意,负面
,2024-04-20 17:03:32,he&eason,1,.,不过也是什么内容都能发的低质平台而已～祝贵站老板发大财,内容 能发 低质 平台 贵站 老板,负面
,2024-04-20 14:14:02,牢玩家淳平,5,好,环境好,环境,正面
,2024-04-20 13:49:12,周小周988,1,没太多言论自由,这个网站非常哈日，老喜欢删评论，无太多言论自由。,网站 喜欢 评论,正面
,2024-04-20 13:02:12,西柚xiyo,1,知名up主评价感觉不如抖音,主没有头像竖屏入口，尤其是平板横屏体验极差，古董软件，平板不能自动小窗，不能自动连播，啥都不能，得手动一个个切视频，烦死了，很差劲的软件。,头像 竖屏 平板 横屏 体验 极差 软件 平板 小窗 手动 视频 烦死 差劲 软件,负面
,2024-04-20 12:56:19,12377违法举报中心,1,哔哩哔哩app是一个售卖违禁品弓弩的违法平台,站内含有大量违禁品弓弩、枪支等相关视频，并可以通过私信联系视频发布者，获取微信号联系方式，进行线下交易。,含有 违禁品 枪支 相关 视频 私信 视频 发布者 获取 信号 线下 交易,正面
,2024-04-20 12:30:14,梁佳瑜,5,软件,非常好看,好看,正面
,2024-04-20 12:27:36,喵道医仙,1,可能要退了,（该条评论已经被删除）这软件逐渐变成搞教育的了，以后可能不会在这里刷视频了,评论 删除 软件 视频,负面
,2024-04-20 09:55:16,就打开电脑日进斗金,4,每天一遍，望改进,（该条评论已经被删除）请问什么时候能像抖音小红书那样有粉丝群聊，不要那个什么后援团，要我的粉丝能免费进,评论 删除 请问 红书 粉丝 群聊 后援团 粉丝,负面
,2024-04-20 09:08:42,144829cndixi,3,越来越多广告,广告直接在播放页，实在是没法看，推广视频也就算了,广告 播放页 实在 没法 推广 视频,负面
,2024-04-19 23:50:46,-。 wd,1,阿b不要太颠,我真服了刷十个视频 五个是广告 要死啊！！！,视频 广告 要死,负面
,2024-04-19 22:28:34,深蓝）））,3,垃圾短视频,就为了推你那无用的短视频，把常用的横屏播放模式强制改成竖屏，真的恶心死人了，什么垃圾技术人员做的负优化,无用 视频 横屏 播放 模式 强制 改成 竖屏 恶心 垃圾 技术人员,负面
,2024-04-19 22:08:10,千层酱,1,体验是越来越差了,（该条评论已经被删除）产品换换人，开发也换一波———依然没用的，依然越来越臃肿的,评论 删除 产品 换换 开发 没用 臃肿,负面
,2024-04-19 21:47:25,世上最厚道男人,1,什么都好，记忆播放的功能什么时候有？,不能记忆播放，有很多集的视频看到中间某集过几天再看又得从头开始。,记忆 播放 视频 集过,正面
,2024-04-19 21:10:04,如果有人用这昵称,5,翻译,希望能自动翻译,希望 翻译,正面
,2024-04-19 20:36:37,做一条快乐的闲鱼,4,因为不知道怎么发声于是写在评论区,（该条评论已经被删除）不是，阿你在搞什么东西啊？你是不是有病啊！开了大会员都没用看的视频还一定要付费？而且不是付了一个月卡就可以什么都看，想看就看了，你站最出名的不就是长视频吗？不就是科普视频吗？不就是知识吗？我关注的一排主全要收费啊！而且你收少点我充个电我也没啥意见，就是你一个收30我也经不住啊！我高考找个素材听个人物素材还有历史我容易吗？一点开就是充电充电充电，而且还只能个人，你要是充一次一个一堆视频我也能忍，就是你一个就几个视频，我真的很难忍,评论 删除 会员 没用 视频 付费 出名 视频 视频 知识 关注 主全 收费 意见 高考 素材 人物 素材 历史 充电 充电 充电 只能 视频 视频 难忍,正面
