content,fenci
说什么敬畏的，笑死人了，22个人抢一个皮球，一个游戏而已，还扯什么敬畏贻笑大方。玩个蹴鞠而已，没被专家教授说你玩物丧志已经算是时代的进步了，刷什么存在感呢,敬畏 笑死人 皮球 游戏 敬畏 蹴鞠 专家教授 时代
无证踢球，死刑,踢球
还能有能谁海参都没得吃了,海参
谎言被戳破了。还咋圈钱哈,谎言 圈钱
人家这是足球运动的本质,足球运动 本质
村超分蛋糕给全国老百姓吃,蛋糕 全国 老百姓
动了足邪的蛋糕。,蛋糕
别闹，自己踢着玩呢，拜托一些人别嘴了,别嘴
有些专家就该打一顿，它们生活太安逸了,专家 安逸
大人：他们哪是打我的屁股啊是打您的脸啊,大人 屁股
你小看中国的资本家了,中国 资本家
村超不会演戏，被知名演员骂了,演戏
体育运动本来就是大众空余间隙娱乐健体的运动，何来专业不专业,体育运动 大众 空余 间隙 专业 专业
在这里我要正告  你要注意你的用词  国足的姑娘们踢的多好啊  大过年的给咱们带回来一个冠军   ,正告 用词 国足 姑娘 冠军
男足不行事男足到位事  不要说国足,男足 行事 男足
我放个窜天猴就有人说我影响登月了,登月
有些人急，这么多人喷我看来是因为把很多人的底裤都给扒了，再这么下去，他们就没饭恰了，不把它喷熄火，这些人能善罢甘休,底裤 人能
国家宣传村超本以为是为了在基层推广足球氛围,国家 基层 足球 氛围
  问题就是每年投几亿去支持足球结果整成这样子，国足成员实力底下但薪水在国际中跟那些顶级球星持平啊,足球 样子 成员 实力 薪水 国际 顶级 球星 持平
总体说的没错，但是现代足球确实很吃经济实力，看看欧洲和南美就知道了，虽然阿根廷夺冠，但是也改变不了南美足球的颓势了。西南西北的足球群众基础够强了，但是国内球员主要还是来自华东和东北（东北经济发展慢，但是不穷）,总体 足球 经济 实力 欧洲 南美 阿根廷 南美 足球 颓势 西南 西北 足球 群众 基础 球员 华东 东北 东北 经济
还有人给董路洗那他们专业搞了几十年专业足球。都输越南了，还一群不知道什么既得利益人在那洗。骂都不能骂国足。一说就是你懂足球你是伪球迷。你是外行。这套话术用了几十年了。国足起来了吗还不让人骂还洗。你国足就是输越南了，咋滴。怎么你们不提这个了你们好专业噢,董路 专业 专业 足球 越南 国足 足球 球迷 外行 套话 国足 越南 专业
你的存在本身就可能碍了大佬的眼。,大佬
村超在足球强国很常见，遍地开花,足球 强国
火爆村超动了淄博烧烤的蛋糕,淄博 蛋糕
不管技术好不好，这才是足球。,技术 足球
贵州全省每年都会自发组织足球、篮球比赛，之前不知道为啥老是跑到凯里去打，现在知道了因为那边的确强,贵州 全省 足球 篮球比赛
新华社在站直播村超，谁喊停，谁与人民为敌。,新华社
我想问一下广州里能有这样的场地举办给平民百姓看的足球吗我乡下郊区的，除了学校有场地。200米一圈的跑道围着一个足球场,广州 平民百姓 足球 学校 足球场
一条猪腿嗨爆全场,全场
体育运动难道不都是来自民间么,体育运动 民间
师爷，还在说刀呢,师爷
搞个舞协把广场舞收编了吧，给他们提供个环境跳,广场 环境
群众的才是国家的,群众 国家
动了我的蛋糕，所以必须禁掉,蛋糕
中国足球必须走一条农村包围城市的发展道路，广大农村大有作为。这是一条被实践印证了的符合中国国情的真理,中国 足球 农村 城市 道路 农村 中国国情 真理
但是打脸了嘛。脸皮随后，虽然不疼，但是震得慌,脸皮
相形见绌，云泥有别。,云泥
希望各位站球盲分清楚职业联赛和业余联赛，他们水平有高低职能也各不相同，赛道都不一样你们要去比个水平还觉得自己有道理,站球 职业联赛 业余 水平 职能 赛道 水平 道理
其实中国足球没必要学外国的，学学中国篮球就好。篮球二十年后百分百会崛起。现在打篮球可以特招上大学甚至上清华，可以保研(今年冠军广工计算机系就有一个篮球保研)。校园篮球这条路符合我国国情，家长也愿意送孩子尝试。并且校园篮球也很火爆，今晚微博热搜第一就是,中国 足球 外国 学学 中国篮球 篮球 打篮球 特招 大学 清华 冠军 广工 计算机系 篮球 校园篮球 条路 国情 家长 孩子 校园篮球
没动蛋糕但是打脸啪啪的响,蛋糕
东部南部地区办不了这种规模，氛围的比赛啦。不是聚众就是请枪手黑哨。也就小数民族地区可以。。特例啦,地区 规模 氛围 聚众 枪手 黑哨 小数 民族 地区 特例
国外也是这样的，每个村有好几个球队，从幼儿园开始到成人都有。娃很小就参加足球活动，价格几十元一个季度，教练就是做公益，足球场地免费。有天赋的一下就能发现。,球队 幼儿园 成人 足球 价格 季度 公益 足球场 天赋
欸，足球那是生意，不能不一样嗷,足球
看看这几年我们国家电子竞技联赛举办的多好就知道我们并不是办不好联赛，那足球的问题在哪其实根子就是足协,国家 电子竞技 足球 根子
村超影响了某些人吃海参,海参
跟国足比这就叫同行的衬托，从炒作的角度看，这就是第二个淄博烧烤，也没有说的多么厉害，热度过去也就那样了,国足 衬托 淄博 热度
不会觉得哪个单位敢和对着干吧估计很多人对于一个县委书记的能量不太清楚。只要支持的，一切妖魔鬼怪都得靠边站在行政权上足协真没县委高,单位 县委书记 能量 靠边站 行政权 县委
冷知识?国外足协都是算民间组织，只有中国的足协算是事业单位,民间组织 中国 事业单位
市超，直辖市超级联赛,直辖市
很喜欢一句话，离北京越远活的越快乐,北京
收了钱的水军,水军
主没看到问题的本质，本质就是，村超这块蛋糕没人管，谁手快就是谁的,本质 本质 蛋糕
是有人想吃这个蛋糕,蛋糕
污蔑他们现在在往脸上贴金呢,贴金
阿猫阿狗都来凑热闹 不知道的老外评论还觉得我们足球氛围好 国家这块运转的不错云云,阿猫阿狗 老外 评论 足球 氛围 国家
我们这里大门紧锁,大门
我不赞成全民踢足球，中国足球最厉害的时期大宋，那是最软蛋的时候。而且看看世界各国，踢足球最厉害的国家都是辣鸡国家,全民 踢足球 中国 足球 时期 软蛋 世界 踢足球 国家 辣鸡 国家
这种大型聚会满满的都是人。无组织无纪律万一发生事故谁负责。,聚会 事故
敬畏个球啊,敬畏 个球
别扯淡了 某联赛脸都让人抽的比猪头还大了 动不动蛋糕有关系么你嘲讽了分蛋糕的人 你完了,猪头 蛋糕 关系 蛋糕
当下病人越来越多了，玩自己的，不要在意狗叫。,病人
你动了，你比我长的帅，就不行，街上妹子都不看我了。,妹子
谁搞村村超，马上把榕江的扶贫工作挂他那去。,村村 榕江
村超最好的地方在于不要干部参赛。,地方 干部 参赛
我承认球鞋的技术比较好，但是踢的真难看,球鞋 技术
官方应该也不敢乱来，现在的网友和球迷，直接能把足协骂出银河系,官方 网友 球迷 银河系
我一个贵州人需要你一个河南来科普真是不嫌事大，又在瞎带节奏，赚流量了,贵州 河南 瞎带 节奏 流量
就算不踢球，贵州人也有百种娱乐或者传统节目，只是这次是踢球而已。踢个球咋那么多话说啊,踢球 贵州 传统节目 踢球 个球
这就是当地政府支持搞得，主要推动力是为了旅游发展，带动当地经济活跃，与足协与足球行业八竿子打不着。,当地政府 推动力 经济 足球 行业
没有任何事物能永恒不变，变化才是不变，包括球鞋和村超,任何事物 永恒不变 球鞋
——这个营销号就在造谣国家叫停了这项人民的体育赛事。我已经投诉，并且在评论区骂它全家火葬场，然后，被它拉黑。,国家 体育赛事 评论 全家 火葬场
葫芦娃你想多了，好事情真要是好事情，国内足球早就发展起来了。里边的利益关系真的太大了，不然为什么发展这么多年，国内的注册球员没增加多少。,葫芦娃 事情 事情 足球 利益 关系 球员
踢个球还得分种姓,个球 种姓
这才是培养足球氛围的正路,足球 氛围 正路
踢个球还需要什么敬畏,个球 敬畏
我觉得你还是太“狭隘”了，或者说太“天真”了，你觉得，对于既得利者来说，足球的发展重要，还是他们获得更多票子重要这些都不重要，重要的是，别人不能窥视他们的盘子，这最重要。,天真 足球 票子 盘子
有人气的地方就有资本介入，就算资本不介入，至少监管得介入。放着不管，赌博资本很快地腐蚀到村超。,地方 资本 资本 资本
没有矛盾就制造矛盾，没有需求就制造需求一个号说假话挑起事端，另一个号装各类人发消息网络已经看不清是人还是了,矛盾 假话 事端 发消息 网络
把村超当排位赛就好了，有厉害的小朋友你们,排位赛 小朋友
可惜像这种说真话，说人话，说正经话的视频都没什么人关注，站已经乌烟瘴气了,真话 正经话 视频
是不是被权势威胁了,权势
足球本身就是社区运动，也是人民自发参与的运动。,足球 社区
也就是说，中国只有村超才是真正的足球。,中国 足球
你虽然没动他蛋糕，但是你显得他很饭桶啊,蛋糕 饭桶
老爷们能力那可是超群除了踢球 踢球肯定不能踢阿 赢了输了都不光彩 再说了赢肯定是国足能赢 那你想阿国内那么多比赛真的跟真的一样 这还不好办,老爷 能力 超群 踢球 踢球 光彩 国足能
懂的人都懂。  想想当年 郭德纲 为什么被曲协打压。 国内这个协会  就是拿钱不办事就会搞小圈子捞钱的群体。  他们不打压，以后你就是另立山头，直接威胁他们拿钱的理由了。 ,郭德纲 协会 办事 小圈子 群体 山头 理由
每次说中国足球的时候，就有人说哎呀中国注册球员太少啊之类的。。。。得，人家这边来个全民参与。 足协这个注册球员说法完犊子了。,中国 足球 中国 球员 全民 球员 犊子
点赞拿第一了解下,赞拿
开头说村超对中国足球没影响，最后又说村超对人们，对小孩，对中国足球是好事，这就有点矛盾了啊,中国 足球 小孩 中国 足球 好事 矛盾
我支持全国各地越来越多这种“村超”,全国
村超联赛支持，全国推广,全国
农业农村部和国家体育总局已经联合发文举办全国村了，全国性的村超也不远了,农业 农村部 国家体育总局 发文 全国 全国性
我觉得业余爱好者组成的球队可以进世界杯前20，国足这帮子住豪宅开豪车的废物20年都是这样。从米卢教练被辞退开始国足，国足踢球没有下限,业余 爱好者 球队 世界杯 国足 帮子 豪宅 豪车 废物 踢球
对足球还要有敬畏之心难道不应该是热爱吗,足球 敬畏
支持村超，足球运动就是大家伙儿多多参与才能多多发展,足球运动 大家伙儿
中国第三者插足协会，简称,中国 第三者 协会
