content,fenci
可别胡说八道了，这种联赛可以火爆，也能受到大众的喜爱，但就他的发展模式，是不可能与职业联赛相提并论的。看看隔壁日本的业余联赛就知道，那里可以打出高水平的业余联赛，是因为有大量的学生从小学甚至更小的阶段就接受接近职业青训的训练，他们的大部分学校社团都有专业的教练，这些人在成年后即使无法踢职业比赛，但基本功都十分扎实。可看看视频里的村超球员，顶多算是足球爱好者，没有接受过系统的职业训练，没有扎实的基本功，你怎么踢也都是玩票程度。中国的职业联赛之所以烂，是因为贪污腐败，滥用职权的人太多了，这根本就不是一个健康的体育运动体系，而是某些人的敛财工具，但就算是这样，有过系统专业训练的选手，也不是普通人能比的,火爆 扎实 扎实 健康
只不过英国一开始足球就是在工人或者服务员底层服务业人员报名的本来就这样，但是我们好像特定选人…觉得不看实力行不行就看红包厚不厚,不厚
说最有趣的事情，众所周知，中国现在的专业足球队还不如普遍底下别人玩玩的强,有趣
我看了十来年球也不敢说能说清中国足球该怎么做，评论区这群魔乱舞，中国足球差归差，但火箭爆炸了，养牛的说该烧牛粪，炸油条的说该把油条带上去，有人看到初中物理老师评上优秀教师就呼吁把他加到研发团队里面，这样大家都在自己的认知里说话更是热闹且没用,热闹
他们都要笑死了，没人玩才是他们最怕的,最怕
确实，这种体量的赛事，确实该管一下，万一出现什么意外，也有处理方案,确实 确实 意外
没有专业教练、教育以及投资，你让村超发展十几年都不可能成功，摩洛哥之前在国内的联赛和村超一样完全就是自由发挥，比国足排名还低，为什么去年能第四名，因为摩洛哥让国外移民三代左右的人也能代表摩洛哥参赛，一下子把从小在法国接受教育的摩洛哥球员召回来了，瞬间实力大涨。,成功
村超没腐败啊,腐败
完全不应该从村超这方面努力，而是该从非法集会和无相关机构维持现场秩序，容易造成踩踏和斗殴的恶性苗头去发酵。,努力
海参广告进不来，山珍是不比海味差的海参太软塌了，不适合贵州口味,太软
一个村超都有能踢出半场吊射水准的球，你让那些天天吃海参的白切鸡情何以堪,白切
这种模式挺好的，足球本来就源于社区，但看过站拍的模糊版本，水平比国内专业的差几个数量级，如果这种模式能在全国铺开同时接轨职业体系整个中国足球会慢慢走上正轨，但是有足协，以上都不可能。,模糊
任其野蛮发展并不利于现有的金融足球发展,野蛮
刚看了村超的十佳球，真的很炸裂，，，，可惜印度足球在足邪的英明指导下，某些“好”的惯性越来越大，短时间内是矫正不过来了，就连印度有名的富豪王先生都说印度足球太嘿案了，实在带不动。,有名
天赋顶你十个后期努力,努力
郭德纲说得好，那些“专业”的以前可以靠蒙混日子，他一卖票，这些人的铁饭碗就拿不稳了,不稳
村超这么厉害，我建议禁摩,厉害
村超办得不错，就像毛主席说的，要根据中国的国情来，要走农村包围城市的道路，足球要从广大农村开始扎根，要办各级比赛，不光有村超，还得每一个村都有自己的的村办足球队,不错
照这种局势下去，只会发展成花大价钱请职业选手来打，可以参考以前的村篮球赛。球员都不是自己村的，都是去请别的地方厉害的人来打。反正大家都有钱赚。,厉害
没错，连这些社会闲散人员都能踢足球了，那我为了进高贵的国足花的那几十万不是都白花了,高贵
正确的办法的捧杀，步骤如下：,正确
至此，坑挖好了。民间娱乐赛足协不好管，省级正规比赛足协就可以名正言顺插手了,正规
感觉贵州人生活挺有热情的，很多年前就关注那边的斗牛比赛，场面好热闹,热闹
我觉得确实有叫停的必要，再发展下去要赢国足了赢完国足赢越南，赢日本，再赢巴西法国阿根廷，然后没人赢了，脸都全要了,确实
这还不简单吗，生意足协上，为国争光村超上，两不耽误,简单
疯狂带节奏,疯狂
这也是商业的，水很深，不过暂时确实是不错的。,确实 不错
不团结的事情我们不要做,团结
足球需要团结,团结
孩子需要职业队员培训谢谢你们广西的青少年都在拼命训练广西的足球人才，父母不怕他吃苦打随便训练,吃苦
中央纪委需要进入中超了如果不打腐败，我孩子也不建议去中超，宁愿给他去村超,腐败
额，这人机念稿要啥价值观西方足球赛的体系不就是资本主义体系嘛，足协落后在于还处于半封建半殖民。中国人要的是共产主义足球，人民的足球，村超怎么了耽误资本家挣钱了么,落后
全民运动健康绝不是空话，凭什么我们不能踢球,健康
所以请你适度玩梗。,适度
有利于行业健康发展的都要坚决取缔，这是各种官方协会的使命求你们别管，各行各业自己发展早超过欧美了,健康
但凡足球俱乐部的人踢球比现在厉害一点就不用担心这个问题,厉害
人家自己搞比赛玩当地又支持为什么不让人家搞如果中国职业联赛搞的也这么热闹也会很多人看啊,热闹
足球应该是属于无产阶级的运动 而不是属于一类群体的 国外很多大佬 年轻时都是工人 然后在社区踢比赛的,年轻
谁能紧急叫停，营销号真能胡扯,紧急
正确的，村超的水平比欧冠还高,正确
我觉得就让每个地区自己举办，然后选厉害的比个大的,厉害 个大
虽然我认为村超和职业联赛相差太大，无法通过这种模式提高中国足球运动员水平，但是确实是扯下了体育主管部门和从业人员的遮羞布。什么中国人不爱足球，什么中国足球人口是衰败主因，全是扯淡。中国足球就是在一帮专业人员的努力下，从亚洲二流掉到三流的。建议体育分管机构多尊重点足球运动，多顶掉一些不干净的手，把职业联赛还给球迷。,确实 努力 尊重 干净
谁叫的怎么不爆一下名,不爆
国外足球本家就是穷人踢出去改变生活的，你指望一群中国千万富翁踢足球那才是妥妥的侮辱足球,妥妥
有充足证据显示，足球运动必须紧紧围绕在足协周围，所有资金必须通过足协过一手。,充足
这是怎么了老百姓有点爱好都不行了,爱好
确实得多推广村超，不然评论区这种对足球最基本认识都没有的人只会越来越多,确实
一个去赚钱的一个是爱好的。。你觉得哪个题的好,爱好
村超很不错，咱们现在需要足球人口，以后多点青训教练去那边，让他们有系统的训练。主不懂足球，就别说足球特深的话题。中国职业选手和他国比起来差很多，但是对业余的还是能说的过去的。不要拿个别比赛成绩来比较。可以到成都，工体看看职业联赛对抗程度再说。,不错
不影响，爱看你们那高级的，咱们办咱们村镇级的。影响和分流我觉得，这应该是脱粉和铁粉洗粉。大家各取所需，大家都有一个美好的未来。,美好
触及利益比触及灵魂要更加困难,困难
随便剪个视频，配合音，就能随意网络遛狗。真好玩。,真好玩
他就是看不得人过得好  给你制造点困难,困难
足协确实有问题 但足协也需要保护 恶意村超必须受到管制 否则以后随便整个什么超那也会影响到普通老百姓的利益  各位站的领导你们看我这篇申论合格吗,确实
你终于知道这些专业机构是吃干饭的，恭喜你的智商达到正常人水平,恭喜
一个运动有长远的发展应该基于所有人的热爱，而不是部分人的利益,热爱
我不能说这是对中国足协的不尊重，但这是事实。,尊重
调研是好事啊。。次级联赛是不会叫停的，否则亚足协和世界足协处罚会很重很重的你们在想什么啊。公告也写的很清楚的了，去调研就是去学习复制和推广经验...又不是顶级联赛并行你们在想什么呢，,很重 很重
睿智，是有点大饼的,睿智
这些人看着好厉害,厉害
人家这是爱好 自己比赛  也碍着别人的事了,爱好
足协?呵呵，告诉你们个笑话噢，足协 会的足球场非常干净，和新的一模一样哈哈，足球场干净的都快长出一个生态圈了哈哈哈哈哈哈，蚯蚓都已经传三代了哈哈哈,干净 干净
什么都信的人，才是最可悲的,可悲
砖家:你们姿势不规范，职业选手是有系统性训练的。而你们业务选手是想怎么踢就怎么踢，相当的危险,危险
以前是没钱现在是没有足协批准，简单问建足球场干嘛的等批准,简单
