Unnamed: 0,content,Unnamed: 2,综合评分,type,情感type,主题概率,主题类型
1788,感觉 内饰  气派 跟不上 外观   乘坐   感觉  一点 压抑感 一点 家人 认同  储物 能力 强悍 上次 自驾 出游 这车  实力 容纳 物品 老婆 称赞 座椅  很棒 较好 颠簸 角度 内部 填充物 饱满 乘坐 特别 价格 这车  效果  高速 不足 安静 一点 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9772121), (1, 0.011197571), (2, 0.011590329)]",0
1789,一点 颠簸性 平时 时间 稍微 稍微 疲惫 日常 代步车 缺点 接受  这辆     优秀 平时 自驾 旅游车 挺 内部  绰绰有余  出游 需求 续航 隔音 不好,,4.71,0,neg,"[(0, 0.9560802), (1, 0.020935634), (2, 0.022984162)]",0
1790,底盘 悬挂 硬点 减速带 不平 地方 内部 震动 符合 款车 年轻 运动  家用车 定位 情况 这方面 价格   身边 亲戚朋友 不足   比亚迪 担心 外观 修长  空旷 动力 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9607135), (1, 0.01461741), (2, 0.024669116)]",0
1791,电动 后备 感应 功能 欠缺   身材 坐垫 厚实 宽度 坐在 上头 价格 天气 座椅 加热  地板 纯平 兼顾  腿部  开心 老婆 孩子 感觉 头部  后备 容积 不算 后备箱 油耗 平时 旅游 帐篷 烧烤 用品 放得  本来 电动 功能 感应 续航 隔音 不好,,5.0,0,neg,"[(0, 0.010724607), (1, 0.0102611445), (2, 0.9790143)]",2
1792,内饰 内饰 中规中矩 没什么 特别 地方 简简单单 那种 特别 惊喜 地方 内饰 耐脏 座椅 浅色 弄脏了 印记 时间  去掉 有点 深色 内饰 个人爱好 有点  买车  过年 回老家 行李 东西 能装 这款   头部 腿部 富裕  随便 伸展   后备箱  座椅 放倒 特别 续航 隔音 不好,,4.71,0,neg,"[(0, 0.9763719), (1, 0.0112907365), (2, 0.012337358)]",0
1793,用车 时间 挑不出 坏处 希望 如意   感觉 讨厌 腿部 宽松  角度 调节 副驾驶 电动 调节 老公 开车 座椅 调整 续航 隔音 不好,,4.86,0,neg,"[(0, 0.95617396), (1, 0.02100889), (2, 0.022817213)]",0
1794,有没有 发现 款车 发动机 机油 位置 稍微 一点 不合理 请问 圈里 有没有 每次 扣下 塑料 打开 盖子 检查 机油 盖子 反正 操作  前  体验   座椅 尾箱 连接 平时  睡觉 能放   之间 样子 完美   稍微 一点点 电池 原因 尾箱  一部分 牺牲 续航 隔音 不好,,4.71,0,neg,"[(0, 0.011375906), (1, 0.97743165), (2, 0.01119238)]",1
1795,款车   东西 这款 买来 家用  需求 一点 有时候 回老家 要装 东西 感觉  整车    稍微 不足 座位   系统 坐在  驾驶 头部 感到 拥挤 一款 整车 高度 不足 压抑 续航 隔音 不好,,4.86,0,neg,"[(0, 0.023338879), (1, 0.02063333), (2, 0.95602775)]",2
1796,感觉 刹车 脚感 感觉 刹车 距离 路上 行人 提前 刹车   使用率 座位 上看 坐在  体重 不到 出去玩 生活用品 随意 件物品  装不下 续航 隔音 不好,,4.86,0,neg,"[(0, 0.29080305), (1, 0.018212097), (2, 0.6909849)]",2
1797,底盘 平时 城区 路段 泥沙 路段 感受 颠簸  轴距 宋在 同价位 车型  显得  坐在  头部 三拳 距离  折损 一点 依旧  压迫感 里头 座位 地台 相对来说 平整 满座 腿部  兼顾 到位   油耗 电动 后备 位置 记忆 贴心 车顶 行李架 平时 东西 带上 续航 隔音 不好,,4.86,0,neg,"[(0, 0.45039135), (1, 0.010839308), (2, 0.53876936)]",2
1798,唯一 内饰 味道 后备箱 味道 影像 开车 地方 细节 一点 肉感 动力 重量 讨厌 车身 整体 偏重 肉感 自然   油耗 车身 大小 家用 到位  效果 一家 三口 用车 轻松  很足 高度 宽度 很够 续航 隔音 不好,,4.71,0,neg,"[(0, 0.977358), (1, 0.010914973), (2, 0.011727085)]",0
1799,感觉 还行  地方 或者说 价格 地方 整体 细节 瑕疵 车子 不可避免 唯一 一点 时间 太久 等待 过程 难熬  车子  充裕 轴距  异味 讨厌  地台 纯平  乘客 友好 脚放 价格   融为一体  可大 露营 快递 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9702308), (1, 0.015714701), (2, 0.014054511)]",0
1800,地方 十全十美 款车 轮胎  实在 不足 静谧 原因 本车 颠簸性 稍微 过点 颠簸 非常明显 乘坐 感受 大打折扣 希望 后续 优化 销量 更好  这车  说异味 后备箱 紧凑型 独孤求败 膝盖 头顶  两拳  纯平 位置 难受 座椅 很软 价格 续航 隔音 不好,,4.57,0,neg,"[(0, 0.97529775), (1, 0.011794129), (2, 0.012908066)]",0
1801,开车 听到 车身 晃动 是因为  效果 减震 效果 不太好 减速带 车身 晃动 坐在 人会 感到 价格  款车 储物  用车 场景 整体 体验 挺     中控台 下方 件物品 存放处 手机 放进去 充电 续航 隔音 不好,,4.86,0,neg,"[(0, 0.015330126), (1, 0.013581233), (2, 0.97108865)]",2
1802,整体 性能  动力 动车 有时候 动力 传递 燃油 满载 爬坡 困难 熟悉 这辆  担心  自由 活动 自由 受限制   特别  坐上去 同事 一较高下 膝盖 距离 地板 近乎 平坦 坐在 张开 三个 坐在 后座 轻松 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9740432), (1, 0.012481828), (2, 0.013474943)]",0
1803,肯定 不尽人意 地方 不尽人意 提车 等待时间 车友 积极性 这辆 受欢迎 很烦  一款 紧凑型 担心  坐在 驾驶座 价格  动力 控制 方向盘 非常灵活  座椅 三个 压力   开口 不小 容纳性  东西  容量 装载 能力  续航 隔音 不好,,4.86,0,neg,"[(0, 0.97276425), (1, 0.0132919615), (2, 0.013943762)]",0
1804,车身 紧凑型 带来  新手 操控 友好 全景 全景 很好 全景  早就 不知 样子  家人 有点 打下 瞌睡 证明 颠簸性  亮点 带有 副驾驶 坐椅 通风 功能 亚热带 热带 城市 车友 太好了 告别 夏天 底裤 整天 湿漉漉 痛苦 功能 台车 续航 隔音 不好,,4.86,0,neg,"[(0, 0.97968584), (2, 0.0103649795)]",0
1805,几个 第一个 万多 米其林 轮胎 马牌 更好 一点 中控 仪表 位置 钢琴 烤漆 指纹 灰尘 两个  身材 一米 两三个  调好 颠簸 座位 三拳 腿部  头部  三拳   储物  储物  镂空 地方 储物   唯一  稍微 一点 续航 隔音 不好,,4.71,0,neg,"[(0, 0.4025503), (1, 0.24589066), (2, 0.35155904)]",0
1806,加速 线性  行驶 途中  一点 介意 颠簸 路段 价格    车子  满分 家人 体格 不算 特别 壮硕 不足 储物  出去玩 多一点 驾驶  乘坐 环境 颠簸 前  颠簸 容量 算是 续航 隔音,,4.71,0,neg,"[(0, 0.39012986), (1, 0.4450561), (2, 0.16481403)]",1
1807,特别 研究 增加 创意 亮点 总体 比较满意 细节 体现 激进  风格 试驾 带给 感受 坚定 了要 选择 决心   我家  出色  表现 用车   很棒 平时 待人  单身贵族 油耗 顶头 抵膝 续航 隔音,,4.71,0,neg,"[(0, 0.26990536), (1, 0.012978353), (2, 0.7171163)]",2
1808,不足 整体 环境 表现  发现 用料 用心 更好 外观 动感 内饰 稍微 保守 一眼 质感 一点 介意   对得起 尺寸 定位 伸直 绰绰有余 放不下 腿部 随意 动弹 座椅 之间 距离 内部 丰厚 储物  续航 隔音,,4.71,0,neg,"[(0, 0.4953236), (1, 0.014104712), (2, 0.49057168)]",0
1809,长时间 感觉 唯一 一点 台车 平时 市区 高速 显得 音乐 调节 调节 注意力  台车  分布 价格 便利 家用 体验  无论是   台车 乘客 带来  体验   分布 情况 依旧 显得 别扭 拥挤 台车  容积 整体 一点 平常 偏大 一点 东西 不足 小格子 日常 随车 用品 很好 收纳 续航 隔音,,4.86,0,neg,"[(0, 0.17496596), (1, 0.010777532), (2, 0.8142565)]",2
1810,这么久 发现 完车 不到 十全十美 台车  一点   感觉 还好  身材 较大 稍微 翘起来 二郎腿 剩下 一拳 距离  台车  分布 均匀    平常  不到 买车 在意 有用 周末 朋友 出去玩  显得 紧凑  凸起 反正  腿部 价格 续航 隔音,,4.86,0,neg,"[(0, 0.0151059255), (1, 0.012792282), (2, 0.9721018)]",2
1811,车型 耐看 符合 颜色 一点 有点 那种 一点 惊艳 贴膜 老板 交流 想着 独特 一点 车膜   挺 合适 一家 四口 日常 正好 利用 到位 空旷 地方 浪费 后边 位置 凸起 后备箱 乘坐 一点 影响   提升 乘坐 颠簸性 续航 隔音,,4.86,0,neg,"[(0, 0.9740207), (1, 0.011892858), (2, 0.0140864495)]",0
1813, 影响 整体  车子  乘坐 感觉 座椅 角度  得并   乘坐  理想 难受   利用率 相比 本田 没差  凸起 忽略不计 放松 不足 小储物   坐在 驾驶 门板 边上 扶手箱 超大 容积 平常 开车 随身 物品 轻松 续航 隔音,,4.71,0,neg,"[(0, 0.9727652), (1, 0.013042536), (2, 0.014192226)]",0
1814,新车 味道 法宝  乘坐   地台 平整 位置 价格 腿部 一拳 距离 碰到  座椅 座椅 软硬 程度 感觉 价格 续航 隔音,,5.0,0,neg,"[(0, 0.026766073), (1, 0.024918545), (2, 0.9483154)]",2
1815,发生 奇怪 屏幕 唱歌 车友 聊天 工作人员 聊天 气温 导致 电子 故障 手机 温度 一点 希望 影像 驾驶 一点 买回来 半个 安装 充电 口罩 原因  小宋  表现 尺寸 标准 城市 尺寸 家用 油耗 无论是 乘坐  拉点 小货 游刃有余 续航 隔音,,4.71,0,neg,"[(0, 0.9762919), (1, 0.012272288), (2, 0.011435769)]",0
1816,款车 价格 不稳 昂贵 车子 各个方面 表现 对得起 价格 昂贵 不稳 心中 难以 接受  不稳 有点 款车    优秀  座椅 面积 讨厌 坐在  腿部 自由 活动 头部  压抑 感觉 储物   储物  今年过年 回老家 年货 回去 续航 隔音,,4.86,0,neg,"[(0, 0.9712234), (1, 0.014934565), (2, 0.01384203)]",0
1817, 感觉 笨重 如果说 家用 朋友 款车 适合   小女生 感觉 有时候 感觉 车太大 影响 驾驶 操作  真心  前 价格 不足 门板 两边 扶手箱  东西 本来 换车 车子  油耗 适合 续航 隔音,,4.86,0,neg,"[(0, 0.31237662), (1, 0.6678008), (2, 0.019822625)]",1
1818,地方 地方 感觉 虚伪 该车 买回来 正好 冬天 天气 太冷 原因 打开 车窗 不足 味道 不足 影响 乘坐 颠簸性  总体 该车   出行 系统 坐在 丝毫 感受 拥挤 感受 颠簸感 限于   我家 坐在 一点 感觉 压抑 续航 隔音,,4.86,0,neg,"[(0, 0.01796198), (1, 0.6416854), (2, 0.34035257)]",1
1819,交车 周期 造型 感觉   自驾游 行李  三个 垃圾 塞满  乘坐  后备箱 开车 乘坐  储物  用心 储物 能力 续航 隔音,,4.88,0,neg,"[(0, 0.5550125), (1, 0.024207521), (2, 0.42077997)]",0
1820,目前为止 提车 周期 发现 瑕疵 大部分 时间 市区 开车 感觉 动力 挺强 路段   担心  异味 不小 大部分 时间 父母 家人 旅行  动力 家里 亲戚 坐在 车里  日常 出行  大车  大小  续航 隔音,,4.86,0,neg,"[(0, 0.969616), (1, 0.014218687), (2, 0.016165296)]",0
1821,底部 悬挂 减震 颠簸 路段 感觉  担心 车身 尺寸 较大 坐在  相比 这款 担心 不稳 符合 用车 需求 有点  地方 价格 续航 隔音,,4.86,0,neg,"[(0, 0.95914805), (1, 0.019525737), (2, 0.021326203)]",0
1822,时间 表现 新车 昂贵 发现 地方   系统 一米 坐在  自然  坐在  膝盖 撞到 排座位 出拳  座椅 两边  三个 拥挤   规整 东西 续航 隔音,,4.86,0,neg,"[(0, 0.02940465), (1, 0.36194763), (2, 0.6086477)]",2
1823,地方 动力 相对来说 特别 强劲 动车 燃油 相比 差距 高速 加速 后半段 特别 有劲   优秀 轴距 两排 显得  系统 驾驶 位置 体验 效果 头顶 间隙 胸前 距离 伸腿 效果 双肩 宽度  三个 成年人 之间 发生 拥挤 价格 姿势 乘坐  容积 后备箱 平时 想要 自驾游 东西 续航 隔音,,4.86,0,neg,"[(0, 0.010256147), (2, 0.9801422)]",2
1824, 特别 车机 屏幕 大点 更好 高速 发动机 介入 声音   算是    后备箱 同级 相比 算是 平常 我家 朋友  两个 胖子 朋友  合适 拥挤   大小  平常 家用 动力  钓鱼 渔具 动力  更好 续航 隔音,,4.43,0,neg,"[(0, 0.9738635), (1, 0.013291195), (2, 0.012845324)]",0
1825, 单薄 上次 一趟 跟着 一辆 装满 沙子 八轮 沙子 车上 掉下来 爱车 身上 听到 啪啦 沙子 车身 赶紧 停车 查看 发现 车身 沙子 砸出 底漆  系统 一米 七六 坐在 驾驶 头部  很足 腿部 抵触  油耗 满载 影响 舱内 视野  后备箱 开合 大件 随便 续航 隔音,,4.86,0,neg,"[(0, 0.98189986)]",0
1826,地方 车子 座椅  不合理 照顾 体型 体型 时间 腰部 感觉 价格   外面 感觉  车里 真切 感觉 车里      有点 座椅 距离 轻松 调节  储物  文件 实用 再也 不用 担心 放在 车里 不到 续航 隔音,,4.86,0,neg,"[(0, 0.35624775), (1, 0.62647873), (2, 0.01727354)]",1
1827,款车 性价比 理想 一分 昂贵 时间 挺长 店家 供不应求 车子 买掉 夸张 感觉 大方  车里  富裕  驾驶 感觉 特别  乘坐 颠簸性 活动    三个 杠杠 一家老小 坐在 车里 合适 出行 旅游  行李 东西 轻松 放进去 这款 出行 续航 隔音,,4.86,0,neg,"[(0, 0.97173774), (1, 0.012636486), (2, 0.015625779)]",0
1828,车子   日常 用到  家里 这款 感受  狭小 日常 杂物 车子 显得 温馨  汽车  车子 肉眼 看着 特别 意外  日常 超市 采购 放下 东西 不用 担心 情况 驾驶 位置 充足 偏胖 款车 放得 车子  杂物 买车  体验 续航 隔音,,4.86,0,neg,"[(0, 0.9707008), (1, 0.013641848), (2, 0.01565732)]",0
1830,这辆 方向盘 颠簸 路段 方向盘 抖动 轮胎 反馈 方向盘 握紧 方向盘 导致 轮胎 偏移 方向盘 偏移 事故 发生 握紧 方向盘 情况 操作 驾驶 抖动 幅度 车道 偏离 这辆 续航 里程 一辆 车子 标准 续航 只能 不太能 接受 正好 一台 车子 选择 一辆 续航 里程 电量 焦虑 推荐 选择 车子 有点 续航 里程 一点 长途 电量 多一些 安全感   一块 幻想 一辆 宝马 三系 小轿车  劝退 这辆 有点  大小  两个 更何况  座椅 放倒 续航 隔音,,4.71,0,neg,"[(2, 0.9873255)]",2
1831,外观 配不上 价格 委婉 一点 低调 算是 大众 一贯  风格 外观 操控 车辆 整体 配置 辅助 系统 挺好 转弯半径   不用 整体 结构  高度 纵深  整体 利用率 系统 坐在 主驾 活动  后备箱 头部 腿部 宽松 爸妈 偏胖 体形 坐在  一点 拥挤 二老 价格  上次 开着车 同事 搬家  容量 出乎意料 挺能 东西 续航 隔音,,4.71,0,neg,"[(0, 0.9809409)]",0
1832,大部分 车友 时间 提车 定金 提车 三个 等待 抱怨 还好 这辆 值得 等待   轿车 家里 老人 小孩  最价格 充足 存储 坐在   手机 小东西 储物格 续航 隔音,,4.86,0,neg,"[(0, 0.25955644), (1, 0.71981114), (2, 0.020632394)]",1
1833,影响 朋友  震动 稍微 价格  影响 影响  比亚迪 太抠 流量 手机 流量 月底 手机 流量 限速 很烦 两年  款车 算是  紧凑型 宽度 稍宽 一点  长轴距    腿部  很足 地板 不足 储物    排放 水杯 位置 一点  感觉 太小 东西 过年 回老家 装得 续航 隔音,,4.71,0,neg,"[(0, 0.012544001), (1, 0.97581613), (2, 0.011639811)]",1
1834,当初 刚刚 提车 味道 绝大部分 新车 通病 几个 通风 味道 鼻子 过敏性 鼻炎 意味 反感 希望 期待 时间 味道 去除  车子  动力 车子 个头 坐在 不足 视野 宽阔  乘坐 三位 成年人 轻松  容积  比例 搬家 家里 洗衣机 临时 充当 货车 常用 能用 感觉  续航 隔音,,4.86,0,neg,"[(0, 0.97422963), (1, 0.013975096), (2, 0.011795315)]",0
1835,  储物 能力 几次 出行 自驾游  摆放 能力 不足 颠簸性 表现  整体  表现  储物 能力 油耗 摆放 物品 感觉 紧凑 车里 乘坐 感让  坐在 车里 感觉 宽松 副驾驶 操作  三个 翘起来 二郎腿 续航 隔音,,4.86,0,neg,"[(0, 0.016351916), (1, 0.015818967), (2, 0.96782917)]",2
1836,这款 车子 不足 味道 新车 内饰 不稳 一股 难闻 味道 刺鼻 一点 缺点 操控性 偏差 带有 辅助 功能 倒车 影像 清晰 倒车灯 夜间 稍微 偏暗   特别 乘坐 挺价格 头部 腿部   长途 行驶 感觉 整体   车子   表现 续航 隔音,,4.88,0,neg,"[(0, 0.97101426), (1, 0.013904681), (2, 0.01508107)]",0
1837,地方 操控 方向盘 转向 手感 太虚 虚位 连续 转向 感觉   一块 讨厌 至少   乘坐   日常 家里 人口 稍微 多一些 不足 扶手箱 门上  手机  容积 一趟 三个 垃圾 续航 隔音,,4.86,0,neg,"[(0, 0.96844846), (1, 0.015448846), (2, 0.016102696)]",0
1838,有点 地方 入手 车主 做好 久等  效果 不太好 开车 音乐  清晰 传进 车子   一点 担心 整体    位置 汉子 坐在 懒腰 二郎腿 一点 档把 车门 位置 储物  水杯 毛巾 物品 续航 隔音,,4.86,0,neg,"[(0, 0.9653182), (1, 0.016614776), (2, 0.018067064)]",0
1839,本田 飞度 车子 尺寸 内部  相比之下 车子 内部 储物   门板  副驾驶 手套  一般般  台车  紧凑型 可圈可点 车身 尺寸 整体 乘坐  乘坐    地板 平整  靠背 调节 角度 坐在 车上 异味 放松 续航 隔音,,4.71,0,neg,"[(0, 0.97172934), (1, 0.013741632), (2, 0.014529034)]",0
1840,担心 汽车 抢手 预订 时间 拿到 异味 通风 散味 几天 高速  胎噪和风噪都 关窗户   动力 乘坐  储物  后备箱    座椅 软硬 适中  脚下 平坦  讨厌 凸起来 这款 有点 乘坐 颠簸  平时 抽纸 钥匙 利用率 不足  家用 动力 续航 隔音,,4.71,0,neg,"[(0, 0.9753681), (1, 0.011560913), (2, 0.013071002)]",0
1841,这车 内饰 听说 是因为 新车 原因 总会 味道 放在 车上 除臭 气味  担心  位置 系统 厘米 体重 坐在 车里 两拳  担心 后座 座椅 宽大 大腿 距离 支撑 很好 价格 大腿 酸痛 续航 隔音,,4.86,0,neg,"[(0, 0.36902097), (1, 0.013331044), (2, 0.617648)]",2
1842,地方  座椅 腿部   妻子 系统 系统 开车 束缚 一家人 出去玩 孩子 感觉   感觉 腿部  有点累 续航 隔音,,4.86,0,neg,"[(0, 0.033461235), (1, 0.3148672), (2, 0.6516715)]",2
