user-name,comment-date,content,评价,content1,分词,主题概率,主题类型,emotion_type
eVQ442255460,2021年3月6日,和家人一起去的 挺好的   停车也很方便,1.0,和家人一起去的 挺好的 停车也很方便,家人 停车,"[(0, 0.72833055), (1, 0.12023652), (2, 0.15143295)]",0,非负
eVQ442255460,2021年3月6日,妹妹快开学了 带她去溜达了一圈。挺大,1.0,妹快开学了 带她去溜达了一圈。挺大,妹快 开学 溜达 一圈 挺大,"[(0, 0.057185356), (1, 0.88586444), (2, 0.056950152)]",1,非负
faE716318479,2021年3月2日,"景区很美很漂亮，各种冰雕有艺术韵味
值得去观赏",1.0,景区很美很漂亮，各种冰雕有艺术韵味值得去观赏,景区 很漂亮 冰雕 艺术 韵味 值得 观赏,"[(0, 0.046762824), (1, 0.044744), (2, 0.90849316)]",2,非负
猫351256,2021年3月5日,一定要多穿，人还挺多的，冰灯数量一般吧,1.0,一定要多穿，人还挺多的，冰灯数量一般吧,冰灯 数量,"[(0, 0.71433824), (1, 0.13039514), (2, 0.15526664)]",0,非负
猫351256,2021年3月5日,一般般吧，灯品种少了些！去了一定要多穿点,1.0,一般吧，灯品种少了些！去了一定要多穿点,品种 穿点,"[(0, 0.11291741), (1, 0.11465397), (2, 0.77242863)]",2,非负
eVQ442255460,2021年3月6日,不错和家人一起去 去晚了 有好多化了,1.0,不错和家人一起去 去晚了 有好多化了,不错 家人 好多,"[(0, 0.78476155), (1, 0.103777364), (2, 0.11146113)]",0,非负
qEQ641883803,2021年2月16日,真的挺好的，不错夏天有机会一定再去看看,1.0,真的挺好的，不错夏天有机会一定再去看,真的 不错 夏天 机会,"[(0, 0.84784555), (1, 0.07877828), (2, 0.07337621)]",0,非负
巩丫儿,2020年10月25日,一大早差不多九点就到了，感觉很荒凉，商业街基本都关门了就挨着入口那还有几家，不用搭电瓶车溜达着一会儿就到景区入口，买票进去以后走到搭电梯那被园艺的大姐告知电梯关了，滑道也关了，得从出口路线走到游船或者索道那，...,0.0,一大早差不多九点就到了，感觉很荒凉，商业街基本都关门了就挨着入口那还有几家，不用搭电瓶车溜达着一会儿就到景区入口，买票进去以后走到搭电梯那被园艺的大姐告知电梯关了，滑道也关了，得从出口路线走到游船或者索道那，.,一大早 九点 感觉 荒凉 商业街 关门 入口 几家 不用 电瓶车 溜达 一会儿 景区 入口 买票 走到 电梯 园艺 大姐 告知 电梯 滑道 也关 出口 路线 游船 索道,"[(0, 0.97187847), (1, 0.013715638), (2, 0.014405924)]",0,负面
DqQ150561719,2021年2月21日,真心不推荐来。什么啊。唯一一个节目。还是一个八分钟的投影视频。没有解说。看的观众云里雾里的！不推荐,0.0,真心不推荐来。什么啊。唯一个节目。还是一个八分钟的投影视频。没有解说。看的观众云里雾里的！不推荐,真心 推荐 唯一 节目 八分钟 投影 视频 解说 观众 云里雾里 推荐,"[(0, 0.029374579), (1, 0.9414686), (2, 0.029156826)]",1,非负
omt406003558,2021年3月7日,特别棒冰灯,1.0,特别棒冰灯,特别 棒冰,"[(0, 0.11552573), (1, 0.116767466), (2, 0.7677068)]",2,非负
anniejiao,2021年3月7日,不错,1.0,不错,不错,"[(0, 0.6477321), (1, 0.17267312), (2, 0.17959478)]",0,非负
匿名用户,2021年2月28日,冰灯少 马马虎虎 不好停车 太多人了 一趟下来觉得那么回事,0.0,冰灯少 马虎 不好停车 太多人了 一趟下来觉得那么回事,冰灯 马虎 不好 停车 太多人 一趟 那么回事,"[(0, 0.04486811), (1, 0.045417313), (2, 0.9097146)]",2,负面
YYQ380,2021年2月17日,简直就是骗钱的。冰灯特别差还比不上哈尔滨大街上的。停车场进不来出不去。堵车堵了一小时都不动。这还要100块？简直了。特别差！,0.0,简直就是骗钱的。冰灯特别差还比不上哈尔滨大街上的。停车场进不来出不去。堵车堵了一小时都不动。这还要10块？简直了。特别差！,骗钱 冰灯 特别 比不上 哈尔滨 大街 停车场 进不来 出不去 堵车 小时 不动 特别,"[(0, 0.02588508), (1, 0.9470212), (2, 0.02709376)]",1,负面
桔觅,2021年2月13日,下午去的时候还没黑天 所以不明显 夜幕降临的时候 灯光还可以 冰灯也不错 就是感觉项目很少 有点失望,1.0,下午去的时候还没黑天 所以不明显 夜幕降临的时候 灯光还可以 冰灯也不错 就是感觉项目很少 有点失望,下午 黑天 夜幕降临 灯光 冰灯 不错 感觉 项目 失望,"[(0, 0.040398944), (1, 0.9224271), (2, 0.037173912)]",1,非负
_qqths1409365472,2021年2月18日,"停车免费，不要相信路边停车的，摆渡车单程10快，5分钟，走路1公里，自己看情况

看灯，其他景点好像没开放",1.0,停车免费，不要相信路边停车的，摆渡车单程10快，5分钟，走路1公里，自己看情况看灯，其他景点好像没开放,停车 免费 路边 停车 摆渡 单程 分钟 走路 公里 情况 看灯 景点 好像 开放,"[(0, 0.5567062), (1, 0.027512372), (2, 0.4157814)]",0,负面
JbK168363654,2021年2月15日,孩子很开心！！,1.0,孩子很开心！,孩子 开心,"[(0, 0.1193567), (1, 0.76448816), (2, 0.11615516)]",1,非负
Uxd267426382,2021年2月18日,我觉得一定要每年修一下冰滑梯让孩子们观赏游玩之后尽情玩耍。孩子们四处找可以滑冰的地方，也不安全,1.0,我觉得一定要每年修一下冰滑梯让孩子们观赏游玩之后尽情玩耍。孩子们四处找可以滑冰的地方，也不安全,滑梯 孩子 观赏 游玩 尽情 玩耍 孩子 四处 滑冰 地方,"[(0, 0.033824567), (1, 0.93441594), (2, 0.03175948)]",1,非负
FLN395627633,2021年3月3日,很好看，还赶上下雪了！虽然有点冷，但是太美了！,1.0,很好看，还赶上下雪了！虽然有点冷，但是太美了！,好看 赶上 下雪 太美,"[(0, 0.08813011), (1, 0.83663476), (2, 0.075235076)]",1,非负
RAD989849438,2021年2月2日,充分体现东奥会表现还是很不错的,1.0,充分体现东奥会表现还是很不错的,充分体现 东奥会 表现 不错,"[(0, 0.86406136), (1, 0.06772343), (2, 0.06821526)]",0,非负
一帆“沣”顺,2021年2月17日,漂亮,1.0,漂亮,漂亮,"[(0, 0.22744197), (1, 0.18410645), (2, 0.5884516)]",2,非负
zgm_tg,2021年2月19日,还行吧 就是雕塑少了点 与往年雷同的多 希望有更多样式的雕塑 可以像哈尔滨多学习,1.0,还行吧 就是雕塑少了点 与往年雷同的多 希望有更多样式的雕塑 可以像哈尔滨多学习,还行 雕塑 往年 雷同 希望 多样式 雕塑 哈尔滨 学习,"[(0, 0.036928326), (1, 0.035423674), (2, 0.92764795)]",2,非负
he12345he00000,2021年3月1日,冰灯开始出现融化，山体光影秀不错,1.0,冰灯开始出现融化，山体光影秀不错,冰灯 融化 山体 光影 不错,"[(0, 0.07677617), (1, 0.86262757), (2, 0.060596302)]",1,非负
CXp952687453,2021年2月28日,今年的特别小而且也没意思，就有些灯,1.0,今年的特别小而且也没意思，就有些灯,特别 没意思,"[(0, 0.12237701), (1, 0.13360827), (2, 0.74401474)]",2,负面
IVi134685291,2021年3月1日,过年冰灯傍晚去的，人太多了，应该早去,1.0,过年冰灯傍晚去的，人太多了，应该早去,过年 冰灯 傍晚 人太多,"[(0, 0.8587389), (1, 0.07139459), (2, 0.069866516)]",0,非负
轩洋宝贝2009,2021年2月28日,不错哦带孩子去的哦。人不多哦！冰有些化了,1.0,不错哦带孩子去的哦。人不多哦！冰有些化了,不错 孩子 人不多,"[(0, 0.7935689), (1, 0.11641319), (2, 0.090017915)]",0,非负
明白世界糊涂生存,2021年2月26日,冰滑梯不能用，二，十年前去过幸福满满，在去无味了,0.0,冰滑梯不能用，二，十年前去过幸福满，在去无味了,滑梯 十年 前去 幸福 无味,"[(0, 0.061062153), (1, 0.05874813), (2, 0.8801897)]",2,非负
pvz255222492,2021年2月16日,"体验太糟糕了，人多，堵车
最后两公里走了一个小时，走的时候停车场非要交现金20，难怪那么堵",0.0,体验太糟糕了，人多，堵车最后两公里走了一个小时，走的时候停车场非要交现金20，难怪那么堵,体验 糟糕 人多 堵车 两公里 小时 停车场 非要 现金,"[(0, 0.072648), (1, 0.8911366), (2, 0.036215436)]",1,负面
啊啊啊啊啊雨825,2021年2月28日,啥也没有，都不开放，很失望不值得,0.0,啥也没有，都不开放，很失望不值得,开放 失望 值得,"[(0, 0.09899372), (1, 0.801351), (2, 0.09965529)]",1,非负
匿名用户,2021年2月14日,一般，不值门票钱，灯光秀做的很没有创意，冰雕还可以，数量比较少，略坑,0.0,一般，不值门票钱，灯光秀做的很没有创意，冰雕还可以，数量比较少，略坑,不值 门票 灯光 创意 冰雕 数量,"[(0, 0.05874725), (1, 0.050816976), (2, 0.89043576)]",2,负面
rose307460673,2021年3月1日,只有冰灯开放了，其他都没有开放,0.0,只有冰灯开放了，其他都没有开放,冰灯 开放 开放,"[(0, 0.096478604), (1, 0.8108038), (2, 0.09271758)]",1,非负
轩洋宝贝2009,2021年2月28日,还凑吧人不是很多，带孩子一起去的,1.0,还凑吧人不是很多，带孩子一起去的,孩子,"[(0, 0.18588506), (1, 0.641174), (2, 0.17294094)]",1,非负
祖祖辈,2021年2月23日,都快化了咋整就适合开车去，差点走着回家,0.0,都快化了咋整就适合开车去，差点走着回家,快化 咋整 适合 开车 差点 回家,"[(0, 0.051947434), (1, 0.8909423), (2, 0.05711031)]",1,非负
lHe240852894,2021年2月14日,什么都没有，进门到参观完唯一的景点水晶洞，只需20分钟。白天什么都没有，晚上据说才有灯。谁能等。,0.0,什么都没有，进门到参观完唯一的景点水晶洞，只需20分钟。白天什么都没有，晚上据说才有灯。谁能等。,进门 参观 唯一 景点 水晶 分钟 白天 晚上,"[(0, 0.04597556), (1, 0.910429), (2, 0.043595392)]",1,非负
初春的露水,2021年3月1日,冰灯很不错,1.0,冰灯很不错,冰灯 不错,"[(0, 0.74270874), (1, 0.13277933), (2, 0.1245119)]",0,非负
Qva166918811,2021年2月28日,啥也没有，太不值了。哪也去不了???,0.0,啥也没有，太不值了。哪也去不了?,不值,"[(0, 0.17469028), (1, 0.16980174), (2, 0.6555079)]",2,负面
he12345he00000,2021年3月1日,不错,1.0,不错,不错,"[(0, 0.6477763), (1, 0.17266992), (2, 0.17955379)]",0,非负
Ben805012,2021年2月21日,冰灯一般没啥意思价钱贵后面的景点也都没有开,0.0,冰灯一般没啥意思价钱贵后面的景点也都没有开,冰灯 啥意思 价钱 景点,"[(0, 0.82733715), (1, 0.07389669), (2, 0.098766185)]",0,非负
匿名用户,2021年2月25日,真的很一般，不值。。真的很不值。。,0.0,真的很一般，不值。真的很不值。,真的 不值 真的 不值,"[(0, 0.084782906), (1, 0.06942872), (2, 0.84578836)]",2,负面
zhaoying806,2021年2月19日,每年都会去孩子喜欢。京郊溜娃的好地方。,1.0,每年都会去孩子喜欢。京郊溜娃的好地方。,孩子 喜欢 京郊 地方,"[(0, 0.07009525), (1, 0.8605766), (2, 0.06932814)]",1,非负
匿名用户,2021年2月17日,这个冰灯有点坑，别的地方不开放，半小时就玩完了，还没路上时间长。,0.0,这个冰灯有点坑，别的地方不开放，半小时就玩完了，还没路上时间长。,冰灯 地方 开放 半小时 玩完 路上 时间,"[(0, 0.047373585), (1, 0.90582055), (2, 0.04680587)]",1,非负
匿名用户,2021年2月19日,还可以吧，第二次去了，没有第一次好玩，也因为疫情原因。，玩的不痛快,0.0,还可以吧，第二次去了，没有第一次好玩，也因为疫情原因。，玩的不痛快,第二次 第一次 好玩 疫情 原因 痛快,"[(0, 0.056842886), (1, 0.05749426), (2, 0.88566285)]",2,非负
HlC380343641,2021年2月23日,太失望了，失败的一次出行。冰灯化成水了,0.0,太失望了，失败的一次出行。冰灯化成水了,失望 失败 出行 冰灯 化成,"[(0, 0.05769167), (1, 0.88559985), (2, 0.056708444)]",1,非负
zgm_tg,2021年2月19日,冰雕不够多 半小时看完 不过瘾 希望明年更多 雕塑更多样,0.0,冰雕不够多 半小时看完 不过瘾 希望明年更多 雕塑更多样,冰雕 半小时 过瘾 希望 明年 雕塑 多样,"[(0, 0.90405893), (1, 0.04527115), (2, 0.05066993)]",0,非负
HlC380343641,2021年2月23日,失望的一次旅行，冰灯都化成水了,0.0,失望的一次旅行，冰灯都化成水了,失望 旅行 冰灯 化成,"[(0, 0.07202569), (1, 0.8585406), (2, 0.06943368)]",1,非负
倾城夏微热Nancy,2021年2月17日,"太差了，太坑爹了
开车两个多小时。进去十分钟没去的千万别去了太不值得跑一趟。",0.0,太差了，太坑爹了开车两个多小时。进去十分钟没去的千万别去了太不值得跑一趟。,太差 太坑 开车 两个 小时 十分钟 没去 别去了 值得 一趟,"[(0, 0.03479332), (1, 0.03293716), (2, 0.9322695)]",2,负面
匿名用户,2021年2月27日,美极了！！,1.0,美极了！,美极了,"[(0, 0.16867459), (1, 0.169624), (2, 0.6617014)]",2,非负
匿名用户,2021年2月27日,美极了！！,1.0,美极了！,美极了,"[(0, 0.16867356), (1, 0.16961718), (2, 0.66170925)]",2,非负
Ben805012,2021年2月21日,冰灯很小一个地方，一般般，门票不值这个钱,0.0,冰灯很小一个地方，一般，门票不值这个钱,冰灯 很小 地方 门票 不值,"[(0, 0.065348186), (1, 0.068090156), (2, 0.86656165)]",2,非负
ukk97081563,2021年2月21日,人太多了，看照片挺好看的，到了现场没啥感觉,0.0,人太多了，看照片挺好看的，到了现场没啥感觉,人太多 照片 好看 现场 感觉,"[(0, 0.8747638), (1, 0.062314942), (2, 0.06292128)]",0,负面
匿名用户,2020年12月6日,"《不虚此行》
今年十一不一般，
观祖国大好河山。
推荐延庆龙庆峡，
真是值得爬一爬。
有山有水有松鼠，
有吃有喝有感触。
轻舟已过万重山，
身临其境不简单。
朋友圈里看一看，
感受不到受局限。
不如亲自见一见，
神造万物奇惊叹！",1.0,《不虚此行》今年十一不一般，观祖国大好河山。推荐延庆龙庆峡，真是值得爬一爬。有山有水有松鼠，有吃有喝有感触。轻舟已过万重山，身临其境不简单。朋友圈里看一看，感受不到受局限。不如亲自见一见，神造万物奇惊叹！,不虚此行 十一 祖国 大好河山 推荐 延庆 龙庆峡 值得 有山有水 松鼠 有吃有喝 感触 轻舟 已过 万重山 身临其境 简单 朋友 圈里 看一看 感受 不到 局限 一见 神造 万物 惊叹,"[(0, 0.97419316), (1, 0.01276786), (2, 0.013039003)]",0,非负
珠圆玉润0314,2021年2月20日,太差劲了，一点也不好，冰都化了，不值,0.0,太差劲了，一点也不好，冰都化了，不值,差劲 一点 不好 冰都化 不值,"[(0, 0.6741059), (1, 0.058301713), (2, 0.2675924)]",0,负面
苗陈氏,2021年2月19日,还可以，就是走很多路才能到，进出人流不能分开，还挺挤的,1.0,还可以，就是走很多路才能到，进出人流不能分开，还挺挤的,进出 人流 分开,"[(0, 0.088154465), (1, 0.8232753), (2, 0.088570215)]",1,非负
