content,class,fenci
他们用几万几十万的钱与自己的能力努力，收获了单纯几百万块钱也得不到的东西那么你拿着三千元同样可以通过自己的努力和能力体验到更高级的生活。哪怕只提升一点点舒适了，那也是自己坚实的一步。加油吧,相对剥夺,能力 努力 收获 得不到 努力 能力 体验 提升 舒适 坚实 加油
回复  :电竞也不是普通人能选择的，就不说大环境和家庭，很少很少的人有这个天分，人人都是最强王者吗,相对剥夺,回复 普通人 选择 环境 家庭 天分 最强 王者
热爱电竞的几亿年轻人就看不见呗？视频鼓励我们追求热爱，发货创造力和想象力，到你们这全是钱钱钱，青少年还在为热爱努力奋斗，反倒是你们在灌输资本的思想,群体对立,热爱 年轻人 看不见 视频 鼓励 追求 热爱 发货 创造力 想象力 热爱 资本 思想
很多主都是自己奋斗来的成绩 才有了你看到的样子 徐大虾老番茄等等都是普通人,相对剥夺,奋斗 成绩 样子 大虾 番茄 普通人
回复  :复旦大学的普通人,相对剥夺,回复 普通人
一个月3000，有钱人啊我一个月才1800。,相对剥夺,有钱人
自信点我们也可以玩的，不吃不喝好几年，谁看不起谁呀！大不了，这辈子不吃不喝，也要玩一次！！！,相对剥夺,自信 看不起
每个人的热爱不同罢了，月薪3就不能有自己所热爱的嘛,不良示范,热爱 月薪 热爱
确实，谁不想像那些同龄人一样，不用担心物质那些现实方面的问题，一往无前的向前冲呢？,相对剥夺,确实 想像 同龄人 不用 担心 物质 现实
我不配作后浪,不良示范,不配 后浪
回复  :那，这些选择是你所热爱的吗。,不良示范,回复 选择 热爱
回复  :这些选择不都是因为生活吗？能随心所欲的选择需要什么不用说吧？而当时的你有那个东西能支持你做选择吗？有多少人为着生活奋斗呢？做自己想做的还没做完怕是就饿死了。,相对剥夺,回复 选择 选择 支持 选择 人为 奋斗 完怕 饿死
回复  :可是我想选择用学英语、去跳伞、去打游戏、去热爱、享受生活，,相对剥夺,回复 选择 跳伞 热爱 享受
回复  :那请问我怎么做才可以选择去遥远地方旅行呢,相对剥夺,回复 请问 选择 遥远 地方
回复  :我觉得，你们可能对所谓“选择的权利”有什么误解。选择的权利，并不意味着你在选择后就能坐享其成，并不意味着你在决定后就能坐享其成。做选择，是要付出代价的。这在任何时代，任何地方，都一样。别抱怨自己没有选择，把选择摆在你面前，你敢选吗？也请不要指责人与人的不平等，别人有资格，要么是他天分更高，更能玩命，要么是他的父母天分更高，更能玩命。迫于生活而做出选择是否限制了你？我不知道。我只知道，那些抱怨婚姻限制自己的人，就算一辈子单身，也成不了玛丽居里。那些抱怨自己没钱的人，就算被送去迪拜也还是一个怂样。那些抱怨没有天赋的人，就算有了天赋也成不了罗。以上。,不良示范,回复 选择 权利 误解 选择 权利 意味着 选择 意味着 选择 时代 地方 抱怨 选择 选择 摆在 指责 平等 资格 天分 玩命 父母 天分 玩命 做出 选择 抱怨 婚姻 单身 抱怨 没钱 送去 抱怨 天赋 天赋
我觉得吧，大多数父母应该有说过努力就是为了让自己以后多条选择，多条路，的话吧？你们难道从来没对这句话有所思考吗？现在已经是个努力就有机会选择的时代啦。你们拥有选择的权利，不让怎么会让你们去奋斗呢？早在你人生中的一开始就有人告诉过你们啦，转折点转折点，懂吗？你考不好当然不会让你死，但考好啦可以在某个将来，面对一份刚好各项指标都有就是需要学历的工作时不会遗憾。这就是这个时代给予的，这个国家强大才有的，你看看以前学习再好有啥用？高考的确不会是你人生的终结，但它能让你更轻松多条路。我的姐姐当初也觉得学习没啥用，结果现在跳槽时又得狂补英语。不要说自己出生就不如别人，你就因为这样就不去努力，可不就是找借口吗？要有长远的目光啊，朋友,相对剥夺,父母 努力 选择 思考 努力 机会 选择 时代 拥有 选择 权利 不让 奋斗 人生 告诉 转折点 转折点 懂吗 考好 面对 指标 学历 遗憾 时代 给予 国家 强大 学习 高考 人生 终结 轻松 姐姐 学习 跳槽 出生 努力 借口 目光 朋友
我们人生终会遇见种种不公，它会让我们很绝望，但这不代表可以不努力啦，因为你不努力啦谁会管你，你只会越来越不平衡，把想理所当然不付出代价选择自己喜欢的东西理解成选择。真的有点懒啦。选择，你一些事曾经的时代你再努力也没有，但现在，比起曾经比起那些时代的人，他们眼中的我们，真的有了只要努力就可以做成很多事的权利。你们现在觉得理所当然的东西才是他们羡慕的。就是因为人拥有了什么才会去看自己没有的东西所以永远不会满足。没看出来吗，这是在以曾经说我们毁了的80年代的人的演讲，他们比的是曾经，比的是现在已经很富强的社会，比的是曾经比现在不公平一万倍的20年前。20年，仅仅20年，感叹一下是理所当然的吧。我觉得《后浪》这部片子真的挺好的，如果你以一个历史来看缤纷世界的角度。,相对剥夺,人生 遇见 不公 绝望 代表 努力 努力 平衡 选择 喜欢 理解 选择 选择 时代 努力 时代 努力 做成 权利 羡慕 拥有 演讲 富强 社会 公平 感叹 后浪 片子 历史 世界 角度
只有当你比别人优秀，你才有选择的权利。,相对剥夺,优秀 选择 权利
大部分普通人都是被选择，并没有像宣传片一样选择生活。,相对剥夺,普通人 选择 宣传片 选择
像你现在能看站，能上网，这就是你选择的权利。你拥有整个网络的知识，你可以在上面搜索到任何你想要学习的东西，这就是这个时代给你最好的东西。所以不要自己浪费了时间，还觉得是时代辜负了你。,相对剥夺,上网 选择 权利 拥有 网络 知识 搜索 想要 学习 时代 浪费 时间 时代 辜负
回复  :选择下一顿给老板交多少业绩或者选择下一顿吃包菜心还是酸菜根,相对剥夺,回复 选择 老板 业绩 选择 包菜 酸菜
嘉倩超棒的，我给你捞上去嘉倩有几个镜头呢，广东的夏天已经到啦，冰岛那边还是白雪皑皑吧?不管相隔多远，望一路向北，继续前行，干杯~青年人先可以将中国变成一个有声的中国：大胆地说话，勇敢地进行，忘掉一切利害，推开古人将自己的真心话发表出来。——鲁迅,不良示范,镜头 相隔 前行 干杯 青年人 大胆 说话 勇敢 忘掉 利害 推开 古人 发表
嘉倩好棒，我们一定一定要礼物一起加油下去呀！,不良示范,礼物 加油
我的宝藏女孩和她的书还有大鹅朋友出镜了呢,不良示范,女孩 朋友 出镜
喂兔子的鹅冲冲冲！,其他,兔子
回复  :这句话就是出自鲁迅吧。。。,不良示范,回复 出自
你们拥有选择的权利,相对剥夺,拥有 选择 权利
只能说加油吧,相对剥夺,只能 加油
这个视频是在赞美当代青年，就好像那个选择的权利一样，你确实有权利选择，但完成你的选择的能力需要自己来获取，赞美不代表无限的给予，更不代表赞美的是普遍情况,相对剥夺,视频 好像 选择 权利 确实 权利 选择 选择 能力 获取 代表 无限 给予 代表 情况
是的，但只是希望，在看清生活本质的同时，不忘心里有火，眼里有光,不良示范,希望 看清 本质
回复  :你觉得她能代表农村人的普适性，也难怪你会认同这个视频,污名化,回复 代表 农村 普适性 认同 视频
回复  :农村孩子还是大多数,相对剥夺,回复 农村 孩子
为什么这样的演讲就会被说成毒鸡汤，打鸡血呢？为什么这样一份视频就会被说成资本的投名状呢？为什么总有不少人用偏执的眼光关联利益二字呢？类似这样的话穿插在各种缝隙之间，或许是世界不同？成长和遇见不同？这些不同并不是什么坏事，思想的碰撞与矛盾总能激发无穷的智慧。只希望，心怀感恩，永远乐观。吃不饱穿不暖的大时代都挺过来了；身心折磨，头破血流的时代如果咬牙挺过去，会是什么样的景象呢？,相对剥夺,演讲 成毒 鸡汤 鸡血 视频 说成 资本 名状 人用 偏执 眼光 利益 类似 缝隙 世界 成长 遇见 坏事 思想 碰撞 矛盾 总能 激发 希望 心怀 感恩 乐观 时代 身心 折磨 头破血流 时代 咬牙 景象
回复  :兄弟农村真没你想的那么差，稍微好一点的农村就能上网了,污名化,回复 兄弟 农村 农村 上网
穿过迷茫找到答案，可是已不再年轻,不良示范,穿过 找到 答案 年轻
看完了之后真是好有感触，我才是个初中生，不读书还能做什么呢，我们只是普通人，只有读书，学习，才是未来的出路。高考，是我们普通人唯一和别人竞争的机会，机会真的只有一次。妈妈一直告诉我，你现在能承受多少，你将来就能得到多少。是啊，努力，才是出路！学习吧，永远都不会晚。我向往我希望的生活。好了！我去学习了！珍惜当下，从现在开始，你幻想的生活，都决定于你自己！加油啊！,相对剥夺,看完 感触 读书 普通人 读书 学习 出路 高考 普通人 机会 机会 妈妈 告诉 承受 努力 出路 学习 希望 学习 珍惜 幻想 加油
加油，珍惜当下,不良示范,加油 珍惜
加油！未来是你们的,不良示范,加油
"并不是""不读书还能做什么呢""，演讲里面提到了""选择的权利""，读书是一种选择，不读书也是一种选择，可以学一门手艺，可以学一项技能……，但是读书可以让你选择更多，或者该说，学习让你有更多的选择，不只是在学校才叫读书",相对剥夺,读书 演讲 提到 选择 权利 读书 选择 读书 选择 手艺 技能 读书 选择 学习 选择 学校 读书
