评论,fenci,情感分类,主题概率,主题类型
镜面的屏幕不错，但是边框是镜面的就很容易磨花了，屏幕边框扣下来就和笔记本的相应位置发生摩擦，就花了，很不安逸。,镜面 屏幕 不错 边框 镜面 屏幕 边框 扣下来 笔记本 位置 发生 摩擦 安逸,neg,"[(11, 0.7395934), (13, 0.1991181)]",11
电池占据了后部的全部位置，致使其余三个方向的接口位置显得较为拥挤。操作系统是的，反应速度有点慢。,电池 占据 后部 位置 致使 三个 方向 接口 位置 显得 拥挤 操作系统 反应速度,neg,"[(0, 0.10326459), (2, 0.83543617)]",2
重量是重了点，长时间运行热量还是有点的，带基本就是鸡肋，小本还是用，驱动盘中竟然没有驱动，需要网上去找，比较麻烦,重量 长时间 运行 热量 鸡肋 驱动 盘中 驱动 网上 麻烦,neg,"[(4, 0.91553503)]",4
不知道为何音箱老是产生回响，稍微靠近了，就有回响产生，很刺耳。不过是小问题呢。,音箱 回响 稍微 靠近 回响 刺耳,neg,"[(0, 0.01021245), (1, 0.01021245), (2, 0.010212569), (3, 0.86723757), (4, 0.010212482), (5, 0.01021252), (6, 0.010212467), (7, 0.010212499), (8, 0.010212492), (9, 0.010212516), (10, 0.010212484), (11, 0.010212471), (12, 0.010212463), (13, 0.010212537)]",3
电池续航能力不太好，只有一个半小时。介绍里说的“华硕靓彩技术 ”不知道怎么启动。,电池 续航 能力 不太好 一个半 小时 介绍 华硕 靓彩 技术 启动,neg,"[(0, 0.41702726), (9, 0.5114797)]",9
左侧接口靠的太近，外接设备大点。就不能同时插。光驱声音不是一般的大啊。手写软件是鸡肋，没什么用。扩展卡插槽不是通用型，难道是以后的趋势。以前买无线网卡不能用了。,左侧 接口 接设备 光驱 声音 手写 软件 鸡肋 没什么 扩展卡 插槽 通用型 趋势 无线 网卡,neg,"[(1, 0.70150256), (10, 0.18882781), (13, 0.060520098)]",1
"如果不装电池,光盘转动有很大的共振,主要是电池位设置在右手手托这边的缘故.",电池 光盘 很大 共振 电池 设置 右手 手托 缘故,neg,"[(9, 0.90710604)]",9
没有蓝牙，没有自带操作系统，光驱工作噪音大，开机较慢，安装时会重启，要多几次才可以成功（盘没有问题）可能和光驱振动有关。外壳容易留下手指印。,蓝牙 自带 操作系统 光驱 工作 噪音 开机 较慢 安装 时会 重启 几次 成功 光驱 振动 外壳 留下 手指,neg,"[(1, 0.15405299), (8, 0.3751527), (12, 0.4294081)]",12
读盘时，声音响。,读盘 声音,neg,"[(0, 0.023813007), (1, 0.6904307), (2, 0.023813015), (3, 0.023812924), (4, 0.023812903), (5, 0.023812942), (6, 0.023813052), (7, 0.023812875), (8, 0.023812948), (9, 0.02381371), (10, 0.023812942), (11, 0.023812998), (12, 0.023812875), (13, 0.023813106)]",1
左侧接口靠的太近，外接设备大点。就不能同时插。光驱声音不是一般的大啊。,左侧 接口 接设备 光驱 声音,neg,"[(0, 0.011908419), (1, 0.0119084455), (2, 0.011908503), (3, 0.0119084325), (4, 0.2952549), (5, 0.01190841), (6, 0.011908523), (7, 0.011908415), (8, 0.5618437), (9, 0.0119085265), (10, 0.011908431), (11, 0.011908456), (12, 0.011908392), (13, 0.011908485)]",8
风扇声音大，简直是鸡肋，原本想买045（只有1内存，）才4888元，今天一看返现200元，后悔啊，没听朋友的话。,风扇 声音 鸡肋 原本 想买 内存 返现 后悔 朋友,neg,"[(9, 0.9071043)]",9
散热不行，一热起来，系统就慢了，哎，买了个散热底座没效果，郁闷,散热 不行 系统 散热 底座 效果 郁闷,neg,"[(7, 0.8839182)]",7
送的鼠标太垃圾了，按起来硬不说了，还有噪音，手感也超不好，只能在买一个了,鼠标 垃圾 噪音 手感 不好 只能,neg,"[(0, 0.0102055), (1, 0.01020548), (2, 0.010205471), (3, 0.010205475), (4, 0.010205457), (5, 0.010205494), (6, 0.010205482), (7, 0.010205497), (8, 0.010205486), (9, 0.53416705), (10, 0.010205495), (11, 0.3433671), (12, 0.010205514), (13, 0.010205472)]",9
散热有点不行。,散热 不行,neg,"[(0, 0.02381045), (1, 0.023810333), (2, 0.023810422), (3, 0.023810342), (4, 0.02381038), (5, 0.023810364), (6, 0.023810301), (7, 0.69046515), (8, 0.02381054), (9, 0.023810353), (10, 0.02381033), (11, 0.023810338), (12, 0.023810335), (13, 0.023810323)]",7
"不带操作系统,要自装;配送的鼠标线太短了哦,其他的正在查找,目前感觉音质好像不是很好.",操作系统 自装 配送 鼠标 太短 查找 感觉 音质 好像,neg,"[(6, 0.9070796)]",6
光驱声音大，不知道是不是缺点？,光驱 声音 缺点,neg,"[(0, 0.017857617), (1, 0.017857656), (2, 0.017857613), (3, 0.017857619), (4, 0.01785762), (5, 0.017857607), (6, 0.017857624), (7, 0.017857596), (8, 0.017857675), (9, 0.7678509), (10, 0.017857607), (11, 0.017857624), (12, 0.017857637), (13, 0.01785764)]",9
诶诶诶诶诶，太差运气了，买了不到2天就又降了200大洋。虽说数码产品价格幅度是变化大，但是本人还是觉得很郁闷的，希望所加点积分做补偿了。,运气 不到 大洋 数码产品 价格 幅度 变化 郁闷 希望 加点 积分 补偿,neg,"[(2, 0.9284737)]",2
声音不好听，但奥特蓝星据说是笔记本最好的；,声音 不好 奥特 蓝星 笔记本,neg,"[(0, 0.01190641), (1, 0.01190645), (2, 0.011906451), (3, 0.011906427), (4, 0.011906411), (5, 0.011906424), (6, 0.011906472), (7, 0.0119064255), (8, 0.8452161), (9, 0.011906599), (10, 0.011906435), (11, 0.01190644), (12, 0.011906411), (13, 0.01190652)]",8
电池时间有点短们也就两小时不到。面板易脏。前几天我装了个酷狗音乐，没把酷狗的什么快捷键关掉，结果运行的时候不小心按了个右键导致死机了,电池 时间 小时 不到 面板 几天 个酷 音乐 酷狗 快捷键 关掉 运行 小心 按了 右键 导致 死机,neg,"[(8, 0.9149633), (11, 0.03737464)]",8
是否送鼠标和是否内置麦克风事先不说明，客服咨询部分客服回答也有些不负责任。。。害得我多买了一个鼠标和耳麦。。。,鼠标 内置 麦克风 事先 客服 咨询 客服 回答 不负责任 害得 鼠标 耳麦,neg,"[(1, 0.92850685)]",1
装系统不好装，不识别折腾了一个下午也没装上，最后还是找的公司的网管帮忙装的。,系统 不好 识别 折腾 下午 没装 公司 网管 帮忙,neg,"[(10, 0.16244985), (13, 0.7517745)]",13
声音有点不好，电池的确不经用，也就1个多小时就没了。的温度一直在50度以上，不知道什么回事,声音 不好 电池 不经 小时 没了 温度 回事,neg,"[(9, 0.8967793)]",9
看评论说有卖到4299还送瑞星杀毒，就是不知道是何时，如果消息属实，那确实会有点郁闷！,评论 卖到 瑞星 杀毒 消息 属实 确实 郁闷,neg,"[(9, 0.89674246)]",9
就是玩游戏不知道怎么回事，初次测试显示有问题，再试试看再说。,玩游戏 怎么回事 初次 测试 显示 试试看,neg,"[(0, 0.010212177), (1, 0.867241), (2, 0.010212229), (3, 0.01021221), (4, 0.010212207), (5, 0.010212186), (6, 0.010212245), (7, 0.010212197), (8, 0.010212432), (9, 0.010212301), (10, 0.010212187), (11, 0.010212202), (12, 0.010212197), (13, 0.010212229)]",1
外形尺寸偏大，有点像13寸本子的模具，钢琴漆面外壳容易划伤。,外形尺寸 有点像 本子 模具 钢琴漆 外壳 划伤,neg,"[(9, 0.5685261), (12, 0.32422128)]",9
1、屏幕反光太历害了，想出镜面屏的人太缺德了。没办法，我找一圈，发现只有 系统有款是普屏的，太贵了。,屏幕 反光 历害 镜面 缺德 办法 一圈 发现 系统 有款 普屏 太贵,neg,"[(11, 0.92846906)]",11
更新自己的显卡驱动会造成灯和亮度冲突，导致电池开机会黑屏，联系了客服才换原装驱动解决问题，还有就是虽然屏幕是12寸，但是是13寸的机器……无语啊，三星骗人啊,更新 显卡 驱动 亮度 冲突 导致 电池 机会 黑屏 客服 原装 驱动 解决问题 屏幕 机器 无语 三星 骗人,neg,"[(9, 0.9510975)]",9
六芯电池突出一块，影响美观；重量比一般上网本略重；触摸板反应不灵敏，左右键不太适应；没有配件（鼠标、包包）；价格略高,电池 一块 影响 美观 重量 上网 触摸板 不灵敏 配件 鼠标 包包 价格,neg,"[(0, 0.7025495), (2, 0.23145895)]",0
六心电池装在后面突出一大块影响美观，速度慢机器有点卡，放歌一停顿一停顿，重量比一般的上网本重，触摸板鼠标反应不灵敏，滑的区域太小，,电池 一大块 影响 美观 速度慢 机器 放歌 停顿 停顿 重量 上网 触摸板 鼠标 不灵敏 区域 太小,neg,"[(5, 0.09345955), (11, 0.85606605)]",11
"触摸板太小不好用,6芯电池太大太重而且笔记本就不能平放了(所以还准备买个3芯电池),镜面屏幕反光,不是版,无赠品.中通快递太低端了,太慢,建议不要省邮费.",触摸板 太小 不好 电池 太重 笔记本 平放 电池 镜面 屏幕 反光 赠品 中通 快递 低端 太慢 建议 邮费,neg,"[(9, 0.73992914), (10, 0.21493378)]",9
配件太少了，我买的是高配版的，居然就一主机，一电源，一大点，没了。没有鼠标，内胆包，外包就更别提了，擦布也别想，应该再配一标电。,配件 配版 主机 电源 一大 鼠标 内胆 外包 别提 擦布 也别 再配 标电,neg,"[(9, 0.93359894)]",9
"配置一般吧,可能小本基本都这样,带出去是很便携的. 司马赠品包包,鼠标,内胆都不送的",配置 便携 司马 赠品 包包 鼠标 内胆 不送,neg,"[(1, 0.60167676), (9, 0.30297402)]",1
1) 不带包，外出的时候只好装我大本的包里携带；,外出 只好 大本 包里 携带,neg,"[(0, 0.011915149), (1, 0.84510297), (2, 0.011915152), (3, 0.0119151585), (4, 0.011915209), (5, 0.01191517), (6, 0.011915149), (7, 0.011915157), (8, 0.011915156), (9, 0.011915149), (10, 0.011915152), (11, 0.011915149), (12, 0.011915149), (13, 0.011915162)]",1
好像比较霉。1、6月14日下单，16日付款，25日等不了上中通自提，送货近10天！2、不知是驱动问题还是机器问题，触摸板一旦打开就会老右击，及都一样。现在只能用鼠标。3、系统不是。,好像 下单 付款 通自 送货 不知 驱动 机器 触摸板 打开 右击 只能 鼠标 系统,neg,"[(4, 0.16435738), (6, 0.77847636)]",6
预装的系统不好，回来还得费劲重装，内存小了点，如果能配套有2的选择就好了,预装 系统 不好 回来 费劲 重装 内存 配套 选择,neg,"[(1, 0.16529675), (8, 0.2625166), (9, 0.49359265)]",9
显示分辨率是1024*576，很多东西显示不全，为何不设计成1024*600？,显示 分辨率 东西 显示 设计,neg,"[(0, 0.011909065), (1, 0.011908917), (2, 0.011909025), (3, 0.011908908), (4, 0.011908923), (5, 0.011908935), (6, 0.011908907), (7, 0.01190899), (8, 0.011908934), (9, 0.84518343), (10, 0.011909027), (11, 0.011908928), (12, 0.011908949), (13, 0.011909075)]",9
比新贵80多~~比贵100~~~但我比较信任京东~~~而且在天津还有自提~~贵100还是不爽~~,新贵 信任 京东 天津 不爽,neg,"[(0, 0.011913773), (1, 0.8451204), (2, 0.011913846), (3, 0.011913805), (4, 0.011913784), (5, 0.011914136), (6, 0.01191379), (7, 0.0119137615), (8, 0.011913809), (9, 0.011913768), (10, 0.011913784), (11, 0.01191381), (12, 0.011913761), (13, 0.011913819)]",1
国产代工，电池部分设计不合理，装上电池后，与键盘平行的那一面有一点点高起来，有可能与屏接触。,国产 代工 电池 设计 不合理 电池 键盘 平行 一点点 接触,neg,"[(1, 0.097147875), (7, 0.15794231), (12, 0.6734454)]",12
1、散热确实是一般，尤其是左上角，用一会就会比较热，当然不至于烫手。,散热 确实 左上角 一会 烫手,neg,"[(0, 0.84520894), (1, 0.011906959), (2, 0.011906973), (3, 0.01190696), (4, 0.011906974), (5, 0.011907045), (6, 0.011906995), (7, 0.011907216), (8, 0.011906986), (9, 0.01190703), (10, 0.011906975), (11, 0.011906996), (12, 0.011906959), (13, 0.011906995)]",0
1、电池只是3芯而已,电池,neg,"[(0, 0.035714768), (1, 0.035714656), (2, 0.035714775), (3, 0.035714652), (4, 0.03571473), (5, 0.035714697), (6, 0.03571465), (7, 0.03571465), (8, 0.03571472), (9, 0.53570896), (10, 0.035714664), (11, 0.035714664), (12, 0.035714727), (13, 0.035714716)]",9
"和其他比起来, 这款机器还是有点贵的. 另外大陆始终没有引进高分屏的版本, 很遗憾. 升级内存需要拆键盘, 对一般用户可能会是个问题.",机器 大陆 始终 引进 高分 版本 遗憾 升级 内存 键盘 用户,neg,"[(1, 0.8138332), (11, 0.11468275)]",1
预装的**系统太复杂，不适合家用，价钱也有点高高。,预装 系统 适合 家用 价钱 高高,neg,"[(0, 0.010212888), (1, 0.0102133), (2, 0.0102129), (3, 0.010212882), (4, 0.01021288), (5, 0.010213047), (6, 0.010212948), (7, 0.8672317), (8, 0.010212969), (9, 0.010212927), (10, 0.01021291), (11, 0.010212887), (12, 0.010212883), (13, 0.010212905)]",7
"价格还可以再往下一点(港行这个价钱可是双电+内包+),3芯电池有点小,1内存有点小,最重要的是分辨率是1024*576,这个有点烦",价格 再往 一点 港行 价钱 电池 内存 分辨率 有点烦,neg,"[(2, 0.110699765), (13, 0.8035126)]",13
稍微重了点，在就是不支持蓝牙，让人很郁闷，买了个无线蓝牙罗技鼠标，不能用~！在其他的还没有发现什么,稍微 支持 蓝牙 郁闷 无线 蓝牙 罗技 鼠标 发现,neg,"[(2, 0.3166747), (6, 0.5975445)]",6
系统的驱动装起来比较麻烦，还有就是光驱读盘时声音较大，不过一般光驱用的较少，可以接受,系统 驱动 麻烦 光驱 读盘 声音 较大 光驱 较少 接受,neg,"[(4, 0.40587968), (9, 0.5161531)]",9
"有点重!虽说我很壮,但是背着也费力!尤其是单肩包,又买了个双肩包!还算可以!不过热天就是背着热!直接扔家里了!再也没带过!刚开始还好!用了三天后开始风扇开始有小噪音了!影响心情!",背着 费力 单肩 双肩包 热天 背着 家里 再也 还好 三天 风扇 噪音 影响 心情,neg,"[(6, 0.93804175)]",6
十分想不明白，为什么显卡是2显存。,想不 明白 显卡 显存,neg,"[(0, 0.014293343), (1, 0.014293365), (2, 0.014293346), (3, 0.014293372), (4, 0.014293345), (5, 0.014293349), (6, 0.8141864), (7, 0.014293352), (8, 0.014293349), (9, 0.014293367), (10, 0.014293364), (11, 0.014293355), (12, 0.014293342), (13, 0.014293345)]",6
内存是3的话就更好了~,内存 更好,neg,"[(0, 0.023810487), (1, 0.023810463), (2, 0.023810495), (3, 0.023810577), (4, 0.023810675), (5, 0.023810444), (6, 0.69046223), (7, 0.02381049), (8, 0.023810666), (9, 0.023810627), (10, 0.02381075), (11, 0.023810932), (12, 0.023810599), (13, 0.023810597)]",6
游戏真的很慢！！！开心玩偷菜都偷不到！！！,游戏 真的 开心玩 不到,neg,"[(0, 0.014294362), (1, 0.014294045), (2, 0.014294078), (3, 0.014294084), (4, 0.014294044), (5, 0.014294047), (6, 0.014294063), (7, 0.014294045), (8, 0.014294077), (9, 0.014294097), (10, 0.8141769), (11, 0.014294042), (12, 0.01429404), (13, 0.014294047)]",10
"很纠结..老婆喜欢的界面..我本来想换来着,不过今天装失败了,不过还好分区分好了就行,基本不影响",纠结 老婆 喜欢 界面 本来 换来 失败 还好 区分 影响,neg,"[(0, 0.84806126), (10, 0.07391487)]",0
"可惜不是宣传的1441800,字小!另外,自提时当场验机,,面有灰尘,而且很多,难以想象!心理犯了叽咕,该不是厂内人拿外壳模块到家里装的吧!",可惜 宣传 提时 验机 灰尘 难以想象 心理 叽咕 外壳 模块 家里,neg,"[(4, 0.8453462), (12, 0.08313488)]",4
发货慢，显示器边缘有小的瑕疵，其他买家要注意了，同城送货居然用了5天，还是我电话催促下送货，有点不能理解，还有系统比较垃圾,发货 显示器 边缘 瑕疵 买家 送货 电话 催促 送货 理解 系统 垃圾,neg,"[(4, 0.2286391), (7, 0.5826587), (10, 0.12821811)]",7
"全键盘,键盘膜不容易找,呵呵",键盘 键盘,neg,"[(0, 0.023810001), (1, 0.023809977), (2, 0.023809893), (3, 0.023809886), (4, 0.023809873), (5, 0.023810007), (6, 0.023809917), (7, 0.6904707), (8, 0.02380991), (9, 0.023809902), (10, 0.023809915), (11, 0.023810087), (12, 0.023809992), (13, 0.023809923)]",7
系统不太习惯学习中，感觉键盘有的键比较松散轻轻一碰有点哗啦儿哗啦儿的响声，也可能太挑剔了，如果仔细听能听到散热口有噪音但还可以忍受。鼠标太差。,系统 习惯 学习 感觉 键盘 松散 轻轻 响声 挑剔 仔细听 听到 散热 噪音 忍受 鼠标,neg,"[(11, 0.94191015)]",11
