original_content,processed_content
■環境好転 　アイシンは、自動車の生産回復に伴う販売増などが、本業のもうけを示す営業利益を１６５億円分押し上げ、営業利益と最終利益が大幅な増益となった。伊藤慎太郎副社長は「事業環境の改善が進んだ」と総括した。,環境 好転 アイシン 自動車 生産 回復 伴う 販売 本業 もうけ 示す 営業 利益 押し上げ 営業 利益 最終 利益 大幅 増益 伊藤 慎太郎 社長 事業 環境 改善 進ん 総括
　トヨタ紡織は国内事業や北米事業の採算改善で、最終利益が前年同期の１３億円の赤字から一転し、４～６月期として過去最高を更新した。愛知製鋼も主力の特殊鋼の販売価格が上昇し、黒字転換した。,トヨタ 紡織 国内 事業 北米 事業 採算 改善 最終 利益 前年 同期 赤字 一転 過去 最高 更新 愛知製鋼 主力 特殊 販売 価格 上昇 黒字 転換
　豊田合成は採算性が高い高級車向け部品の販売が伸び、営業利益と最終利益が過去最高となった。豊田自動織機はフォークリフトなどの販売が好調で、最終利益が過去最高だった。,豊田合成 採算 高い 高級 向け 部品 販売 伸び 営業 利益 最終 利益 過去 最高 豊田自動織機 フォークリフト 販売 好調 最終 利益 過去 最高
■価格転嫁 　昨年から続く円安も追い風となった。円安は、海外で稼いだ売り上げを円換算した金額を膨らませる。全８社の売上高が過去最高を更新したほか、デンソーの場合は営業利益で４５億円分の押し上げ効果があった。,価格 転嫁 昨年 続く 追い風 海外 稼い 売り上げ 換算 金額 膨らま 売上 過去 最高 更新 デンソー 場合 営業 利益 押し上げ 効果
　デンソーとトヨタ紡織、愛知製鋼は、期初の想定よりも円安が進行していることなどを踏まえ、２４年３月期の業績予想で営業利益と最終利益を上方修正した。,デンソー トヨタ 紡織 愛知製鋼 期初 想定 進行 踏まえ 業績 予想 営業 利益 最終 利益 上方 修正
　過度な円安は輸入する原材料費やエネルギー価格を上昇させ、業績の圧迫につながるが、デンソーの松井靖副社長は「価格転嫁で吸収できる範囲だ」と話した。,過度 輸入 原材料 エネルギー 価格 上昇 業績 圧迫 つながる デンソー 松井 社長 価格 転嫁 吸収 範囲 話し
■中国市場 　各社は、トヨタ自動車などの生産台数は今後も堅調に増えると見込む一方で、世界最大の自動車大国である中国市場の動向を警戒している。ＥＶ化の進展で現地メーカーが存在感を高めており、ＥＶの選択肢が少ない国内自動車メーカーの販売が不振なためだ。,中国 市場 各社 トヨタ自動車 生産 台数 今後 堅調 増える 見込む 一方 世界 最大 自動車 大国 中国 市場 動向 警戒 進展 現地 メーカー 存在 高め 選択肢 少ない 国内 自動車 メーカー 販売 不振
　豊田合成は、取引がある一部メーカーの中国での今期の生産が、想定の３分の２程度にとどまる可能性があるとみている。安田洋副社長は「日系メーカーの下振れが今後も続くと考えており、厳しい」と述べた。,豊田合成 取引 一部 メーカー 中国 今期 生産 想定 分の 程度 とどまる 可能 安田 社長 日系 メーカー 振れ 今後 続く 考え 厳しい 述べ
　国内メーカーも成長市場のＥＶへの投資を強化し、巻き返しを図っている。豊田自動織機の高木博康執行職は「商機と捉えて、ＥＶ向け部品の供給量を拡大していく」と力を込めた。,国内 メーカー 成長 市場 投資 強化 巻き返し 図っ 豊田自動織機 高木 博康 執行 商機 捉え 向け 部品 供給 拡大 いく 込め
豊通、増収増益過去最高更新 　豊田通商の２３年４～６月期連結決算は売上高が前年同期比７・０％増の２兆５４０７億円、最終利益が２３・９％増の９２７億円と、いずれも四半期ベースで過去最高を更新した。市況の一服で金属の売り上げが減ったが、日本や北米を中心に自動車部品の販売が伸びた。,増収 増益 過去 最高 更新 豊田通商 連結 決算 売上 前年 同期 最終 利益 いずれ 四半期 ベース 過去 最高 更新 市況 一服 金属 売り上げ 減っ 日本 北米 中心 自動車 部品 販売 伸び
　２４年３月期の業績予想も上方修正し、最終利益を４月時点の見通しから２００億円引き上げ、５・６％増の３０００億円と見込んだ。,業績 予想 上方 修正 最終 利益 時点 見通し 引き上げ 見込ん
　トヨタ自動車系の中堅部品メーカー５社が発表した２０２３年４～６月期連結決算は、全社が増収となった。トヨタをはじめ自動車各社の生産が回復したことが追い風となった。,トヨタ自動車 中堅 部品 メーカー 発表 連結 決算 全社 増収 トヨタ はじめ 自動車 各社 生産 回復 追い風
　売上高の伸びが目立ったのは愛三工業で、前年同期比３７・６％増だった。デンソーから買収した燃料ポンプ事業の販売が増えたほか、円安も押し上げ要因となった。大豊工業は車の電動化に対応する製品が堅調だった。,売上 伸び 目立っ 愛三工業 前年 同期 デンソー 買収 燃料 ポンプ 事業 販売 増え 押し上げ 要因 大豊工業 電動 対応 製品 堅調
　本業のもうけを示す営業利益は、フタバ産業と東海理化が前年同期の赤字から黒字に転換したほか、愛三工業が５７・９％増と大幅に伸びた。中央発条は５３００万円の赤字だったが、北米事業が好調だったことから、前年同期より赤字幅は縮小した。,本業 もうけ 示す 営業 利益 フタバ産業 東海理化 前年 同期 赤字 黒字 転換 愛三工業 大幅 伸び 中央 発条 赤字 北米 事業 好調 前年 同期 赤字 縮小
　半導体不足が緩和しているため、自動車生産の回復は続く見通しだ。フタバ産業と東海理化は２４年３月期の業績予想を上方修正した。,半導体 不足 緩和 自動車 生産 回復 続く 見通し フタバ産業 東海理化 業績 予想 上方 修正
Title: トヨタ１～６月の世界生産、過去最高の５６２万台…半導体不足緩和で,トヨタ 世界 生産 過去 最高 半導体 不足 緩和
トヨタ自動車が２８日発表した２０２３年上半期（１～６月）の世界生産台数（ダイハツ工業、日野自動車を含む）は、前年同期比１０・３％増の５６２万７４３７台で、上半期として過去最高となった。半導体不足の影響が緩和し、高水準の生産が続く。,トヨタ自動車 発表 上半期 世界 生産 台数 ダイハツ工業 日野自動車 含む 前年 同期 上半期 過去 最高 半導体 不足 影響 緩和 高水準 生産 続く
　世界販売台数は５・５％増の５４１万９８４１台だった。生産体制の正常化で顧客にクルマが販売しやすくなっている影響が大きく、需要が堅調な日本は３３・２％と大幅に伸びた。米国、中国は前年同期を小幅に下回った。,世界 販売 台数 生産 体制 正常 顧客 クルマ 販売 やすく 影響 大きく 需要 堅調 日本 大幅 伸び 米国 中国 前年 同期 小幅 下回っ
　電動車の販売台数は、２３・２％増の約１７１万台となり、全体の３割超を占めた。ハイブリッド車（ＨＶ）が約１６０万台、プラグインハイブリッド車（ＰＨＶ）が約５万台を占めた。電気自動車（ＥＶ）は中国や欧州での販売が伸び、前年同期から約５倍の４万６１７１台だった。,電動 販売 台数 全体 占め ハイブリッド プラグインハイブリッド 占め 電気 自動車 中国 欧州 販売 伸び 前年 同期
