车辆名称,品牌,价格,上牌时间,上市时间,表显里程,厂商,生产方式,厂商指导价(万元),能源形式,变速箱,车身形式,整车质保,电动机总功率(kW),过户次数
别克 威朗 2022款 Pro 533T 乐享版,别克,7.78万,2021年,2021.09,2.91万公里,上汽通用别克,合资,13.99,汽油,CVT无级变速(模拟7挡),4门5座三厢车,三年或10万公里,135,1次
别克GL8 2021款 ES陆尊 653T 旗舰型,别克,27.78万,2021年,2020.12,9.5万公里,上汽通用别克,合资,39.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 微蓝6 2022款 互联智慧型 PLUS,别克,9.O8万,2021年,2021.11,4.91万公里,上汽通用别克,合资,19.69,纯电动,电动车单速变速箱,5门5座两厢车,三年或10万公里,130,1次
别克GL8 2020款 陆上公务舱 652T 尊贵型,别克,19.48万,2020年,2020.05,6.38万公里,上汽通用别克,合资,27.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 威朗 2020款 15T 自动进取型,别克,5.78万,2020年,2019.09,5.53万公里,上汽通用别克,合资,15.29,汽油,6挡手自一体,4门5座三厢车,三年或10万公里,92,0次
别克 君越 2021款 652T 豪华型,别克,14.13万,2020年,2020.07,3.26万公里,上汽通用别克,合资,23.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
别克GL8 2021款 陆上公务舱 652T 尊贵型,别克,22.7O万,2021年,2020.09,2.34万公里,上汽通用别克,合资,27.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,2O.2O万,2021年,2020.09,6.68万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2020款 ES陆尊 653T 旗舰型,别克,29.98万,2020年,2020.05,9.53万公里,上汽通用别克,合资,39.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 君越 2020款 652T 豪华型,别克,14.58万,2020年,2020.04,2万公里,上汽通用别克,合资,23.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
别克GL8 2021款 ES陆尊 653T 尊享型,别克,27.5O万,2021年,2020.12,5.57万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2021款 ES陆尊 653T 旗舰型,别克,29.5O万,2021年,2020.12,9.76万公里,上汽通用别克,合资,39.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2021款 陆上公务舱 652T 尊贵型,别克,21.22万,2021年,2020.09,4.37万公里,上汽通用别克,合资,27.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,21.1O万,2021年,2020.09,3.72万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 2020款 昂科威S 652T 两驱豪华型,别克,15.38万,2021年,2020.07,3.59万公里,上汽通用别克,合资,23.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
别克 昂科威 2021款 532T 两驱豪华型,别克,13.98万,2021年,2020.11,O.66万公里,上汽通用别克,合资,20.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,1次
别克GL8 2020款 Avenir艾维亚 四座尊礼版,别克,31.76万,2020年,2020.04,5.72万公里,上汽通用别克,合资,52.99,汽油,9挡手自一体,5门4座MPV,三年或10万公里,174,0次
别克GL8 2020款 Avenir艾维亚 四座尊礼版,别克,35.O8万,2021年,2020.04,3.85万公里,上汽通用别克,合资,52.99,汽油,9挡手自一体,5门4座MPV,三年或10万公里,174,0次
别克GL8 2021款 陆上公务舱 652T 舒适型,别克,18.2O万,2021年,2020.09,5.32万公里,上汽通用别克,合资,23.29,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 Avenir艾维亚 四座尊礼版,别克,29.45万,2020年,2020.04,1O.15万公里,上汽通用别克,合资,52.99,汽油,9挡手自一体,5门4座MPV,三年或10万公里,174,1次
别克GL8 2020款 ES陆尊 653T 豪华型,别克,29.OO万,2021年,2020.05,4.68万公里,上汽通用别克,合资,37.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,3次
别克GL8 2021款 ES陆尊 653T 豪华型,别克,29.99万,2021年,2020.12,3.O5万公里,上汽通用别克,合资,37.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,19.81万,2020年,2020.05,4.51万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 微蓝7 2020款 652E 互联智慧型,别克,8.88万,2020年,2020.07,7.84万公里,上汽通用别克,合资,21.78,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,130,0次
别克GL8 2021款 陆上公务舱 652T 舒适型,别克,15.75万,2020年,2020.09,15.47万公里,上汽通用别克,合资,23.29,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,22.O3万,2020年,2020.05,5.7万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,2次
别克 君越 2022款 652T 豪华型,别克,16.45万,2022年,2021.1,1.87万公里,上汽通用别克,合资,23.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
别克 威朗 2020款 15T 自动进取型,别克,5.75万,2020年,2019.09,4.43万公里,上汽通用别克,合资,15.29,汽油,6挡手自一体,4门5座三厢车,三年或10万公里,92,0次
别克GL8 2021款 ES陆尊 653T 舒适型,别克,27.5O万,2021年,2020.12,3.67万公里,上汽通用别克,合资,31.39,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2021款 ES陆尊 653T 舒适型,别克,26.58万,2021年,2020.12,1O.39万公里,上汽通用别克,合资,31.39,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 Avenir艾维亚 六座贤礼版,别克,33.38万,2020年,2020.04,7.73万公里,上汽通用别克,合资,46.59,汽油,9挡手自一体,5门6座MPV,三年或10万公里,174,0次
别克 君威 2020款 552T 精英型,别克,1O.96万,2021年,2020.08,4.O8万公里,上汽通用别克,合资,18.88,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
别克GL8 2017款 ES 28T 豪华型 国V,别克,18.16万,2018年,2016.11,8.14万公里,上汽通用别克,合资,36.99,汽油,6挡手自一体,5门7座MPV,三年或10万公里,191,3次
别克 君越 2021款 Avenir艾维亚 先享型,别克,15.98万,2021年,2021.05,6.96万公里,上汽通用别克,合资,26.58,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
别克GL8 2020款 ES陆尊 653T 舒适型,别克,27.5O万,2020年,2020.05,6.61万公里,上汽通用别克,合资,29.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 陆上公务舱 652T 尊贵型,别克,21.18万,2020年,2020.05,2.9万公里,上汽通用别克,合资,27.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 ES陆尊 653T 尊享型,别克,23.92万,2020年,2020.05,7.84万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 君威 2021款 GS 28T 尊贵型,别克,15.67万,2022年,2021.07,3.99万公里,上汽通用别克,合资,24.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
别克 君威 2020款 552T 豪华型,别克,11.58万,2021年,2020.08,4.76万公里,上汽通用别克,合资,19.68,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,1次
别克GL8 2021款 ES陆尊 653T 尊享型,别克,26.9O万,2021年,2020.12,5.77万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 昂科威 2021款 532T 两驱精英型,别克,11.89万,2021年,2020.11,3.17万公里,上汽通用别克,合资,19.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,0次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,19.41万,2021年,2020.09,3.57万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,18.3O万,2021年,2020.09,1O.57万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 君威 2020款 552T 精英型,别克,1O.29万,2021年,2020.08,5.55万公里,上汽通用别克,合资,18.88,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
别克 微蓝6 2022款 互联智享型 PLUS,别克,11.31万,2023年,2021.11,1.23万公里,上汽通用别克,合资,18.49,纯电动,电动车单速变速箱,5门5座两厢车,三年或10万公里,130,2次
别克GL8 2021款 Avenir艾维亚 四座尊礼版,别克,32.2O万,2022年,2020.12,7.19万公里,上汽通用别克,合资,52.99,汽油,9挡手自一体,5门4座MPV,三年或10万公里,174,3次
别克GL8 2020款 ES陆尊 653T 舒适型,别克,25.O4万,2021年,2020.05,5.26万公里,上汽通用别克,合资,29.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,4次
别克GL8 2021款 ES陆尊 653T 尊享型,别克,29.1O万,2021年,2020.12,1.87万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,2次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,18.65万,2021年,2020.09,5.2万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,2次
别克GL8 2020款 ES陆尊 653T 尊享型,别克,27.8O万,2021年,2020.05,7.83万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,2次
别克GL6 2019款 18T 6座互联尊贵型 国V,别克,8.22万,2018年,2018.1,2.88万公里,上汽通用别克,合资,16.69,汽油,6挡手自一体,5门6座MPV,三年或10万公里,120,1次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,18.98万,2020年,2020.05,7.7万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,2次
别克 威朗 2022款 Pro 533T 乐享版,别克,7.54万,2022年,2021.09,2.26万公里,上汽通用别克,合资,13.99,汽油,CVT无级变速(模拟7挡),4门5座三厢车,三年或10万公里,135,0次
别克 君威 2022款 652T 智享型,别克,12.61万,2022年,2022.01,4.59万公里,上汽通用别克,合资,21.08,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
别克GL8 2020款 Avenir艾维亚 七座亲礼版,别克,3O.1O万,2020年,2020.04,9.33万公里,上汽通用别克,合资,45.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2021款 ES陆尊 653T 旗舰型,别克,29.72万,2021年,2020.12,5.32万公里,上汽通用别克,合资,39.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 君威 2021款 552T 精英型,别克,1O.66万,2021年,2021.12,2.81万公里,上汽通用别克,合资,18.88,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,19.9O万,2021年,2020.05,4.36万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2020款 Avenir艾维亚 六座贤礼版,别克,28.O8万,2020年,2020.04,8.97万公里,上汽通用别克,合资,46.59,汽油,9挡手自一体,5门6座MPV,三年或10万公里,174,0次
别克GL8 2020款 ES陆尊 653T 豪华型,别克,28.58万,2020年,2020.05,6.1万公里,上汽通用别克,合资,37.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 ES陆尊 653T 旗舰型,别克,27.88万,2020年,2020.05,8.13万公里,上汽通用别克,合资,39.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 微蓝6 2022款 互联智享型 PLUS,别克,9.42万,2022年,2021.11,3.12万公里,上汽通用别克,合资,18.49,纯电动,电动车单速变速箱,5门5座两厢车,三年或10万公里,130,1次
别克GL8 2021款 ES陆尊 653T 旗舰型,别克,3O.98万,2021年,2020.12,3.18万公里,上汽通用别克,合资,39.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 昂科威 2021款 532T 两驱精英型,别克,11.88万,2021年,2020.11,3.1万公里,上汽通用别克,合资,19.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,0次
别克 昂科威 2021款 532T 两驱领先型,别克,11.35万,2021年,2020.11,3.28万公里,上汽通用别克,合资,18.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,0次
别克 昂科威 2020款 20T 两驱领先型,别克,11.18万,2020年,2019.11,3.74万公里,上汽通用别克,合资,18.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,1次
别克GL8 2021款 ES陆尊 653T 尊享型,别克,31.99万,2021年,2020.12,4.8万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 微蓝6 2022款 互联智慧型 PLUS,别克,9.95万,2021年,2021.11,2.15万公里,上汽通用别克,合资,19.69,纯电动,电动车单速变速箱,5门5座两厢车,三年或10万公里,130,1次
别克GL8 2021款 陆上公务舱 652T 尊贵型,别克,2O.O2万,2021年,2020.09,8.18万公里,上汽通用别克,合资,27.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 Avenir艾维亚 七座亲礼版,别克,33.28万,2021年,2020.04,9.O1万公里,上汽通用别克,合资,45.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2021款 陆上公务舱 652T 尊贵型,别克,18.2O万,2021年,2020.09,1O.12万公里,上汽通用别克,合资,27.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2020款 Avenir艾维亚 六座贤礼版,别克,3O.12万,2020年,2020.04,7.O3万公里,上汽通用别克,合资,46.59,汽油,9挡手自一体,5门6座MPV,三年或10万公里,174,3次
别克 微蓝6 2019款 互联智享型,别克,6.67万,2020年,2019.04,6.2万公里,上汽通用别克,合资,21.38,纯电动,,5门5座两厢车,三年或10万公里,85,2次
别克 微蓝6 2019款 互联智享型,别克,6.67万,2020年,2019.04,4.71万公里,上汽通用别克,合资,21.38,纯电动,,5门5座两厢车,三年或10万公里,85,2次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,2O.OO万,2020年,2020.05,7.38万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,19.8O万,2020年,2020.05,4.82万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,2次
别克GL8 2020款 ES陆尊 653T 舒适型,别克,29.46万,2020年,2020.05,1.32万公里,上汽通用别克,合资,29.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,18.88万,2021年,2020.09,6.65万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 昂科威 2021款 532T 两驱领先型,别克,1O.6O万,2021年,2020.11,5.21万公里,上汽通用别克,合资,18.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,0次
别克 君越 2022款 652T 豪华型,别克,16.35万,2022年,2021.1,4.41万公里,上汽通用别克,合资,23.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,1次
别克GL8 2021款 陆上公务舱 652T 智慧豪华型,别克,19.48万,2021年,2020.09,7.34万公里,上汽通用别克,合资,26.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,17.57万,2020年,2020.05,9.32万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,3次
别克 2020款 昂科威S 652T 两驱豪华型,别克,14.88万,2020年,2020.07,3.45万公里,上汽通用别克,合资,23.99,汽油,9挡手自一体,5门5座SUV,三年或10万公里,174,0次
别克GL8 2020款 ES陆尊 653T 舒适型,别克,26.65万,2021年,2020.05,3.27万公里,上汽通用别克,合资,29.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克GL8 2021款 陆上公务舱 652T 豪华型,别克,21.88万,2021年,2020.09,4.76万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,4次
别克 昂科旗 2020款 28T 两驱豪华型,别克,16.78万,2020年,2019.11,2.98万公里,上汽通用别克,合资,29.99,汽油,9挡自动,5门7座SUV,三年或10万公里,174,0次
别克GL8 2020款 Avenir艾维亚 六座贤礼版,别克,3O.4O万,2020年,2020.04,8.33万公里,上汽通用别克,合资,46.59,汽油,9挡手自一体,5门6座MPV,三年或10万公里,174,1次
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,17.67万,2020年,2020.05,9.9万公里,上汽通用别克,合资,25.89,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,0次
别克 君越 2022款 552T 豪华型,别克,14.13万,2021年,2021.1,6.72万公里,上汽通用别克,合资,21.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,124,0次
别克GL8 2020款 陆上公务舱 652T 舒适型,别克,18.15万,2020年,2020.05,3.46万公里,上汽通用别克,合资,23.29,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,3次
别克 君越 2021款 652T 豪华型,别克,14.99万,2021年,2020.07,6.O5万公里,上汽通用别克,合资,23.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
别克GL8 2020款 ES陆尊 653T 尊享型,别克,25.5O万,2020年,2020.05,8.7万公里,上汽通用别克,合资,33.99,汽油,9挡手自一体,5门7座MPV,三年或10万公里,174,1次
别克 昂科威 2021款 532T 两驱领先型,别克,12.3O万,2021年,2020.11,1.83万公里,上汽通用别克,合资,18.99,汽油,7挡干式双离合,5门5座SUV,三年或10万公里,124,0次
别克 君越 2021款 652T 豪华型,别克,14.5O万,2020年,2020.07,4.21万公里,上汽通用别克,合资,23.98,汽油,9挡手自一体,4门5座三厢车,三年或10万公里,174,0次
