评论,fenci,情感分类,主题概率,主题类型
5199的价格很能接受,价格 接受,pos,"[(0, 0.0238118), (1, 0.023811804), (2, 0.023811618), (3, 0.023811663), (4, 0.6904481), (5, 0.02381162), (6, 0.023811733), (7, 0.023811722), (8, 0.023811625), (9, 0.023811655), (10, 0.023811648), (11, 0.023811681), (12, 0.023811635), (13, 0.023811722)]",4
显示屏不错，键盘也很好。而且右边有小键盘，输入数字方便快捷多了。,显示屏 不错 键盘 右边 小键盘 输入 数字 方便快捷,pos,"[(12, 0.8967343)]",12
性价比高，显卡不错，不开能流畅运行使命召唤4帧数保持30以上，散热也不错，玩3小时使命召唤4也不会很烫,性价比 显卡 不错 能流畅 运行 使命 召唤 散热 不错 小时 使命 召唤,pos,"[(1, 0.9285627)]",1
性价比高，配置都可以，4也能玩玩，现在终于可以抛弃以前的老电脑了。,性价比 配置 玩玩 终于 抛弃 电脑,pos,"[(0, 0.01021092), (1, 0.010210952), (2, 0.010210909), (3, 0.010210967), (4, 0.010210958), (5, 0.010210955), (6, 0.010210895), (7, 0.010210991), (8, 0.010211029), (9, 0.010210911), (10, 0.010210975), (11, 0.010211034), (12, 0.010210972), (13, 0.86725754)]",13
可以装，但内附的驱动盘是的，要自己到华硕官网上下载驱动就可。内赠送鼠标的，害我另外多买了一个。,内附 驱动 华硕 网上 下载 驱动 赠送 鼠标,pos,"[(8, 0.5028066), (10, 0.4019058)]",8
性价比高，送货速度快。前一天下单，第二天中午就到了。屏幕很好，看电影很舒服。,性价比 送货 速度 前一天 下单 第二天 中午 屏幕 电影 舒服,pos,"[(4, 0.7761298), (7, 0.14586382)]",4
15寸笔记本的键盘确实爽，基本跟台式机差不多了，蛮喜欢数字小键盘，输数字特方便，样子也很美观，做工也相当不错,笔记本 键盘 确实 台式机 喜欢 数字 小键盘 数字 样子 美观 做工 不错,pos,"[(0, 0.5032847), (6, 0.31394753), (13, 0.122310035)]",0
做工优秀，功能齐全，摄像头、指纹，一个都不能少，包非常好用，可以秒杀市场上300以下的包了，送的鼠标也很不错，和去年的比，有些不同，鼠标背有点高，手感很好，驱动盘没有驱动,做工 优秀 功能齐全 摄像头 指纹 秒杀 市场 鼠标 不错 去年 鼠标 手感 驱动 驱动,pos,"[(12, 0.41819045), (13, 0.52453774)]",13
原以为  家庭普通版的软件很难用的，兼容性差，谁知一上手还是很好用，原来想装得东西都装上了，出乎意料之外。,原以为 家庭 软件 难用 兼容性 一上 很好 东西 装上 出乎意料 之外,pos,"[(6, 0.92252314)]",6
整体性能好，玩魔兽一点都不卡，指纹识别很方便，带摄像头和麦克风，方便聊天，加1元得到一个无线路由器。,整体 性能 魔兽 一点 指纹识别 摄像头 麦克风 聊天 无线 路由器,pos,"[(7, 0.915549)]",7
"屏幕亮丽,上网.视频播放流畅稳定,用8播放外置光驱中的蓝光碟也非常清晰流畅,这得益于9300。6芯电池保证3小时以上的使用时间,声音轻,发热量低。",屏幕 亮丽 上网 视频 播放 流畅 稳定 播放 外置 光驱 蓝光碟 清晰 流畅 得益于 电池 保证 小时 时间 声音 发热量,pos,"[(1, 0.37082618), (2, 0.5883402)]",2
"有,可以看高清的小本，指纹识别和摄像头识别提供了安全保障，键盘也比较舒服，完帝国3也还流畅",高清 小本 指纹识别 摄像头 识别 提供 保障 键盘 舒服 帝国 流畅,pos,"[(13, 0.92256045)]",13
细致小巧，很适合女士。价钱还是有点贵，但基本的功能都带了。还配有鼠标和包包真是欣慰。,细致 小巧 适合 女士 价钱 功能 配有 鼠标 包包 欣慰,pos,"[(0, 0.79321045), (2, 0.12881047)]",0
性价比特别高。。,性价比 特别,pos,"[(0, 0.023810549), (1, 0.023810636), (2, 0.023810647), (3, 0.023810774), (4, 0.02381073), (5, 0.023810683), (6, 0.023810707), (7, 0.27618518), (8, 0.023810703), (9, 0.02381057), (10, 0.023810547), (11, 0.023810549), (12, 0.023810586), (13, 0.43808714)]",13
我在网上查询了关于所有相关的资料，配置不错，57款流行配置，目前排名18位，性价比很高。,网上 查询 相关 资料 配置 不错 流行 配置 排名 性价比,pos,"[(2, 0.91553265)]",2
外观漂亮，键盘也很舒服，主要还是觉得性价比高，5099买的挺划算滴！,外观 漂亮 键盘 舒服 性价比 划算,pos,"[(0, 0.010204761), (1, 0.8673379), (2, 0.010204751), (3, 0.0102047585), (4, 0.010204773), (5, 0.010204752), (6, 0.010204761), (7, 0.010204959), (8, 0.010204773), (9, 0.010204759), (10, 0.0102047585), (11, 0.010204762), (12, 0.010204763), (13, 0.0102048)]",1
钢琴烤漆的外壳，透着水纹肌理，感觉不错。这款笔记本的配置也不错，甚是合理搭配！物有所值！自己装了系统,钢琴 烤漆 外壳 水纹 肌理 感觉 不错 笔记本 配置 不错 搭配 物有所值 系统,pos,"[(4, 0.9336545)]",4
"硕的东西没得说,散热好，声音小。钢琴烤漆的外壳，透着水纹肌理，感觉不错。 配置比较均匀、性价比相当的高，配置很均衡，尤其是3470的显卡，有很大的吸引力。基本上，不需要太大的升级。个人认为，2的内存足够了。并且这款是独立显卡，所以不会占用系统内存来做显存。",东西 没得说 散热 声音 钢琴 烤漆 外壳 水纹 肌理 感觉 不错 配置 均匀 性价比 配置 均衡 显卡 很大 吸引力 升级 内存 足够 这款 独立 显卡 占用 系统 内存 显存,pos,"[(10, 0.969043)]",10
外观很漂亮，做工很精致。买回来用了半个多月了，什么问题都没有，就是装系统太麻烦，换了十几张系统盘，装完就死机。还以为是机子质量有问题，咨询了京东还有华硕官网，原来是软件的问题，京东克服很有耐心，解决问题效率很高，值得称赞！,外观 很漂亮 做工 精致 买回来 半个 多月 系统 麻烦 十几张 系统盘 装完 死机 机子 质量 咨询 京东 华硕 官网 软件 京东 克服 耐心 解决问题 效率 值得称赞,pos,"[(5, 0.8217207), (9, 0.14650816)]",5
钢琴烤漆的外壳，透着水纹肌理，感觉不错。这款笔记本的配置也不错，甚是合理搭配！物有所值！自己装了系统，运行很流畅 ，一般办公用足够了,钢琴 烤漆 外壳 水纹 肌理 感觉 不错 笔记本 配置 不错 搭配 物有所值 系统 运行 流畅 办公 足够,pos,"[(4, 0.42364386), (8, 0.21946278), (10, 0.3132317)]",4
"华硕的东西没得说,散热好，声音小。钢琴烤漆的外壳，透着水纹肌理，感觉不错。 配置比较均匀、性价比相当的高，配置很均衡，尤其是3470的显卡，有很大的吸引力。基本上，不需要太大的升级。个人认为，2的内存足够了。并且这款是独立显卡，所以不会占用系统内存来做显存。",华硕 东西 没得说 散热 声音 钢琴 烤漆 外壳 水纹 肌理 感觉 不错 配置 均匀 性价比 配置 均衡 显卡 很大 吸引力 升级 内存 足够 这款 独立 显卡 占用 系统 内存 显存,pos,"[(10, 0.9700416)]",10
"京东送货还是满快的...华硕的东西没得说,",京东 送货 华硕 东西 没得说,pos,"[(0, 0.011906517), (1, 0.011906521), (2, 0.011906536), (3, 0.011906514), (4, 0.59725577), (5, 0.011906519), (6, 0.011906555), (7, 0.011906545), (8, 0.011906584), (9, 0.011906521), (10, 0.25986576), (11, 0.011906556), (12, 0.011906567), (13, 0.011906556)]",4
性价比相当的高，配置很均衡，尤其是3470的显卡，有很大的吸引力。基本上，不需要太大的升级。个人认为，2的内存足够了。并且这款是独立显卡，所以不会占用系统内存来做显存。,性价比 配置 均衡 显卡 很大 吸引力 升级 内存 足够 这款 独立 显卡 占用 系统 内存 显存,pos,"[(10, 0.94536966)]",10
配置比较均匀、性价比高。,配置 均匀 性价比,pos,"[(0, 0.01785871), (1, 0.017858759), (2, 0.017858738), (3, 0.017858706), (4, 0.017858831), (5, 0.017858773), (6, 0.01785872), (7, 0.017859906), (8, 0.017858798), (9, 0.01785869), (10, 0.76783526), (11, 0.017858712), (12, 0.017858662), (13, 0.017858729)]",10
配置强大，外观漂亮，发货很快，第一天下单，第二天就到了，爽！！,配置 强大 外观 漂亮 发货 很快 第一天 下单 第二天,pos,"[(4, 0.5218821), (9, 0.39238006)]",4
这个价位，在华硕里面配置很强了，很超值，外观比图片漂亮，散热也不错，屏幕比以前用的其他牌子的好，看电影很爽。,价位 华硕 配置 超值 外观 图片 漂亮 散热 不错 屏幕 牌子 电影 很爽,pos,"[(8, 0.93366504)]",8
机器不错。。。比想象中的，好，本来以为没有鼠标，没想到还带个，很好很强大,机器 不错 想象 本来 鼠标 没想到 很好 强大,pos,"[(6, 0.896811)]",6
钢琴烤漆的外壳，透着水纹肌理，感觉不错。这款笔记本的配置也不错，甚是合理搭配！物有所值！,钢琴 烤漆 外壳 水纹 肌理 感觉 不错 笔记本 配置 不错 搭配 物有所值,pos,"[(4, 0.92854947)]",4
华硕的 大品牌 散热很好 开了很长时间了也不热 4799买的 值这个价钱,华硕 品牌 散热 长时间 不热 价钱,pos,"[(0, 0.010207763), (1, 0.010207762), (2, 0.01020773), (3, 0.010207763), (4, 0.01020778), (5, 0.010207726), (6, 0.010207759), (7, 0.010207739), (8, 0.8672992), (9, 0.01020774), (10, 0.0102077685), (11, 0.010207746), (12, 0.010207757), (13, 0.010207758)]",8
性价比很好。一个月前有促销活动，总共花了4430，现在还4800，有点小幸运。呵呵,性价比 一个月 促销 活动 总共 幸运,pos,"[(0, 0.010211906), (1, 0.010211927), (2, 0.010211921), (3, 0.010211909), (4, 0.010212044), (5, 0.010211921), (6, 0.0102119185), (7, 0.010211964), (8, 0.010211924), (9, 0.01021191), (10, 0.010211914), (11, 0.010211933), (12, 0.010211914), (13, 0.8672449)]",13
性价比真不错，屏幕很漂亮，我还是一闭眼把贴膜给撕了，呵呵。送了鼠标，屏幕擦，买的时候并不知道还有点小惊喜。包装满厚实的。,性价比 真不错 屏幕 很漂亮 闭眼 贴膜 鼠标 屏幕 并不知道 惊喜 包装 厚实,pos,"[(8, 0.92851096)]",8
总体配置不错；外观也很漂亮；连续使用了十来天，还算稳定；送罗技鼠标，别的小附件，比如屏幕擦、绕线器什么的的也让人觉得很贴心，服务不错。,总体 配置 不错 外观 很漂亮 连续 十来天 稳定 罗技 鼠标 附件 屏幕 绕线 的的 贴心 服务 不错,pos,"[(12, 0.94837826)]",12
性价比超高，虽然是系统，但是本本的配件驱动给的十分齐全，和的驱动都有，简直是奇迹！,性价比 超高 系统 本本 配件 驱动 齐全 驱动 奇迹,pos,"[(7, 0.6921588), (11, 0.22206923)]",7
性价比高，主流配置。我想用个几年还是可以的。送的包不错，还有一罗技鼠标。两张驱动盘，省了麻烦。,性价比 主流 配置 几年 不错 罗技 鼠标 两张 驱动 麻烦,pos,"[(7, 0.91555065)]",7
同款配置下，性价比非超高，主流配置，一下也淘汰不了。。。目前的行情下，用这个价位买这个配置，真的超值。。。,同款 配置 性价比 超高 主流 配置 淘汰 行情 价位 配置 真的 超值,pos,"[(7, 0.17123033), (10, 0.76279646)]",10
大品牌，而且在各项参数的对比下是最便宜的一款了。拿到手里发现外观也很不错，用起来没有什么问题。,品牌 各项 参数 便宜 一款 拿到 手里 发现 外观 不错,pos,"[(12, 0.91554123)]",12
介绍里是256显存的显卡，回来一看是512的，不知道是不是赚了，还是发错了，总之暗喜中。样子还是不错的，320的硬盘很够用啊，3游戏还凑活，本来也不怎么指望什么,介绍 显存 显卡 回来 发错 暗喜 样子 不错 硬盘 够用 游戏 凑活 本来 指望,pos,"[(6, 0.938036)]",6
不错，感觉很超值！京东这次送货很快！！！不错，感觉很超值！京东这次送货很,不错 感觉 超值 京东 送货 很快 不错 感觉 超值 京东 送货,pos,"[(4, 0.9226152)]",4
4399元购入，联想的售后比较完善，而且做了这么多年的笔记本，质量应该有保障的！,购入 联想 售后 比较完善 多年 笔记本 质量 保障,pos,"[(13, 0.89675295)]",13
东西还不错，屏很亮，做工比较精细，画图不错，4399的价钱还返卷，挺值的。回来就换了的系统，正版的放在了一边，不再使用，系统装的过程也比较顺利。的网站都有驱动,东西 不错 做工 精细 画图 不错 价钱 挺值 回来 系统 正版 放在 系统 过程 比较顺利 网站 驱动,pos,"[(6, 0.9483783)]",6
4399元买的，比较划算,划算,pos,"[(0, 0.03571968), (1, 0.03571983), (2, 0.035719655), (3, 0.035719678), (4, 0.035719704), (5, 0.035719655), (6, 0.03571971), (7, 0.035720006), (8, 0.035719655), (9, 0.035719655), (10, 0.035719655), (11, 0.0357197), (12, 0.035719655), (13, 0.53564376)]",13
联想的这款电脑做工优秀，功能齐全，屏幕，英特尔/ 5100 无线网卡超值！自己装了系统，很容易，不像某普电脑，装个难得要命。,联想 这款 电脑 做工 优秀 功能齐全 屏幕 英特尔 无线 网卡 超值 系统 电脑 装个 要命,pos,"[(3, 0.59306973), (8, 0.35333422)]",3
性价比极高，我在苏宁买4699，东东才4399.功能很全，用起来很满意，够用了。,性价比 苏宁 东东 功能 满意 够用,pos,"[(0, 0.01021202), (1, 0.010212019), (2, 0.010212017), (3, 0.010212024), (4, 0.8672437), (5, 0.01021201), (6, 0.010212011), (7, 0.01021207), (8, 0.010212041), (9, 0.010212041), (10, 0.010212017), (11, 0.010212004), (12, 0.010212006), (13, 0.010212013)]",4
1、外观很酷，很商业，我喜欢这个简洁的感觉。,外观 很酷 商业 喜欢 简洁 感觉,pos,"[(0, 0.010213541), (1, 0.010213601), (2, 0.010213526), (3, 0.010213544), (4, 0.010213563), (5, 0.010213527), (6, 0.010213529), (7, 0.010213535), (8, 0.3095901), (9, 0.010213529), (10, 0.010213562), (11, 0.010213534), (12, 0.5678474), (13, 0.010213529)]",12
配置强，价格实惠，还送鼠标，鼠标很精美，屏幕比好，主要是可视角较大，摄像头虽然只有30，但效果很棒。无线网卡接收信号强劲，同在一个房间，上一代网卡的电脑没信号，新网卡信号强。,配置 价格 实惠 鼠标 鼠标 精美 屏幕 比好 视角 较大 摄像头 效果 很棒 无线 网卡 接收 信号 强劲 房间 一代 网卡 电脑 信号 网卡 信号,pos,"[(6, 0.78110474), (8, 0.18590268)]",6
"12寸本本里少有的独立显卡本，升级到2内存，普通的3游戏没问题，如,,英雄连等，4需要把特效都关掉，要不会卡。感觉很超值，性价比好。",本本 少有 独立 显卡 升级 内存 游戏 英雄 连等 特效 关掉 感觉 超值 性价比,pos,"[(7, 0.9380644)]",7
帮同事购买的，还不错。一分价钱一分货！这个配置对得起这个价格！,同事 购买 不错 一分 价钱 一分货 配置 对得起 价格,pos,"[(3, 0.9070909)]",3
该笔记本样式新颖 ，外观真不错，但性能如何，还需要用下来后才知道 。,笔记本 样式 新颖 外观 真不错 性能 后才,pos,"[(1, 0.60063136), (8, 0.2921319)]",1
外形很漂亮，有买的冲动。,外形 很漂亮 有买 冲动,pos,"[(0, 0.014298414), (1, 0.014298402), (2, 0.014298375), (3, 0.014298386), (4, 0.014298393), (5, 0.014298377), (6, 0.014298372), (7, 0.014298426), (8, 0.8141209), (9, 0.014298372), (10, 0.014298419), (11, 0.014298384), (12, 0.014298426), (13, 0.014298401)]",8
