评论,fenci,情感分类,主题概率,主题类型
比起853，少了、摄像头、钢琴漆键盘；硬盘也偏小（160）。,摄像头 钢琴漆 键盘 硬盘,neg,"[(0, 0.016667956), (1, 0.016667895), (2, 0.016667988), (3, 0.016667742), (4, 0.8166527), (5, 0.016667834), (6, 0.016667875), (7, 0.016668037), (8, 0.016667726), (9, 0.016667817), (10, 0.016668076), (11, 0.016668346)]",4
事物比照片丑多了，家里有台灰色的，本来以为一样，结果收到是黑色的,事物 照片 家里 灰色 本来 收到 黑色,neg,"[(0, 0.010431389), (1, 0.010431424), (2, 0.16208638), (3, 0.010431543), (4, 0.010431367), (5, 0.010431353), (6, 0.01043136), (7, 0.01043156), (8, 0.7335994), (9, 0.010431476), (10, 0.0104314415), (11, 0.01043132)]",8
电池很差，只能用一个半小时，内存还是要加，摄像头很不好，无线网卡驱动也找了很久,电池 只能 一个半 小时 内存 要加 摄像头 不好 无线 网卡 驱动 很久,neg,"[(4, 0.9294564)]",4
不带驱动，而且在网上很难找到，鼠标触摸屏驱动找不到，要正常使用只能用系统。挺麻烦的。,驱动 网上 找到 鼠标 触摸屏 驱动 不到 只能 系统 麻烦,neg,"[(1, 0.39076602), (4, 0.53344214)]",4
多出镜面处理，也就成了指纹收集器，预装花哨无用的软件太多，浪费资源，拖累速度，这个价位的本子不送包不送鼠标，就一个最简配说不过去,多出 镜面 指纹 收集器 预装 花哨 无用 软件 浪费资源 拖累 速度 价位 本子 不送 包不送 鼠标 简配 说不过去,neg,"[(10, 0.9517053)]",10
价钱稍贵，配置在同等价位机器中偏低，当然这个牌子放在那呢！富士通啊！,价钱 配置 同等 价位 机器 偏低 牌子 放在 富士通,neg,"[(3, 0.7673873), (6, 0.14914095)]",3
确实较慢，开机需要较长时间，建议将启动项尽量减少，续航能力较差，电池只能维持2小时30分左右。,确实 较慢 开机 较长时间 建议 启动项 尽量减少 续航 能力 较差 电池 只能 小时,neg,"[(0, 0.9344679)]",0
电池续航能力标称4小时，实际大概2至3小时。机器有时反应迟钝，同时进行多个任务时更明显。机器身上的标志为灰色 ， 而不是白色标志，说明只能实现基本功能。,电池 续航 能力 标称 小时 小时 机器 反应迟钝 多个 机器 身上 标志 灰色 白色 标志 只能 基本功能,neg,"[(1, 0.7419018), (6, 0.21175286)]",1
价格还是高了点，上网本的配置办公还可以，娱乐性能就差一些了，作为用了超低功耗的 平台，电池持久力有待加强,价格 上网 配置 办公 娱乐 性能 低功耗 平台 电池 持久力 有待,neg,"[(3, 0.13696343), (10, 0.7935418)]",10
"散热口很烫,可以加热水杯,也许的就这个德性,重装系统很麻烦",散热 加热 水杯 也许 德性 重装系统 麻烦,neg,"[(0, 0.8852769), (1, 0.010429137), (2, 0.010429164), (3, 0.010429514), (4, 0.01042974), (5, 0.0104294885), (6, 0.01042926), (7, 0.0104294885), (8, 0.010429049), (9, 0.010429081), (10, 0.010429319), (11, 0.010429865)]",0
"但是没有分区。而且电脑上贴的是标志，装的是系统。从电脑上查，显卡是集成的 3400,但是问客服，客服只答复“该款电脑是独立显卡”，不知道是什么问题。电源开关处的板有点向上凸。",分区 电脑 上贴 标志 系统 电脑 上查 显卡 集成 客服 客服 答复 该款 电脑 独立 显卡 电源开关 向上,neg,"[(9, 0.951719)]",9
1）屏幕看起来不太习惯，就是前排哥们说的字体模糊，拿到售后看了看，结果是这个是亮丽屏，本来就是这样的……建议有条件的哥们先去实体店体验体验；,屏幕 习惯 前排 哥们 字体 模糊 拿到 售后 亮丽 本来 建议 条件 哥们 实体店 体验 体验,neg,"[(3, 0.94604397)]",3
买来要自己装系统，麻烦！,买来 系统 麻烦,neg,"[(0, 0.020833682), (1, 0.020833805), (2, 0.020833677), (3, 0.02083385), (4, 0.77082783), (5, 0.020834025), (6, 0.02083415), (7, 0.020833934), (8, 0.020833652), (9, 0.02083372), (10, 0.020833738), (11, 0.020833978)]",4
"接口只有3个，而且有2个距离太近，不实用。鼠标，键盘，盘，移动硬盘，电子密匙。很需要多一些接口。音频接口在前面，有些不好，放在什么电脑架子就给挡住了。电池续航一般,有2个多小时。",接口 距离 实用 鼠标 键盘 移动硬盘 电子 密匙 多一些 接口 音频接口 不好 放在 电脑 架子 挡住 电池 续航 小时,neg,"[(0, 0.95412654)]",0
14寸宽屏确实感觉小了点，可视面积太小。漆面有1、2个突起的小疙瘩。风扇声音还算可以忍受。用起来不是很习惯，而且使用 无法登陆，还要手动运行命令更改一下配置才可以。,确实 感觉 可视 面积 太小 漆面 突起 疙瘩 风扇 声音 忍受 习惯 登陆 手动 运行 命令 更改 配置,neg,"[(6, 0.5903682), (8, 0.36569467)]",6
比较重，和我原来的6130差不多重吧，屏幕很厚，液晶屏外面加了一块玻璃，手写用的，左手手托这里发热明显,屏幕 液晶屏 外面 一块 玻璃 手写 左手 手托 发热,neg,"[(8, 0.9081945)]",8
容易粘指印，触摸板周围会发热，内存条是2的，显卡是3400的，与京东所标的不符,指印 触摸板 发热 内存条 显卡 京东 标的 不符,neg,"[(2, 0.75942), (11, 0.14788532)]",2
"预装系统居然有另外两个盘符：和_,如果自己再增加两个，就会显得盘符好多",预装 系统 两个 盘符 增加 两个 显得 盘符 好多,neg,"[(9, 0.2048071), (10, 0.7118158)]",10
能再轻一点，能送些配件就好了，买了笔记本还得配好多小配件，选东西很麻烦呢,再轻 一点 配件 笔记本 好多 配件 东西 麻烦,neg,"[(2, 0.10167675), (8, 0.63198584), (10, 0.18294336)]",8
外壳材质略粗糙；外壳厚度较薄；单声道的喇叭很不人性化；但对这样的价格而言还算可以。,外壳 材质 粗糙 外壳 厚度 较薄 单声道 喇叭 人性化 价格,neg,"[(5, 0.91661525)]",5
1、电池不太强,电池,neg,"[(0, 0.5416298), (1, 0.041668445), (2, 0.04166848), (3, 0.041670617), (4, 0.04166956), (5, 0.04167011), (6, 0.041669693), (7, 0.04166918), (8, 0.04167032), (9, 0.04167069), (10, 0.041669205), (11, 0.04167391)]",0
送的包包太大了，装我的15寸的本本都放得下；应该改送配套的小包。还需要加送个内胆包就好啦。,包包 本本 放得 改送 配套 小包 加送 内胆,neg,"[(7, 0.89800525)]",7
1、价格昂贵，几乎可买同款水货两台，但商务本要的是保障和服务，认了,价格昂贵 可买 同款 水货 两台 商务 保障 服务,neg,"[(7, 0.89797395)]",7
系统需要适应好长时间，没有预装。所赠送的软件礼包其实不是免费的，诺顿才90天的使用期。机子重了点，厚了点。,系统 好长时间 预装 赠送 软件 礼包 免费 诺顿 使用期 机子,neg,"[(9, 0.9165824)]",9
1、预装的是，换系统要折腾一番； ,预装 系统 折腾,neg,"[(0, 0.020834845), (1, 0.020835036), (2, 0.020835323), (3, 0.020834789), (4, 0.7708141), (5, 0.020835733), (6, 0.020835187), (7, 0.020834908), (8, 0.02083489), (9, 0.02083498), (10, 0.02083513), (11, 0.02083504)]",4
"用长了机器发热还是比较大的,另外电源适配器用1-2小时也很烫手,硬盘分区不够人性化",用长 机器 发热 电源适配器 小时 烫手 硬盘分区 人性化,neg,"[(0, 0.54259366), (6, 0.3647173)]",0
屏幕为16:9。偏向娱乐及看电影。用来工作浪费了，因为太扁，视线不能兼顾两边。,屏幕 偏向 娱乐 电影 工作 浪费 视线 兼顾 两边,neg,"[(0, 0.90822595)]",0
盘太大，不过可以从网上下载软件10.来调整分区,网上 下载 软件 调整 分区,neg,"[(0, 0.013891881), (1, 0.8471855), (2, 0.013891814), (3, 0.013892135), (4, 0.0138918925), (5, 0.013893951), (6, 0.013892224), (7, 0.013891724), (8, 0.013892036), (9, 0.013892779), (10, 0.013892186), (11, 0.01389185)]",1
播放高清影片时候出现边缘严重锯齿现象，如果对这方面比较感冒或者想用此本本来看影视的话建议考虑一下,播放 高清 影片 边缘 锯齿 现象 这方面 感冒 想用 本本 影视 建议 考虑一下,neg,"[(10, 0.93443024)]",10
1，价钱比移动给我价钱高了100元，这点很不好。,价钱 价钱 不好,neg,"[(0, 0.020838529), (1, 0.020838402), (2, 0.020838479), (3, 0.020839361), (4, 0.020839019), (5, 0.020838432), (6, 0.02083862), (7, 0.020838423), (8, 0.7707751), (9, 0.020838564), (10, 0.020838825), (11, 0.020838225)]",8
易粘指纹！！！,指纹,neg,"[(0, 0.041670647), (1, 0.041670848), (2, 0.041670263), (3, 0.04167083), (4, 0.041670147), (5, 0.04166932), (6, 0.041671563), (7, 0.04167069), (8, 0.041670512), (9, 0.0416693), (10, 0.041672155), (11, 0.5416237)]",11
1、只有一个指示灯，有时没办法分辨机器的工作状态。2、比较小气，连个内胆包都不送，还得配个内胆包。,指示灯 办法 分辨 机器 工作 状态 小气 内胆 内胆,neg,"[(7, 0.11686761), (10, 0.799742)]",10
1、机身较小，散热差，右掌托较热,机身 散热 右掌 较热,neg,"[(0, 0.81660634), (1, 0.01667194), (2, 0.01667232), (3, 0.01667203), (4, 0.016672371), (5, 0.016671985), (6, 0.016671894), (7, 0.016672084), (8, 0.016671903), (9, 0.016671866), (10, 0.01667298), (11, 0.0166723)]",0
掌托较热，触控板易误碰到,掌托 较热 触控板 碰到,neg,"[(0, 0.016679905), (1, 0.016679188), (2, 0.016678695), (3, 0.016678948), (4, 0.016678965), (5, 0.016678695), (6, 0.016678754), (7, 0.016678695), (8, 0.016678695), (9, 0.016678713), (10, 0.01667884), (11, 0.8165319)]",11
对的驱动程序彻底失望了，用过几个型号的显卡都经常的蓝屏这款也不例外，真不明白这么大的公司驱动程序为什么做的这么烂,驱动程序 失望 几个 型号 显卡 蓝屏 这款 例外 明白 公司 驱动程序,neg,"[(6, 0.9235482)]",6
光驱就像发动机，声音很大，系统很难装，根本找不到驱动，发热量很大，,光驱 发动机 声音 很大 系统 不到 驱动 发热量 很大,neg,"[(4, 0.5288043), (5, 0.38781884)]",4
要自己装系统麻烦些，更长时间才搞定。,系统 麻烦 长时间 搞定,neg,"[(0, 0.016669627), (1, 0.0166691), (2, 0.016668988), (3, 0.016669137), (4, 0.81663895), (5, 0.01666927), (6, 0.016669272), (7, 0.016669182), (8, 0.016668973), (9, 0.016669014), (10, 0.016669286), (11, 0.016669247)]",4
太重，装系统只能装2的，我的正版3都不能装，搞了我半天，晕菜,太重 系统 只能 正版 半天 晕菜,neg,"[(0, 0.011914166), (1, 0.868962), (2, 0.0119124865), (3, 0.011913534), (4, 0.011912446), (5, 0.011912409), (6, 0.011912219), (7, 0.011912246), (8, 0.011912201), (9, 0.011912006), (10, 0.011912143), (11, 0.011912134)]",1
"散热口温度蛮高的,不过我摸过,底部温度还可以,可能热量基本及时散出去了的原因,没附系统盘,装系统要纯净版的,否则装不上,没的驱动盘,要从三星网站上下.但有的驱动.",散热 温度 蛮高 底部 温度 热量 原因 没附 系统盘 系统 纯净 装不上 驱动 三星 网站 驱动,neg,"[(1, 0.7836728), (2, 0.16726105)]",1
电池续航时间不常，一般一个半小时左右（根据使用情况不同，使用时间稍有不同）。,电池 续航 时间 一个半 小时 情况 时间,neg,"[(0, 0.010421718), (1, 0.010421495), (2, 0.010421269), (3, 0.88536483), (4, 0.010421638), (5, 0.010421504), (6, 0.010421134), (7, 0.010421326), (8, 0.010421321), (9, 0.010421447), (10, 0.010421115), (11, 0.010421195)]",3
"散热过大,下无法安装任何系统,只能纯美版按步就班一环环的来安装方可完成",散热 安装 系统 只能 纯美 按步就班 环环 安装 方可,neg,"[(4, 0.9082522)]",4
我以为该笔记本的主板（芯片组  781 +  700）带整合显卡，结果装好以后，发现只有一个显卡，当然谈不上做混合交火了，这让我感到有点遗憾。,笔记本 主板 芯片组 整合 显卡 发现 显卡 谈不上 混合 交火 感到 遗憾,neg,"[(4, 0.92941236)]",4
本本这东西要经常移动、摸，搞什么钢琴烤漆,本本 东西 钢琴 烤漆,neg,"[(0, 0.01666853), (1, 0.016668718), (2, 0.8166441), (3, 0.016668683), (4, 0.016668556), (5, 0.016668586), (6, 0.016668802), (7, 0.016669178), (8, 0.016668485), (9, 0.016668469), (10, 0.016669499), (11, 0.016668452)]",2
为什么要刷主板，导入代码证书才能装呢；口太少，而且插鼠标很不方便啊，用惯了倒也无所谓；电源插口很容易碰到啊，我就经常断电，55555555555,要刷 主板 导入 代码 证书 鼠标 用惯 了倒 无所谓 电源 插口 碰到 断电,neg,"[(1, 0.816273), (5, 0.124121465)]",1
风扇声音比较大，散热有待改进。另外就是做工有待改进，这可能和国内生产商的技术有直接联系吧。,风扇 声音 散热 有待 改进 做工 有待 改进 国内 生产商 技术,neg,"[(3, 0.39000717), (9, 0.38693735), (10, 0.16050173)]",3
装是有点麻烦，在武汉没有客服点，说只为金牌客户服务，就算我去他们那里，一样花钱装，我自己花钱70元在外面装的。,麻烦 武汉 客服 金牌 客户服务 花钱 花钱 元在 外面,neg,"[(10, 0.9082313)]",10
安装和装驱动真是麻烦啊，要是有一键安装就好了，尤其是无线网卡，惠普的网站上居然是错的,安装 驱动 麻烦 一键 安装 无线 网卡 惠普 网站,neg,"[(6, 0.38609847), (11, 0.5305443)]",11
触屏上面有一个小突起，弄不掉，硬盘分区是225+1+10，简直是搞笑,触屏 突起 硬盘分区 搞笑,neg,"[(0, 0.01670216), (1, 0.016701922), (2, 0.016701922), (3, 0.016702143), (4, 0.016701922), (5, 0.016701922), (6, 0.016702387), (7, 0.8162774), (8, 0.01670211), (9, 0.016701922), (10, 0.016701922), (11, 0.016702304)]",7
要是预装就好了，这个系统实在是用不来。都说系统难装，那我明天带到公司找个懂行的人来弄。,预装 系统 实在 不来 系统 明天 带到 公司 懂行,neg,"[(6, 0.9081987)]",6
网上提供的驱动根本装不上，从文件安装后，还是切换不到模式。刷新后，设置时，鼠标乱跳，极难操作。,网上 提供 驱动 装不上 从文件 安装 切换 不到 模式 刷新 设置 鼠标 极难 操作,neg,"[(1, 0.24295375), (5, 0.7014644)]",5
送货时出了点问题，说是当天下午送到了，结果问了说过不来了。本来那天是当生日礼物的，耽误了一天。,送货 当天 下午 送到 过不来 本来 那天 生日礼物 耽误,neg,"[(2, 0.7818906), (3, 0.13464633)]",2
操作系统问题，操作系统几乎都拿到手就会换的，但是对于一个新手来说，这是一个相当痛苦与漫长的过程,操作系统 操作系统 拿到 新手 痛苦 漫长 过程,neg,"[(0, 0.01042485), (1, 0.8853258), (2, 0.010425057), (3, 0.010424887), (4, 0.01042489), (5, 0.0104247825), (6, 0.010424818), (7, 0.010425399), (8, 0.010425084), (9, 0.01042481), (10, 0.010424818), (11, 0.010424796)]",1
没有蓝牙，要有的话就更完美了，装系统稍微麻烦了点，毕竟这个自带系统自己不会用,蓝牙 完美 系统 稍微 麻烦 自带 系统,neg,"[(0, 0.010417298), (1, 0.01041738), (2, 0.01041767), (3, 0.010417602), (4, 0.8854081), (5, 0.010417685), (6, 0.010417337), (7, 0.010417509), (8, 0.010417347), (9, 0.010417353), (10, 0.010417352), (11, 0.010417329)]",4
但是降价也太快了吧，我订购时4299，才不到一周呢，又降了100多，这对消费者太不公平了。虽说电子产品降价无常，京东应该起带头作用，规范电子产品市场。,降价 订购 不到 一周 消费者 公平 电子产品 降价 无常 京东 带头作用 规范 电子产品 市场,neg,"[(10, 0.11300278), (11, 0.831405)]",11
今天去给笔记本贴膜，突然发现网卡有问题，给京东售后打电话，提示音告诉我是第一个排队，结果等了15分钟也没等到，在网上提交返修申请，怎么也提交不了，老提示信息不全，郁闷，京东的售后令人非常失望！,笔记本 贴膜 发现 网卡 京东 售后 打电话 提示音 告诉 第一个 排队 分钟 网上 提交 返修 申请 提交 提示信息 郁闷 京东 售后 令人 失望,neg,"[(1, 0.10418419), (3, 0.86105925)]",3
