评论用户id,评论内容,分词,分词-英文
5cb1a8d80000000017034ad6,工厂店还在吗,工厂,factory
57f7687e82ec39545f9ebc34,谢谢大家我知道啦，安踏市面上没有假货,谢谢 市面上 假货,Thank you on the market on the market
5f9fa37a0000000001003552,葱葱的鞋上有玩偶诶,玩偶,doll
5a1bc93ae8ac2b557ab358ec,某个宝上“手工真皮女鞋”全是成都，各个店卖的都一样,宝上 手工 真皮 女鞋 成都,Handmade leather women's shoes Chengdu
5b9241f94c59c300017f1815,这是电商货？,电商,E -commerce
6336e192000000001901eff9,广东的鞋子是没落了吗？在拼多多找了一圈都找不到广东发货的,广东 鞋子 广东 发货,"Guangdong shoes, Guangdong Shipping"
5bdab8d1bfaded0001f3e456,之前双十一折扣更大。我家旁边金沙奥莱,金沙 奥莱,Jinsha Ole
635d3450000000001901f740,安踏晋江市是总部的鞋子，产地中国是分公司的，安踏老总是在晋江起的家，我就在晋江，晋江的鞋质量严格一点,晋江市 总部 鞋子 产地 中国 分公司 老总 晋江 晋江 晋江 质量,Jinjiang Headquarters Shoes Origin of China Branch Lao Jinjiang Jinjiang Jinjiang Quality
58874e436a6a6919bf4542b2,为什么我觉得四川的最舒服...,四川,Sichuan
5636353e9eb5783ab268c025,真的便宜,便宜,Cheap
5d666c5f000000000100988e,你骗人，2双明明七百多,骗人,Deceptive
5c8767ee000000001000b72b,有没有温州的,温州,Wenzhou
63e74f37000000002600401a,9开头都是电商货，1开头才是零售版,电商 零售版,E -commerce retail version
5b42c33d11be1021922000e5,知道广州的鞋子怎么拿货吗？,广州 鞋子 拿货,Guangzhou shoes take goods
596dd91b5e87e7141a1bfc7a,这也是质量问题吧，实体店买的就拿去实体店退,质量 实体店 实体店,Quality physical store physical store
6395533f0000000027029a01,上是实体店发货过来的，下面是电商货。,实体店 发货 电商,Sports store delivery e -commerce
5f461c6b000000000101e198,可是批发不同厂家的鞋子会有不同的，这样开店卖鞋子有没有问题呀。,厂家 鞋子 开店 鞋子,Factory shoes open shop shoes
62243a5c0000000010008cf6,安踏不用辩真假,真假,true and false
59a8bb1c5e87e77432e63507,小玩偶那双很可爱,玩偶,doll
5cf73c77000000001801fdbc,还有一个王小毒，400多的鞋子，穿2次，两只鞋周边全都开胶了,小毒 鞋子 开胶,Small poisonous shoes open glue
629501200000000021023c60,一个电商特供，一个电商线上线下都供的,电商 电商 上线,E -commerce e -commerce online
60ae7aa500000000010014ad,这也太划算了吧  改天回来去逛逛 薅一下羊毛哈哈,羊毛,wool
56cdd5ec1c07df34c9b403ad,报名报名在徐汇滨江跑步10年了啊10见证从无到有！今年又有新跑鞋！赶紧来体验！,徐汇 滨江 跑步 跑鞋 体验,Xuhui Binjiang Running Shoes Experience
61232de3000000000101604a,卡卡诺亚鞋子工厂在那里？知道的告知一下谢谢,鞋子 工厂 谢谢,"Shoes factories, thank you"
5c3a13c50000000007033f54,哇想试一试，喜欢跑步,跑步,running
5b45f5b0e8ac2b7bc8a4f9ef,来上海了，总要体验穿一次阿迪吧,上海 体验 迪吧,Shanghai experience Di
5b817aa6233b20000175d05c,图片是什么牌子,图片 牌子,Picture brand
5f3549ab00000000010061df,温州的鞋不咋滴，广州的鞋质量好，就是款式少,温州 广州 质量 款式,Wenzhou Guangzhou Quality Style
63cd1efb000000002702b2a6,已下单，看质量再来评论,下单 质量 评论,Place order quality comment
60b04821000000000101e94a,运动，透气，舒适，适合夏天喜欢外出蹦跶的男孩子,透气 舒适 男孩子,Breathable and comfortable boy
5fd49d51000000000101d363,鞋子收到了，颜色好看，小孩说很凉快，适合夏天穿。,鞋子 颜色 小孩 凉快,Shoes color Children cool
5d36cbad000000001001d416,锐力冲冲冲🐛,锐力,Sharp
625c117f0000000010005fe5,买了，看看底子软不软，有运费险，等我反馈,底子 不软,Not soft
5dd1f5a60000000001009732,哼，为什么不出女士小码,女士 小码,Lady Small Code
616141a0000000000201dd8d,从一个人跑步，到接触  的一群人跑步，从一个小白，到第一个九龙湖半马，又幸运的跑进上马。我想说一个人跑步不孤独，一群人跑步更快乐！只要还在跑，快乐就不会少！✌️✌️✌️,跑步 跑步 小白 九龙湖 幸运 上马 跑步 孤独 跑步 快乐 快乐,Running and running Xiaobai Kowloon Lake Lucky Morning Running Running Lonely Running Happy and Happy
56338f2b44760828facd5ad7,鞋子配色好，镂空凉快，粘练处牢固，轻便 适合小朋友起床穿搭,鞋子 配色 凉快 粘练处 牢固 轻便 小朋友,Shoes color matching cool and sticky training place firmly lightweight children
5fb5420a0000000001001f31,舒服 不输大牌 本人体重200斤 爬坡健身强度绝对够用了,舒服 大牌 体重 爬坡 强度,Comfortable big -name weight climbing intensity
6516c1ee000000002402f663,42拍哪个尺码？也就是说鞋子偏大吗？,尺码 鞋子,Sizes shoes
572130ecaed758699aa9a6da,孩子很喜欢 舒服 透气,孩子 舒服 透气,Children are comfortable and breathable
651186d60000000023026d78,不合适能退换吗？,合适,suitable
6303f9350000000012000a98,会不会是山寨版,山寨,Copycat
5d124c8b0000000012033845,商场399，觉得这个是真的？,商场,shopping mall
6123218b000000000100025a,尺码不容易买合适,尺码 合适,Appropriate size
5e8c2310000000000100434d,举铁太软，支撑不好,举铁 太软,Raising the iron is too soft
5b041d474eacab1d9db5b6ac,耐磨？,耐磨,Wear -resistant
652b95d5000000002a01a1ca,刚收到，质量堪忧呀,质量,quality
56682529cb35fb6d9139d8d5,你看我的 收到就是一双旧鞋 真的气死,气死,Murderous
63414ffe000000000a0263f6,箱子是正常的，只不过没有贴条,箱子,box
667a58b70000000007004a2e,建议还是在得物上买吧，又便宜又保真，而且还能退换，而且服务态度很好，可以转人工,建议 得物 便宜 保真 服务态度 人工,It is recommended to get cheap and true service attitude artificial
5c8b85e30000000012005c78,我收到就这样。做工一直这样 差劲,差劲,poor
5cea3b7a000000001703f01c,我收到是这样的，胶带半粘不粘，好像撕开过又贴回去的那种，拿出来里面的鞋盒有一处污渍,胶带 鞋盒 污渍,Tape shoe box stains
6479bc02000000001001e27a,质量没话说以前安踏的质量很好，现在只能 ,质量 质量,Quality
63dcad8e000000002703543c,姐妹我也怀疑我天猫六一八买到假货了然后我就去官网买回来对比，就是实物细节特别明显，箱子也能一眼看出区别，天猫买的有一股怪味,姐妹 假货 官网 实物 细节 箱子 区别 天猫 怪味,Sisters fake official website physical details Different Tmall monster flavor
5c976b62000000001003537a,100还便宜呀,便宜,Cheap
6402ca2c0000000014010b7a,以前这个牌子贵，现在便宜了，为数不多的国产运动品牌在国外卖,牌子 便宜 国产 品牌,Bald brand brand
5bf2ca454a12e50001a796f6,不是吧，我昨天在361买了个外套五百多呢,外套,coat
598d4bab5e87e72ca79d8e46,5年前商场买的一条打折的运动裤，90块钱，每年夏天都经常穿，一直没起球没变形,商场 运动裤 块钱 起球 变形,Shopping sports pants to get the ball to deform
5db61ee90000000001005fd7,什么361，特步啊，网上的爆款实体店都没得。不知道实体店存在的意义是什么？匹克稍微强一点但是也是经常没尺码，没配色，买个拖鞋试都试不到。最后还是识货跳转下单第二天收货,爆款 实体店 实体店 意义 匹克 尺码 配色 拖鞋 识货 下单 收货,"Explosion physical store physical store meaning Peger size, color matching slippers, to know the goods and receive the goods"
60264e87000000000101c785,官网好像比实体店便宜，我那双鞋实体店好像两百左右，官网就一百多，高一开学买的，到现在高三了还没坏，质量挺好的，穿感也很舒服，是我所有鞋子里穿着最舒服的一双了,官网 实体店 便宜 实体店 官网 开学 高三 质量 穿感 舒服 鞋子,The official website of the official website is the high school high school quality wearing comfortable shoes
6103bc6e000000000101eb0d,实体店贵的离谱,实体店 离谱,Sports store outrageous
59c91c9f51783a5287616601,亚运会火炬手和裁判志愿者都穿的361，篮球鞋跑鞋非常帅，加油361,火炬手 志愿者 篮球鞋 跑鞋,Torchbearer volunteer basketball shoes running shoes
6055c5620000000001008632,真金白银买的就是正品！,金白银 正品,Gold and silver genuine
64e9a1be0000000001012961,宝贝人家下面都有耐克官方的认证了就是真的,宝贝 耐克 官方,Baby Nike official
5b62f46bf7e8b9640c7031d3,不要怕有保险正品保证，可以买，我手机都是上面买的，现在的多多已经是钮祜禄多多了,正品 手机 钮祜禄,Genuine mobile phone Niu Lulu
5c3ebac50000000005021aad,请问大家这种真的假的，不直面回答，但是有保险正品保证,直面 正品,Facing genuine
6134391c000000000201f9aa,我的也有品牌认证 但是看到从泉州那边寄过来 我姐说肯定是假的了 不要自己骗自己,品牌 泉州,Brand Quanzhou
5a8961924eacab3325c660b9,大家帮忙看看这家卖的是正品不，问支持得物验证不，他说支持,正品 得物,Genuine
598202366a6a69610d2a550f,他家真的是正品吗,正品,Genuine
5b3c99494eacab5ea850e449,得物是最保真的平台了，正品就这品控，买耐克  黑白这种全球量产货色要什么质量,得物 平台 正品 耐克 全球 量产 货色 质量,Genuine Nike Platform Nike Global mass production of goods quality quality
5c7a097f000000001601f884,鞋就这个质量,质量,quality
5f00b812000000000101c9be,这跟假货没关系，耐克就这质量,假货 耐克 质量,Fake Nike Quality
5bdd2cb309777d00012e1b66,别在得物买 本人干鞋类的，劝退,得物 鞋类,Shoe
611e6b6500000000010044a4,请问这在哪里呀？京广店嘛，这个店好大！想去逛,京广,Beijing -Guang
629ac10b000000001b02b262,反正我在得物消费了10万了没碰到假货,得物 假货,Fake
5e44e82d0000000001002e35,这种鞋开胶洞裂纹太正常了，我基本放着没穿都能裂,开胶 裂纹,Open gel crack
6278efb1000000001501ce11,有排球吗！,排球,volleyball
6609430f000000000b00ead6,耐克的鞋就容易开胶,耐克 开胶,Nike
5c9cf4870000000017021aa1,友友你好，平台出售的商品都是经过严格的查验鉴别，确保全新正品才发出的。由于鞋子是使用环保胶水进行粘合制作的，并且穿着后的损耗情况与穿着习惯、方式、保养方式等都有关。可以给我单 号，小助手会匹配信息，为你进一步说明,友友 平台 商品 正品 鞋子 胶水 损耗 情况 习惯 方式 方式 助手 信息,Youyou platform commodity genuine shoes glue loss situation is accustomed to way of assistant information
64401808000000001400df4c,开胶=假货,开胶 假货,Fake
6222ba95000000001000f6cd,其他品牌有类似迪卡侬的店吗,品牌 迪卡侬,Brand Decathlon
6565ed1c000000003c00aaed,有篮球吗,篮球,basketball
5b4887b211be1009d1cd9afc,我超级喜欢逛迪卡侬，我的最爱，真的绝了，还能试骑自行车,迪卡侬 最爱 自行车,Decathlon's favorite bicycle
5b21e48311be101c1e3878fb,排队,排队,queue
5db79ce3000000000100b8a9,吓我一跳，小红书上居然能这么操作,小红,Little red
5bb0716aaa7db30001aaaa55,卖假货，还整得跟真的似的,假货,Fake
60bae9cc000000000101c465,早上收到已测，塑胶跑道上跑的，稳定性和回弹优秀,塑胶跑道 稳定性 优秀,Plastic runway stability excellent
57173f864775a75da5d0f813,鞋码标准吗？要去订阅一双 咨询一下 谢谢,鞋码 标准 谢谢,"Shoes code standard, thank you"
585d3acb5e87e767548423fc,马后炮真的 一文不值 5年前发出来你就是首富 再问你未来五年走势 依然一无所知,马后炮 首富 走势,The richest man in the horse cannon
6450a4270000000029010dd9,继续继续，这个角度很好。想听你结合下美国经济一起分析，美国球鞋市场这几年也一样走法,角度 美国 经济 美国 球鞋 市场 走法,Announcement of the American economy American sneaker market method
5e2faf920000000001004346,听君一席话，胜似一席话。既然是做金融的，且有留学背景，不妨从全球化角度来分析这个问题。目前不是单一的中国市场球鞋热度不在，而是全球性的。如果仅仅是中国低迷而海外热度持续，那么就会有商人在中国扫鞋然后卖到利润更丰厚的国家和地区去，也会有个人在绿上面挂出自己的收藏。不光是球鞋，其他奢侈品二级市场也是如此。再说说历史，中国第一次有黄牛大规模专柜扫鞋加价出售是2003年的3白水泥，此后的20年间出现了大批的专业及个人炒家，炒的东西也不限于球鞋还有潮牌甚至&的联名款。囤茅台也不是近10年才有的事，房价问题就更复杂了，不是一个2就能解释的,金融 背景 全球化 角度 中国 市场 球鞋 热度 全球性 中国 热度 商人 中国 扫鞋 利润 丰厚 国家 地区 球鞋 奢侈品 市场 历史 中国 黄牛 专柜 扫鞋 白水泥 专业 炒家 东西 球鞋 潮牌 茅台 房价,Financial background Globalization perspective Chinese market Sneakers Thermal Global China Hot Merchants China Sweeping Profit Profit State Footwear Luxury Market History Chinese Scatler Counter Sweeping Shoes White Cement Sweet Sneaker Tide Mamai House Price
