评论内容,fenci
位置很不错，离江边很近，出行也很方便。,位置 不错 出行
房间宽敞明亮，在湘江边！出行方便，棒棒哒,房间 出行 棒棒
房间干净卫生，服务也很到位！下次再来,房间 干净 卫生 到位
卫卫生搞的好,卫生
服务：响应及时 卫生：房间干净,响应 卫生 房间 干净
视野非常好，很满意的一次住宿,视野 满意 住宿
感觉非常好啊 下次继续开住,感觉 开住
环境好！所有设施齐全，值得入住！,环境 设施 值得 入住
离网红打卡点都很近，而且停车方便。,离网 打卡 停车
间房服务都超好，出差首选,间房 超好 出差 首选
可以看到江景，老板热情服务好,江景 老板
住了几天 房间挺干净的,房间 干净
这真的是我住过最好的酒店,酒店
服务态度很好，很满意,服务态度 满意
环境不错，下次还订这里,环境 不错 还订
房间还不错，地段也很好,房间 不错 地段
干净卫生，环境不错，赞一个,干净 卫生 环境 不错
环境可以，晚上睡觉很安静。,环境 睡觉
房间很好，服务也很好,房间
房间装修很现代化，环境好，非常干净，窗户外面就可以橘子洲头夜景！交通便利，去各个景点都挺方便的！隔音效果也很好，墙裂推荐！老板服务很周到。还贴心的给我们准备了攻略，让我们带娃出行也省了好多弯路。比心,房间 装修 环境 干净 窗户 夜景 交通 便利 景点 隔音 效果 墙裂 推荐 老板 周到 贴心 攻略 出行 弯路
地段很好，卫生比较到位,地段 卫生 到位
房间挺好，老板人也不错,房间 老板 不错
房间很棒，服务也很好！,房间 很棒
干净卫生，风景视野很好,干净 卫生 风景 视野
房间干净整洁环境很好,房间 干净 整洁 环境
多一点双床就更好了,双床
干净卫生，服务周到,干净 卫生
非常满意干净卫生,满意 干净 卫生
￼环境满意，位置好,环境 满意 位置
小朋友住得挺开心,小朋友 开心
前台小哥服务好,前台 小哥
很好，非常满意,满意
房间宽敞，床舒服,房间 宽敞 舒服
房间干净整洁卫生,房间 干净 整洁 卫生
24小时随时服务,小时
完美，服务好,完美
干净舒适，很好,干净 舒适
环境很好。,环境
房间很舒适,房间 舒适
交通便利的,交通 便利
交通还不错,交通 不错
房间宽敞、干净清爽、没有放地毯（这点很棒）、有洗衣机、衣架、对长途旅行的人超级方便，。地点很好、五一广场、黄兴夜市、坡子街、太平老街、海信文和友、橘子州、湘江边、杜浦江阁⋯⋯全在附近、就没超出5公里过、已经吃得走不出了。茶颜坐等送达即可、下楼就可以吃到天宝兄弟,房间 宽敞 干净 清爽 地毯 很棒 洗衣机 衣架 长途旅行 地点 夜市 坡子 老街 文和友 橘子 超出 不出 坐等 送达 下楼 兄弟
这是我在长沙住过的最好的酒店，环境幽静，房间干净整洁，整体装修都透着高级感。躺在湖面上睡觉让我实现深度睡眠。大浴缸泡澡配有一次性的泡澡袋这点非常用心，孩子泡玩的不亦乐乎。下次来长沙要带鱼竿来，老公认为这里钓鱼肯定会有收获，房间就能钓鱼，下雨不淋，天晴不晒，而且在湖中间钓鱼的感觉还从未体验过，下次一定要好好体验。,酒店 环境 幽静 房间 干净 整洁 整体 装修 湖面 睡觉 睡眠 浴缸 泡澡 配有 泡澡 用心 孩子 泡玩 鱼竿 钓鱼 肯定 收获 房间 钓鱼 下雨 钓鱼 感觉 体验 体验
设施：智能小度开关窗帘和空调。卫生：整洁大方有气度环境：花溪之中，漂浮着床舍之感服务：客房服务非常到位，人性化，如果能添加一些旅游服务资讯就更好！,设施 智能 小度 开关 窗帘 空调 卫生 整洁 大方 气度 环境 漂浮 着床 客房 到位 人性化 添加 资讯
巧合之下选了这家民宿，被他们家窗外近水的风景所吸引，没想到比想象中的还要舒适一些，整个房间都很新很干净，各项设施都很智能，很舒服，空调效果也很好，同价位中环境真的可以说是非常不错的了。老板也很，因为有事要中午一点钟才退房跟他一下就协调好了，问他什么他都会及时回答，尽量满足顾客的要求。有机会下次还会在这里入住,巧合 民宿 风景 吸引 想象 舒适 房间 干净 设施 智能 舒服 空调 效果 同价位 环境 不错 老板 退房 协调 回答 机会 入住
老板还是很客气的，停车不是很方便，小区内车位太少了，环境还可以，走路附近有很多吃的，大概要走一公里的样子，附近很少共享单车,老板 客气 停车 车位 环境 走路 样子 共享 单车
景色很不错的民宿，老板热情，湖水很干净，七月头也没什么蚊虫，房间设施风景和展示图完全一致，除了地理位置没有什么优势，旅居相当舒适，有机会再来长沙会再来,景色 不错 民宿 老板 热情 干净 蚊虫 房间 设施 风景 展示 地理位置 优势 旅居 舒适 机会
设施：较为全面的智能设备 卫生：干净卫生 服务：老板随和，服务很好。 值得入住,设施 智能 卫生 干净 卫生 老板 随和 值得 入住
民宿坐落在一个小区中间的位置 竟然还有个小湖 酒店不大，只有8个房间， 但每个都很精致 叫叫小度就可以打开窗帘 落地窗外美美的湖水 此次长沙之行很唯美，让人回味 其中一个原因，因为花溪水舍留下了安适的感觉 下次来长沙，继续住这里 对了，老板很,民宿 坐落 小区 位置 酒店 房间 精致 小度 打开 窗帘 落地窗 唯美 回味 原因 溪水 留下 安适 感觉 老板
很有情调很有格局的酒店！智能家居也很好，只有两个小问题。1浴缸坐不下两个人，2投影仪需要购买，9／24才能看很多电影。免费的都比较拉胯。其他的话都很好！！！真的！！！,情调 格局 酒店 浴缸 投影仪 购买 电影
从来不爱评价的我，今天必须认真评价一下！我做了2天攻略，想找个特色的民宿带孩子住一晚。找到这儿真是意外的惊喜！其一，民宿建在湖上，落地窗户适宜景观。其二，室内全部智能化，智能马桶，自动窗帘，服务有小度！其三，民宿管家很贴心，房间配有小吃点。那天下的小雨，管家担心我们淋雨，提前联系去地铁口接我，心里很是温暖，感觉宾至如归！其四，民宿注重细节，装修风格简朴，有种回归自然的感觉。这是我这次长沙之行最大收获。期待！,评价 评价 攻略 特色 民宿 孩子 找到 意外 惊喜 民宿 落地 窗户 适宜 景观 智能 马桶 窗帘 小度 民宿 管家 贴心 房间 配有 小吃 管家 担心 淋雨 提前 地铁口 温暖 感觉 民宿 注重 细节 装修 风格 简朴 感觉 收获 期待
全智能化的房间，干净舒服，老板人也很好，几乎有求必应，二楼还有特色布置，晚上约上好友喝两瓶酒啥的，总体很不错的。,房间 干净 舒服 老板 二楼 特色 布置 好友 总体 不错
设施：全新装修 无可挑剔 卫生：很干净 环境：小区很安静 服务：老板人很热情 安排亲戚住在这里 很满意 推荐入住 附近就是地铁站 打车也方便,设施 装修 卫生 干净 环境 小区 老板 热情 安排 亲戚 满意 推荐 入住 地铁站 打车
名宿很漂亮 而且非常干净 像我这种带小朋友的就特别喜欢 下次来还会入住,名宿 很漂亮 干净 小朋友 喜欢 入住
更不错的环境 独特的设计感 空间舒适大家可以来多多来打卡,不错 环境 独特 空间 舒适 打卡
老板人确实很不错，房间也不错，睡觉很安静。旅游旺季这个价格物超所值了。,老板 确实 不错 房间 不错 睡觉 旺季 价格
太值了房间特别好，视野好，智能化，设计合理，卫生间干湿分离,太值 房间 视野 卫生间 干湿 分离
房间整洁，设施完善，最重要的是没有潮湿的感觉。,房间 整洁 设施 完善 潮湿 感觉
很干净，风景一级棒！ 老板人也,干净 风景 老板
和孩子一起住的，我和孩子都很满意。,孩子 孩子 满意
老板态度超级好，环境很舒服,老板 态度 环境 舒服
老板人很好，房间设置很好,老板 房间
非常感谢非常好的住宿,住宿
很好，非常喜欢！,喜欢
非常好，连续入住,连续 入住
环境很好。,环境
独栋小楼，山坡上，房间跟图片相符，新装修的，相当干净舒适，自动马桶，空调安静无噪音，装修虽然说不上豪华，但是电器选用上还是挺讲究的。离地铁站走路十多分钟。走几分钟出来就是大学城的美食街，总之，老婆孩子满意，真干净，没拍照，房内是套房，客厅一张大双人床(不是吹的那种，是家里的那种大的)，卧室两个床也很宽，大投影，太宽敞了友情提示，如果没来过长沙，选宾馆最好是看看，最好是选整栋楼都是同一个宾馆的，不然混乱不堪，钱也不少花,小楼 房间 图片 相符 干净 舒适 马桶 空调 装修 豪华 电器 选用 地铁站 走路 大学城 老婆 孩子 满意 干净 拍照 套房 客厅 卧室 投影 宽敞 友情 提示 没来 宾馆 宾馆 混乱 不堪
房屋装修超棒，洁净舒适，户外的宽敝起出你想像，有鱼，有假山，有庭院，有观景台，烧烤台，贴近山林和大自然的宁静，非常安静，露台山景，江景尽收眼底，唯一的就是离地铁口稍微远了一丢丢，但房东会来接哦，去爱晚亭很方便，适合年轻人和网红打卡，很出片,房屋 装修 超棒 舒适 宽敝 起出 想像 假山 庭院 观景台 烧烤 贴近 露台 山景 江景 地铁口 房东 适合 年轻人 打卡
在长沙旅游想爬爬岳麓山早晨做个空腹有氧，于是在周边找的一家新开的店 ，岳麓山脚下 ，离岳麓山很近 大学城周边很多好吃的 很好逛，别墅属于闹中取静，房间也是舒适又干净 设施都是新的 老板娘也非常热情 下次再来长沙还会定这家,空腹 新开 大学城 好吃 别墅 房间 舒适 干净 设施 老板娘 热情
要去岳麓山景区，住到锦霖一晚，新搞的店哪都好，小院儿收拾的赏心悦目，卫生更是可圈可点，没有卫生死角睡觉太踏心儿了，这点最值得讲。晚上溜达到江边看了江上邮轮和江边夜景，去大学和岳麓山都近。,景区 收拾 卫生 卫生死角 睡觉 心儿 值得 邮轮 夜景 大学
房间干净整洁，很安静。装修是新的，没有味道。有露台，可以拍拍照片，喝喝茶，很惬意。唯一不是很好的地方就是要走一小截路，但是老板娘会来接的，超级热情。下次来旅游还住这儿!,房间 干净 整洁 装修 味道 露台 拍拍 照片 喝茶 惬意 很好 地方 截路 老板娘 来接 热情
特别特别好的一个民宿，老板娘非常热情贴心还来地铁口接我了，房间非常干净整洁，还免费升级了房型，晚上来到了露台上吹吹风，欣赏夜景的同时品了品地道的安化黑茶（免费送的）顿时心情倍好，很值得推荐,民宿 老板娘 热情 贴心 地铁口 房间 干净 整洁 房型 来到 露台 吹风 欣赏 夜景 地道 安化 免费送 心情 值得 推荐
